"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Erh.5",0,-0.800640985950123,0.091,0.579,0,"Myonuclei (Type IIb)","Erh"
"Prelid1.4",0,-0.801462436961346,0.027,0.478,0,"Myonuclei (Type IIb)","Prelid1"
"Lilrb4.21",0,-0.80158886043431,0.008,0.274,0,"Myonuclei (Type IIb)","Lilrb4"
"Csrnp1.8",0,-0.802753391736489,0.023,0.397,0,"Myonuclei (Type IIb)","Csrnp1"
"Snrpe.8",0,-0.802919595213839,0.091,0.596,0,"Myonuclei (Type IIb)","Snrpe"
"Ifi204.18",0,-0.803006754016564,0.007,0.344,0,"Myonuclei (Type IIb)","Ifi204"
"Hmgb1.17",0,-0.803643318022325,0.205,0.703,0,"Myonuclei (Type IIb)","Hmgb1"
"Gas1.19",0,-0.804082490017983,0.024,0.218,0,"Myonuclei (Type IIb)","Gas1"
"Tmem176a.14",0,-0.805919944564744,0.009,0.286,0,"Myonuclei (Type IIb)","Tmem176a"
"Eng.20",0,-0.807092370482597,0.011,0.242,0,"Myonuclei (Type IIb)","Eng"
"Ranbp1.5",0,-0.807678024477992,0.066,0.528,0,"Myonuclei (Type IIb)","Ranbp1"
"Mtch1.14",0,-0.808051135046107,0.064,0.492,0,"Myonuclei (Type IIb)","Mtch1"
"Pcbp1.4",0,-0.809972719103449,0.091,0.608,0,"Myonuclei (Type IIb)","Pcbp1"
"Ywhaz.7",0,-0.811537547038588,0.066,0.55,0,"Myonuclei (Type IIb)","Ywhaz"
"Arpc4.14",0,-0.811599449619842,0.04,0.496,0,"Myonuclei (Type IIb)","Arpc4"
"Gadd45g.21",0,-0.812743361454348,0.169,0.398,0,"Myonuclei (Type IIb)","Gadd45g"
"Ehd1.12",0,-0.813739452163431,0.028,0.393,0,"Myonuclei (Type IIb)","Ehd1"
"Trf.19",0,-0.814072400146365,0.009,0.264,0,"Myonuclei (Type IIb)","Trf"
"Esd.15",0,-0.815022669046325,0.095,0.566,0,"Myonuclei (Type IIb)","Esd"
"Hn1.17",0,-0.816917813516979,0.091,0.556,0,"Myonuclei (Type IIb)","Hn1"
"Chi3l3.21",0,-0.819209792119457,0.002,0.126,0,"Myonuclei (Type IIb)","Chi3l3"
"Ly6c2.19",0,-0.823440730978916,0.002,0.136,0,"Myonuclei (Type IIb)","Ly6c2"
"Cd302.14",0,-0.824000112847017,0.017,0.404,0,"Myonuclei (Type IIb)","Cd302"
"Pdpn.19",0,-0.824193344785233,0.022,0.302,0,"Myonuclei (Type IIb)","Pdpn"
"Ccl3.19",0,-0.824490310112359,0.009,0.189,0,"Myonuclei (Type IIb)","Ccl3"
"Tmed2.4",0,-0.825042962164699,0.141,0.658,0,"Myonuclei (Type IIb)","Tmed2"
"Rab5c.15",0,-0.825166313131512,0.047,0.509,0,"Myonuclei (Type IIb)","Rab5c"
"Rnh1.14",0,-0.826438032787393,0.111,0.545,0,"Myonuclei (Type IIb)","Rnh1"
"Rac2.20",0,-0.828242292500007,0.011,0.315,0,"Myonuclei (Type IIb)","Rac2"
"Tubb2a.14",0,-0.828652205857869,0.021,0.42,0,"Myonuclei (Type IIb)","Tubb2a"
"Wbp5.11",0,-0.829103588177713,0.043,0.469,0,"Myonuclei (Type IIb)","Wbp5"
"Rhoc.22",0,-0.829314313285813,0.046,0.397,0,"Myonuclei (Type IIb)","Rhoc"
"Emr1.22",0,-0.835142114807086,0.004,0.264,0,"Myonuclei (Type IIb)","Emr1"
"Psme2.12",0,-0.836459596223856,0.039,0.501,0,"Myonuclei (Type IIb)","Psme2"
"Clec4e.19",0,-0.837916876677904,0.006,0.115,0,"Myonuclei (Type IIb)","Clec4e"
"Fcgr1.21",0,-0.838431181302198,0.004,0.259,0,"Myonuclei (Type IIb)","Fcgr1"
"Ms4a4c.19",0,-0.838713607192194,0.002,0.201,0,"Myonuclei (Type IIb)","Ms4a4c"
"Nfkbiz.9",0,-0.838834034122097,0.025,0.354,0,"Myonuclei (Type IIb)","Nfkbiz"
"Slc9a3r2.21",0,-0.841151832802802,0.013,0.157,0,"Myonuclei (Type IIb)","Slc9a3r2"
"Spcs2.4",0,-0.842389247606866,0.069,0.564,0,"Myonuclei (Type IIb)","Spcs2"
"Cd200.20",0,-0.842676140558139,0.02,0.22,0,"Myonuclei (Type IIb)","Cd200"
"Metrnl.17",0,-0.846322825556619,0.011,0.382,0,"Myonuclei (Type IIb)","Metrnl"
"Nupr1.16",0,-0.849208276813169,0.017,0.329,0,"Myonuclei (Type IIb)","Nupr1"
"Hint1.6",0,-0.849276308965822,0.174,0.76,0,"Myonuclei (Type IIb)","Hint1"
"Ptbp3.12",0,-0.849322288787904,0.027,0.496,0,"Myonuclei (Type IIb)","Ptbp3"
"Oaz1.5",0,-0.849926209742593,0.296,0.9,0,"Myonuclei (Type IIb)","Oaz1"
"Fkbp1a.16",0,-0.851491956624784,0.161,0.642,0,"Myonuclei (Type IIb)","Fkbp1a"
"Capns1.7",0,-0.852242897459087,0.144,0.663,0,"Myonuclei (Type IIb)","Capns1"
"Ms4a6d.21",0,-0.852407996069819,0.005,0.271,0,"Myonuclei (Type IIb)","Ms4a6d"
"Ybx1.12",0,-0.852471806910615,0.299,0.865,0,"Myonuclei (Type IIb)","Ybx1"
"Nbl1.19",0,-0.852829652703501,0.025,0.254,0,"Myonuclei (Type IIb)","Nbl1"
"Sh3bgrl.14",0,-0.852944892646315,0.017,0.488,0,"Myonuclei (Type IIb)","Sh3bgrl"
"1810037I17Rik.6",0,-0.854091042726212,0.068,0.571,0,"Myonuclei (Type IIb)","1810037I17Rik"
"Cald1.17",0,-0.854142821986848,0.046,0.337,0,"Myonuclei (Type IIb)","Cald1"
"Uba52.13",0,-0.855573186574299,0.1,0.472,0,"Myonuclei (Type IIb)","Uba52"
"Sertad1.9",0,-0.856259619724551,0.033,0.444,0,"Myonuclei (Type IIb)","Sertad1"
"Tmed3.14",0,-0.857274098053323,0.02,0.442,0,"Myonuclei (Type IIb)","Tmed3"
"Rgcc.16",0,-0.858119474518954,0.085,0.332,0,"Myonuclei (Type IIb)","Rgcc"
"Bcl2a1b.19",0,-0.859534225592035,0.008,0.223,0,"Myonuclei (Type IIb)","Bcl2a1b"
"Sdc4.19",0,-0.860796281011385,0.092,0.4,0,"Myonuclei (Type IIb)","Sdc4"
"Chmp4b.7",0,-0.861099900530568,0.093,0.599,0,"Myonuclei (Type IIb)","Chmp4b"
"Canx.5",0,-0.863188008598404,0.078,0.586,0,"Myonuclei (Type IIb)","Canx"
"Ppp1ca.8",0,-0.864958836562334,0.123,0.647,0,"Myonuclei (Type IIb)","Ppp1ca"
"Prr13.9",0,-0.866027490157208,0.039,0.482,0,"Myonuclei (Type IIb)","Prr13"
"S100a16.18",0,-0.86646864468059,0.055,0.348,0,"Myonuclei (Type IIb)","S100a16"
"Tgfb1.16",0,-0.867779238510362,0.01,0.407,0,"Myonuclei (Type IIb)","Tgfb1"
"H2-Q7.16",0,-0.869045333265117,0.009,0.277,0,"Myonuclei (Type IIb)","H2-Q7"
"Cdc42.13",0,-0.871495705112497,0.32,0.812,0,"Myonuclei (Type IIb)","Cdc42"
"Fcgrt.13",0,-0.872210907907282,0.036,0.429,0,"Myonuclei (Type IIb)","Fcgrt"
"Rabac1.13",0,-0.872457312909521,0.126,0.668,0,"Myonuclei (Type IIb)","Rabac1"
"Ckb.19",0,-0.878008562983565,0.02,0.389,0,"Myonuclei (Type IIb)","Ckb"
"Calm2.6",0,-0.878199994130912,0.298,0.79,0,"Myonuclei (Type IIb)","Calm2"
"mt-Nd2.11",0,-0.880256633741126,0.19,0.841,0,"Myonuclei (Type IIb)","mt-Nd2"
"Gas5.14",0,-0.880362975626768,0.267,0.734,0,"Myonuclei (Type IIb)","Gas5"
"Taldo1.13",0,-0.880621336307612,0.08,0.545,0,"Myonuclei (Type IIb)","Taldo1"
"Brk1.8",0,-0.881115401087531,0.071,0.587,0,"Myonuclei (Type IIb)","Brk1"
"AI607873.17",0,-0.881120149677633,0.014,0.373,0,"Myonuclei (Type IIb)","AI607873"
"Ppp1r2.17",0,-0.883794829944356,0.125,0.55,0,"Myonuclei (Type IIb)","Ppp1r2"
"Fgl2.17",0,-0.88440023507483,0.006,0.259,0,"Myonuclei (Type IIb)","Fgl2"
"Gstm1.21",0,-0.884512600072308,0.09,0.437,0,"Myonuclei (Type IIb)","Gstm1"
"Gltscr2.11",0,-0.884712980129158,0.069,0.577,0,"Myonuclei (Type IIb)","Gltscr2"
"Prdx5.17",0,-0.888393293200602,0.117,0.583,0,"Myonuclei (Type IIb)","Prdx5"
"Tmed9.5",0,-0.889572883539451,0.081,0.605,0,"Myonuclei (Type IIb)","Tmed9"
"Rpl36al.15",0,-0.890460904302834,0.195,0.791,0,"Myonuclei (Type IIb)","Rpl36al"
"Krtcap2.6",0,-0.890462026566823,0.073,0.581,0,"Myonuclei (Type IIb)","Krtcap2"
"Aplp2.15",0,-0.892009554602134,0.085,0.536,0,"Myonuclei (Type IIb)","Aplp2"
"Ywhah.10",0,-0.892282187184722,0.044,0.528,0,"Myonuclei (Type IIb)","Ywhah"
"Pgam1.9",0,-0.892688608236473,0.041,0.494,0,"Myonuclei (Type IIb)","Pgam1"
"Ifi203.13",0,-0.892802435183247,0.017,0.361,0,"Myonuclei (Type IIb)","Ifi203"
"Ywhab.2",0,-0.892829811095263,0.072,0.595,0,"Myonuclei (Type IIb)","Ywhab"
"Ltbp4.19",0,-0.894515825137346,0.03,0.291,0,"Myonuclei (Type IIb)","Ltbp4"
"Tcf15.21",0,-0.898144277597276,0.004,0.128,0,"Myonuclei (Type IIb)","Tcf15"
"Sumo2.7",0,-0.89936172142072,0.151,0.732,0,"Myonuclei (Type IIb)","Sumo2"
"Cxcl16.20",0,-0.900638447203616,0.008,0.328,0,"Myonuclei (Type IIb)","Cxcl16"
"Hspe1.13",0,-0.901561847091826,0.157,0.671,0,"Myonuclei (Type IIb)","Hspe1"
"2410006H16Rik.11",0,-0.902697556520034,0.065,0.514,0,"Myonuclei (Type IIb)","2410006H16Rik"
"P4hb.12",0,-0.903211223142692,0.05,0.517,0,"Myonuclei (Type IIb)","P4hb"
"Eif5a.9",0,-0.904164181366457,0.23,0.771,0,"Myonuclei (Type IIb)","Eif5a"
"Spi1.21",0,-0.904793377253182,0.011,0.325,0,"Myonuclei (Type IIb)","Spi1"
"Selm.19",0,-0.905577204215226,0.019,0.382,0,"Myonuclei (Type IIb)","Selm"
"Pecam1.21",0,-0.906600773083588,0.023,0.192,0,"Myonuclei (Type IIb)","Pecam1"
"H2-T23.18",0,-0.906772342736293,0.012,0.417,0,"Myonuclei (Type IIb)","H2-T23"
"Sri.7",0,-0.907272607862821,0.019,0.527,0,"Myonuclei (Type IIb)","Sri"
"H2-DMa.21",0,-0.907566724271424,0.005,0.268,0,"Myonuclei (Type IIb)","H2-DMa"
"Basp1.18",0,-0.907716773486366,0.01,0.342,0,"Myonuclei (Type IIb)","Basp1"
"Laptm4a.19",0,-0.908744955314585,0.285,0.753,0,"Myonuclei (Type IIb)","Laptm4a"
"Cav2.20",0,-0.914254820905048,0.008,0.225,0,"Myonuclei (Type IIb)","Cav2"
"Rpl22l1.15",0,-0.914608365477461,0.141,0.646,0,"Myonuclei (Type IIb)","Rpl22l1"
"Tppp3.15",0,-0.916035213161316,0.043,0.311,0,"Myonuclei (Type IIb)","Tppp3"
"H2-Q4.13",0,-0.917925362752407,0.015,0.32,0,"Myonuclei (Type IIb)","H2-Q4"
"Itm2c.8",0,-0.918247902116898,0.018,0.507,0,"Myonuclei (Type IIb)","Itm2c"
"Sirpa.21",0,-0.918465834126547,0.015,0.371,0,"Myonuclei (Type IIb)","Sirpa"
"Dazap2.13",0,-0.919264568239694,0.047,0.543,0,"Myonuclei (Type IIb)","Dazap2"
"Errfi1.20",0,-0.919743791129199,0.068,0.389,0,"Myonuclei (Type IIb)","Errfi1"
"Serf2.11",0,-0.921029620933829,0.317,0.867,0,"Myonuclei (Type IIb)","Serf2"
"Ms4a6b.19",0,-0.921677057791881,0.005,0.289,0,"Myonuclei (Type IIb)","Ms4a6b"
"Abracl.17",0,-0.922134469713451,0.014,0.484,0,"Myonuclei (Type IIb)","Abracl"
"Esam.22",0,-0.923186461150298,0.01,0.147,0,"Myonuclei (Type IIb)","Esam"
"Sec61g.9",0,-0.923217921244789,0.168,0.75,0,"Myonuclei (Type IIb)","Sec61g"
"Pnrc1.11",0,-0.92613231125356,0.145,0.667,0,"Myonuclei (Type IIb)","Pnrc1"
"Icam1.16",0,-0.927005191354456,0.007,0.296,0,"Myonuclei (Type IIb)","Icam1"
"Cxcl10.13",0,-0.929517271765471,0.004,0.133,0,"Myonuclei (Type IIb)","Cxcl10"
"Dstn.12",0,-0.931247383694488,0.079,0.57,0,"Myonuclei (Type IIb)","Dstn"
"Aspn.22",0,-0.931412711283396,0.007,0.166,0,"Myonuclei (Type IIb)","Aspn"
"Irf7.19",0,-0.932587076634067,0.008,0.317,0,"Myonuclei (Type IIb)","Irf7"
"Cilp.21",0,-0.934128678140743,0.012,0.123,0,"Myonuclei (Type IIb)","Cilp"
"Erp29.20",0,-0.934607032429561,0.068,0.542,0,"Myonuclei (Type IIb)","Erp29"
"Csf1r.20",0,-0.936304422071683,0.012,0.297,0,"Myonuclei (Type IIb)","Csf1r"
"Prkcdbp.20",0,-0.93714804994555,0.014,0.323,0,"Myonuclei (Type IIb)","Prkcdbp"
"Tpt1.6",0,-0.938800978778954,0.26,0.94,0,"Myonuclei (Type IIb)","Tpt1"
"Tbca.4",0,-0.939065181732865,0.069,0.621,0,"Myonuclei (Type IIb)","Tbca"
"Ahnak.9",0,-0.940199424918009,0.254,0.715,0,"Myonuclei (Type IIb)","Ahnak"
"Eif3h.8",0,-0.94108736575656,0.128,0.703,0,"Myonuclei (Type IIb)","Eif3h"
"Gm2a.19",0,-0.947114418192796,0.018,0.427,0,"Myonuclei (Type IIb)","Gm2a"
"Ifngr1.10",0,-0.94713133614038,0.037,0.516,0,"Myonuclei (Type IIb)","Ifngr1"
"Eif3k.7",0,-0.948636523233187,0.122,0.699,0,"Myonuclei (Type IIb)","Eif3k"
"Ywhaq.10",0,-0.95182387647262,0.046,0.591,0,"Myonuclei (Type IIb)","Ywhaq"
"Ramp2.20",0,-0.951979086271586,0.008,0.279,0,"Myonuclei (Type IIb)","Ramp2"
"AF251705.21",0,-0.953610440178843,0.008,0.296,0,"Myonuclei (Type IIb)","AF251705"
"Cd93.18",0,-0.954335308793264,0.01,0.321,0,"Myonuclei (Type IIb)","Cd93"
"Atpif1.13",0,-0.955802629274563,0.07,0.588,0,"Myonuclei (Type IIb)","Atpif1"
"Col4a2.18",0,-0.956414298376687,0.024,0.274,0,"Myonuclei (Type IIb)","Col4a2"
"Anxa3.15",0,-0.956529617888028,0.016,0.398,0,"Myonuclei (Type IIb)","Anxa3"
"Fbn1.21",0,-0.963487174730819,0.014,0.209,0,"Myonuclei (Type IIb)","Fbn1"
"Tapbp.9",0,-0.966611029421549,0.026,0.528,0,"Myonuclei (Type IIb)","Tapbp"
"Arf1.2",0,-0.967521495748628,0.135,0.723,0,"Myonuclei (Type IIb)","Arf1"
"Phlda1.13",0,-0.967827707401569,0.035,0.359,0,"Myonuclei (Type IIb)","Phlda1"
"Ninj1.19",0,-0.968783266350207,0.036,0.402,0,"Myonuclei (Type IIb)","Ninj1"
"Ly86.21",0,-0.970433343685041,0.004,0.293,0,"Myonuclei (Type IIb)","Ly86"
"Ptprc.19",0,-0.972125161300551,0.013,0.332,0,"Myonuclei (Type IIb)","Ptprc"
"Dnajb1.16",0,-0.974853064121758,0.032,0.422,0,"Myonuclei (Type IIb)","Dnajb1"
"Cdkn1c.18",0,-0.978731833530544,0.021,0.239,0,"Myonuclei (Type IIb)","Cdkn1c"
"Psme1.16",0,-0.979078171111695,0.042,0.536,0,"Myonuclei (Type IIb)","Psme1"
"Marcksl1.18",0,-0.979354655754129,0.014,0.301,0,"Myonuclei (Type IIb)","Marcksl1"
"Myl12b.12",0,-0.979626054449032,0.046,0.566,0,"Myonuclei (Type IIb)","Myl12b"
"Gngt2.20",0,-0.981089376299818,0.011,0.363,0,"Myonuclei (Type IIb)","Gngt2"
"Tmem50a.7",0,-0.989042623193213,0.07,0.625,0,"Myonuclei (Type IIb)","Tmem50a"
"Egfl7.20",0,-0.994540909301784,0.026,0.149,0,"Myonuclei (Type IIb)","Egfl7"
"Calm1.13",0,-0.998999848261374,0.35,0.863,0,"Myonuclei (Type IIb)","Calm1"
"Flt1.21",0,-1.00046185255405,0.014,0.15,0,"Myonuclei (Type IIb)","Flt1"
"Col6a2.22",0,-1.00386934264985,0.025,0.218,0,"Myonuclei (Type IIb)","Col6a2"
"Iigp1.21",0,-1.00399354990233,0.008,0.176,0,"Myonuclei (Type IIb)","Iigp1"
"Ogn.20",0,-1.00421821714968,0.017,0.22,0,"Myonuclei (Type IIb)","Ogn"
"Pmp22.17",0,-1.00456210860683,0.018,0.36,0,"Myonuclei (Type IIb)","Pmp22"
"Aprt.16",0,-1.00461491481364,0.056,0.514,0,"Myonuclei (Type IIb)","Aprt"
"Serp1.15",0,-1.00702611556442,0.043,0.564,0,"Myonuclei (Type IIb)","Serp1"
"Lrp1.17",0,-1.0070268305801,0.029,0.463,0,"Myonuclei (Type IIb)","Lrp1"
"Vamp8.15",0,-1.00820715565482,0.044,0.53,0,"Myonuclei (Type IIb)","Vamp8"
"Ssr4.13",0,-1.01064141166205,0.097,0.628,0,"Myonuclei (Type IIb)","Ssr4"
"Arl6ip1.15",0,-1.01487083427748,0.027,0.555,0,"Myonuclei (Type IIb)","Arl6ip1"
"Irf1.14",0,-1.01792764178664,0.019,0.339,0,"Myonuclei (Type IIb)","Irf1"
"Tmed10.7",0,-1.02046579825786,0.085,0.649,0,"Myonuclei (Type IIb)","Tmed10"
"Ctla2a.20",0,-1.02149757199946,0.004,0.151,0,"Myonuclei (Type IIb)","Ctla2a"
"Gnas.15",0,-1.02150286633355,0.313,0.882,0,"Myonuclei (Type IIb)","Gnas"
"Nid1.17",0,-1.02242385720103,0.008,0.238,0,"Myonuclei (Type IIb)","Nid1"
"Rbm3.8",0,-1.02247634605074,0.25,0.772,0,"Myonuclei (Type IIb)","Rbm3"
"Hspb1.20",0,-1.02298906383293,0.178,0.386,0,"Myonuclei (Type IIb)","Hspb1"
"Mmp2.21",0,-1.03006591963159,0.012,0.239,0,"Myonuclei (Type IIb)","Mmp2"
"Rarres2.20",0,-1.03081186611066,0.011,0.244,0,"Myonuclei (Type IIb)","Rarres2"
"mt-Rnr1.11",0,-1.03411553261198,0.153,0.638,0,"Myonuclei (Type IIb)","mt-Rnr1"
"Manf.6",0,-1.03560370968757,0.034,0.547,0,"Myonuclei (Type IIb)","Manf"
"Ostf1.15",0,-1.03745794569422,0.058,0.573,0,"Myonuclei (Type IIb)","Ostf1"
"Unc93b1.20",0,-1.04028284401452,0.022,0.428,0,"Myonuclei (Type IIb)","Unc93b1"
"Fcgr3.22",0,-1.04126552753907,0.006,0.298,0,"Myonuclei (Type IIb)","Fcgr3"
"Cdh5.22",0,-1.04194909895623,0.007,0.147,0,"Myonuclei (Type IIb)","Cdh5"
"Rgs2.20",0,-1.04211393397213,0.02,0.344,0,"Myonuclei (Type IIb)","Rgs2"
"Col6a3.21",0,-1.04368961476646,0.031,0.201,0,"Myonuclei (Type IIb)","Col6a3"
"Lsp1.17",0,-1.04465959146572,0.06,0.446,0,"Myonuclei (Type IIb)","Lsp1"
"Cldn5.22",0,-1.04775251947111,0.004,0.114,0,"Myonuclei (Type IIb)","Cldn5"
"Cyb5.14",0,-1.05071730775749,0.038,0.525,0,"Myonuclei (Type IIb)","Cyb5"
"Dpt.19",0,-1.05250011857097,0.011,0.223,0,"Myonuclei (Type IIb)","Dpt"
"Plek.20",0,-1.05369873374854,0.014,0.31,0,"Myonuclei (Type IIb)","Plek"
"Rpl27.11",0,-1.05489511684542,0.105,0.501,0,"Myonuclei (Type IIb)","Rpl27"
"Id1.20",0,-1.0577922352003,0.019,0.24,0,"Myonuclei (Type IIb)","Id1"
"Cd53.22",0,-1.05785805352533,0.012,0.371,0,"Myonuclei (Type IIb)","Cd53"
"Pltp.19",0,-1.06314964560317,0.009,0.312,0,"Myonuclei (Type IIb)","Pltp"
"Acta2.19",0,-1.06605059129516,0.021,0.114,0,"Myonuclei (Type IIb)","Acta2"
"Rgs10.20",0,-1.06680086139165,0.013,0.405,0,"Myonuclei (Type IIb)","Rgs10"
"Atp6v0e.15",0,-1.06776994007497,0.083,0.644,0,"Myonuclei (Type IIb)","Atp6v0e"
"Aldh2.12",0,-1.06866187835541,0.046,0.592,0,"Myonuclei (Type IIb)","Aldh2"
"Tpm3.10",0,-1.07322394010203,0.095,0.694,0,"Myonuclei (Type IIb)","Tpm3"
"mt-Nd4.9",0,-1.07698561114464,0.2,0.88,0,"Myonuclei (Type IIb)","mt-Nd4"
"Eif3f.10",0,-1.07724086346131,0.15,0.746,0,"Myonuclei (Type IIb)","Eif3f"
"Cybb.20",0,-1.07730026380461,0.005,0.299,0,"Myonuclei (Type IIb)","Cybb"
"Ppia.13",0,-1.07892602216817,0.084,0.466,0,"Myonuclei (Type IIb)","Ppia"
"Rgs1.20",0,-1.07923725491254,0.005,0.224,0,"Myonuclei (Type IIb)","Rgs1"
"Rrbp1.13",0,-1.07996873218371,0.102,0.66,0,"Myonuclei (Type IIb)","Rrbp1"
"Arf4.10",0,-1.08095706030589,0.071,0.646,0,"Myonuclei (Type IIb)","Arf4"
"Itm2a.19",0,-1.08416610800406,0.066,0.257,0,"Myonuclei (Type IIb)","Itm2a"
"Clic4.16",0,-1.08434370455272,0.047,0.539,0,"Myonuclei (Type IIb)","Clic4"
"Eif1.10",0,-1.0850428723115,0.252,0.935,0,"Myonuclei (Type IIb)","Eif1"
"Pnp.13",0,-1.08668141297291,0.018,0.508,0,"Myonuclei (Type IIb)","Pnp"
"Lst1.22",0,-1.08696503907534,0.011,0.329,0,"Myonuclei (Type IIb)","Lst1"
"C3.21",0,-1.08752679599637,0.006,0.215,0,"Myonuclei (Type IIb)","C3"
"Col5a2.20",0,-1.08865011980366,0.02,0.229,0,"Myonuclei (Type IIb)","Col5a2"
"Efhd2.21",0,-1.08990924259079,0.02,0.467,0,"Myonuclei (Type IIb)","Efhd2"
"Ppp1r15a.8",0,-1.09075113681035,0.063,0.59,0,"Myonuclei (Type IIb)","Ppp1r15a"
"Crip2.19",0,-1.09146784285945,0.036,0.382,0,"Myonuclei (Type IIb)","Crip2"
"Pdia6.10",0,-1.0929225229176,0.047,0.571,0,"Myonuclei (Type IIb)","Pdia6"
"RPL24.11",0,-1.09519527765855,0.197,0.835,0,"Myonuclei (Type IIb)","RPL24"
"Cd44.14",0,-1.09618150614663,0.026,0.483,0,"Myonuclei (Type IIb)","Cd44"
"Reep5.11",0,-1.09646656703609,0.059,0.617,0,"Myonuclei (Type IIb)","Reep5"
"Dad1.6",0,-1.10080999263834,0.065,0.665,0,"Myonuclei (Type IIb)","Dad1"
"Gnb1.6",0,-1.10140033462184,0.046,0.636,0,"Myonuclei (Type IIb)","Gnb1"
"Gdi2.15",0,-1.1035633539611,0.092,0.66,0,"Myonuclei (Type IIb)","Gdi2"
"Tmem176b.14",0,-1.10611612649038,0.02,0.384,0,"Myonuclei (Type IIb)","Tmem176b"
"Slc3a2.13",0,-1.11121608649144,0.055,0.588,0,"Myonuclei (Type IIb)","Slc3a2"
"Lmna.17",0,-1.11138090175943,0.145,0.634,0,"Myonuclei (Type IIb)","Lmna"
"Pi16.22",0,-1.11269645628984,0.013,0.123,0,"Myonuclei (Type IIb)","Pi16"
"Gm9843.10",0,-1.11325540381562,0.049,0.464,0,"Myonuclei (Type IIb)","Gm9843"
"Rpl27a.14",0,-1.11345463242805,0.106,0.605,0,"Myonuclei (Type IIb)","Rpl27a"
"Rpl7a.10",0,-1.11362866628515,0.114,0.577,0,"Myonuclei (Type IIb)","Rpl7a"
"Fbln2.22",0,-1.11441987324397,0.015,0.277,0,"Myonuclei (Type IIb)","Fbln2"
"Bri3.21",0,-1.11818257856035,0.106,0.655,0,"Myonuclei (Type IIb)","Bri3"
"Sec61b.13",0,-1.11944190920042,0.096,0.653,0,"Myonuclei (Type IIb)","Sec61b"
"Shfm1.12",0,-1.12013932612744,0.173,0.802,0,"Myonuclei (Type IIb)","Shfm1"
"Ptpn18.20",0,-1.12060696125857,0.014,0.387,0,"Myonuclei (Type IIb)","Ptpn18"
"Lcp1.20",0,-1.12115413536541,0.013,0.372,0,"Myonuclei (Type IIb)","Lcp1"
"Slfn2.18",0,-1.12277360685831,0.012,0.352,0,"Myonuclei (Type IIb)","Slfn2"
"Rhob.13",0,-1.12573410139059,0.019,0.469,0,"Myonuclei (Type IIb)","Rhob"
"Cd34.22",0,-1.12589102230873,0.021,0.305,0,"Myonuclei (Type IIb)","Cd34"
"Eef2.10",0,-1.12871822528758,0.324,0.868,0,"Myonuclei (Type IIb)","Eef2"
"Arhgdia.8",0,-1.12895819111307,0.061,0.66,0,"Myonuclei (Type IIb)","Arhgdia"
"Rpl15.14",0,-1.13215906254896,0.138,0.679,0,"Myonuclei (Type IIb)","Rpl15"
"Hexa.19",0,-1.13497618781128,0.086,0.525,0,"Myonuclei (Type IIb)","Hexa"
"Eef1b2.13",0,-1.13537568290816,0.174,0.776,0,"Myonuclei (Type IIb)","Eef1b2"
"Ptrf.17",0,-1.13604125682052,0.046,0.367,0,"Myonuclei (Type IIb)","Ptrf"
"Ppap2b.20",0,-1.1400806093056,0.043,0.334,0,"Myonuclei (Type IIb)","Ppap2b"
"Rps2.13",0,-1.14051961016836,0.242,0.887,0,"Myonuclei (Type IIb)","Rps2"
"Zfp36l2.15",0,-1.14154434009303,0.054,0.573,0,"Myonuclei (Type IIb)","Zfp36l2"
"Tmem59.14",0,-1.14159493127619,0.058,0.649,0,"Myonuclei (Type IIb)","Tmem59"
"Col6a1.22",0,-1.14201602487005,0.032,0.246,0,"Myonuclei (Type IIb)","Col6a1"
"Pfdn5.5",0,-1.14627883716171,0.16,0.805,0,"Myonuclei (Type IIb)","Pfdn5"
"Ccl4.20",0,-1.15215954799815,0.009,0.195,0,"Myonuclei (Type IIb)","Ccl4"
"Arhgdib.20",0,-1.15291149461275,0.012,0.413,0,"Myonuclei (Type IIb)","Arhgdib"
"Tpm4.10",0,-1.15300400796273,0.023,0.58,0,"Myonuclei (Type IIb)","Tpm4"
"Mcl1.19",0,-1.15515518230248,0.178,0.679,0,"Myonuclei (Type IIb)","Mcl1"
"Tuba1b.10",0,-1.15546221151235,0.035,0.592,0,"Myonuclei (Type IIb)","Tuba1b"
"Hsp90b1.14",0,-1.15786527646689,0.158,0.699,0,"Myonuclei (Type IIb)","Hsp90b1"
"Sdpr.20",0,-1.16153475595095,0.019,0.214,0,"Myonuclei (Type IIb)","Sdpr"
"S100a13.13",0,-1.16168712464969,0.049,0.596,0,"Myonuclei (Type IIb)","S100a13"
"Nrp1.18",0,-1.16541969172622,0.055,0.511,0,"Myonuclei (Type IIb)","Nrp1"
"Arf5.6",0,-1.1655183829544,0.098,0.723,0,"Myonuclei (Type IIb)","Arf5"
"Rac1.12",0,-1.17058819766415,0.089,0.702,0,"Myonuclei (Type IIb)","Rac1"
"mt-Cytb.13",0,-1.17583852065497,0.205,0.899,0,"Myonuclei (Type IIb)","mt-Cytb"
"Tnfaip6.19",0,-1.17896946972907,0.007,0.2,0,"Myonuclei (Type IIb)","Tnfaip6"
"Id2.16",0,-1.18021515825562,0.021,0.444,0,"Myonuclei (Type IIb)","Id2"
"Postn.22",0,-1.18106694405187,0.009,0.109,0,"Myonuclei (Type IIb)","Postn"
