"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mrpl15",0,0.294105818740014,0.289,0.062,0
"Tcea1",0,0.309463936151597,0.349,0.082,0
"Rb1cc1",0,-2.01492037316943,0.296,0.615,0
"Pcmtd1",0,-0.95288713351505,0.248,0.313,0
"Rrs1",0,0.341307063740681,0.182,0.034,0
"Snhg6",0,0.618529135828608,0.283,0.011,0
"Slco5a1",0,-1.72589561260654,0.005,0.337,0
"Tram1",0,1.02239037651578,0.445,0.014,0
"Rpl7",0,4.18126474139889,0.949,0.006,0
"Tceb1",0,1.37953574316613,0.564,0.022,0
"Tmem70",0,0.316559705104528,0.184,0.017,0
"Ly96",0,0.396491974725428,0.176,0.001,0
"Jph1",0,-2.71784925802306,0.027,0.623,0
"Gdap1",0,-1.41085403250205,0.001,0.219,0
"Ogfrl1",0,0.434026574387601,0.195,0.011,0
"Smap1",0,0.39885543048384,0.368,0.074,0
"1110058L19Rik",0,0.418073247194944,0.216,0.008,0
"Fam135a",0,-0.514303577860468,0.037,0.101,0
"Ptp4a1",0,1.40086273417244,0.549,0.053,0
"Dst",0,-3.43792346039502,0.262,0.9,0
"Ccdc115",0,0.363990751339218,0.21,0.018,0
"Imp4",0,0.434019738346387,0.208,0.005,0
"Ptpn18",0,1.66090935391516,0.401,0.012,0
"Neurl3",0,0.558021300425814,0.175,0.003,0
"Arid5a",0,0.55026937225397,0.205,0.024,0
"Kansl3",0,-1.01305139369104,0.104,0.229,0
"Ankrd23",0,-2.70267172347295,0.019,0.521,0
"Sema4c",0,0.252893356125768,0.104,0.017,0
"Cox5b",0,2.03933972452546,0.726,0.026,0
"Coa5",0,0.347706830213642,0.213,0.017,0
"Unc50",0,0.516852354661673,0.278,0.018,0
"Mrpl30",0,1.11643806674747,0.504,0.03,0
"Txndc9",0,0.416605630690792,0.35,0.067,0
"Rev1",0,-0.702910219183376,0.08,0.152,0
"Pdcl3",0,0.701479741904634,0.363,0.027,0
"Rpl31",0,3.66479571571993,0.903,0.012,0
"Rnf149",0,0.503625879721821,0.221,0.028,0
"Map4k4",0,0.407695348317617,0.321,0.06,0
"Il1r1",0,0.265095878800935,0.115,0.011,0
"Tex30",0,0.280943261069401,0.13,0.007,0
"Ercc5",0,-0.65459240063589,0.068,0.135,0
"Col3a1",0,3.05568886497012,0.293,0.063,0
"Col5a2",0,1.29397690367456,0.234,0.043,0
"Sdpr",0,1.71074448668737,0.221,0.016,0
"Stat1",0,0.453093375840031,0.216,0.025,0
"Nab1",0,0.584008424597223,0.277,0.017,0
"Asnsd1",0,0.395869859441951,0.223,0.014,0
"Stk17b",0,0.972967089839483,0.279,0.005,0
"Sf3b1",0,-0.93215469942838,0.645,0.641,0
"Coq10b",0,0.67067117639841,0.371,0.06,0
"Hspd1",0,1.44139557978216,0.504,0.084,0
"Hspe1",0,2.46843865961859,0.705,0.021,0
"Mob4",0,0.310205315519415,0.33,0.081,0
"Aox1",0,-1.26645377693043,0.026,0.229,0
"Bzw1",0,1.18127777891988,0.497,0.028,0
"Clk1",0,-1.66655574900128,0.53,0.733,0
"Fam126b",0,-0.756211922167108,0.073,0.147,0
"Ndufb3",0,1.09766186198523,0.515,0.038,0
"Cflar",0,0.301627936546228,0.366,0.115,0
"Casp8",0,0.557318769055034,0.246,0.006,0
"Trak2",0,-0.996188239642907,0.119,0.219,0
"Stradb",0,-1.14572031495539,0.06,0.227,0
"Sumo1",0,1.41061052779153,0.61,0.032,0
"Nop58",0,0.95720560666312,0.352,0.064,0
"Fam117b",0,0.250635008516473,0.143,0.015,0
"Nbeal1",0,-1.11388577228532,0.22,0.332,0
"Cyp20a1",0,0.328209614180255,0.204,0.02,0
"Pard3b",0,-0.718164328846989,0.068,0.144,0
"Nrp2",0,0.39048443234433,0.177,0.014,0
"Ino80d",0,-0.91132539980525,0.201,0.267,0
"Ndufs1",0,-0.830250559701254,0.188,0.244,0
"Eef1b2",0,2.87207668274755,0.816,0.013,0
"Idh1",0,0.37054823198769,0.252,0.032,0
"Kansl1l",0,-0.879866865444941,0.111,0.208,0
"Myl1",0,-0.767109575344683,0.088,0.759,0
"Ikzf2",0,-0.999133903259729,0.025,0.188,0
"Atic",0,0.282418991201809,0.168,0.018,0
"Fn1",0,2.19037835790663,0.336,0.022,0
"Rpl37a",0,4.96232501296749,0.98,0.015,0
"Tns1",0,-1.83442319622149,0.236,0.569,0
"Arpc2",0,2.78930386595966,0.802,0.019,0
"Aamp",0,0.756578783077302,0.453,0.059,0
"Pnkd",0,0.56082494716906,0.291,0.026,0
"Tmbim1",0,0.60811953431899,0.385,0.075,0
"Slc11a1",0,0.711717136575268,0.224,0.003,0
"Ctdsp1",0,0.34086077382936,0.254,0.041,0
"Plcd4",0,-1.76370566902772,0.004,0.328,0
"Ttll4",0,-0.691543227049302,0.033,0.123,0
"Cyp27a1",0,-1.05779758778478,0.102,0.242,0
"Prkag3",0,-2.88916255470621,0.003,0.485,0
"Cnppd1",0,0.287964196297902,0.251,0.054,0
"Fam134a",0,0.415135798387044,0.235,0.017,0
"Zfand2b",0,0.258232686183509,0.154,0.014,0
"Dnpep",0,0.396048070538111,0.215,0.017,0
"Des",0,-0.380912356024065,0.191,0.417,0
"Speg",0,-2.90151941561673,0.033,0.691,0
"Chpf",0,0.275095183701431,0.118,0.005,0
"Obsl1",0,-0.855964462505551,0.043,0.177,0
"Serpine2",0,0.452559758255495,0.186,0.068,0
"Dock10",0,0.313728246434428,0.179,0.015,0
"Pid1",0,0.65314426011926,0.287,0.022,0
"Sp110",0,0.5302812291722,0.202,0.004,0
"Sp140",0,0.465611133020845,0.181,0.004,0
"Sp100",0,0.938889155326464,0.346,0.018,0
"Itm2c",0,1.41013567375947,0.527,0.006,0
"Ncl",0,1.31729115097169,0.713,0.248,0
"Ptma",0,4.03809816193984,0.949,0.045,0
"Pde6d",0,0.320340309000257,0.186,0.015,0
"Gigyf2",0,-0.945662610183838,0.191,0.271,0
"Inpp5d",0,0.647861128635394,0.235,0.004,0
"Atg16l1",0,-0.659089981938394,0.104,0.162,0
"Usp40",0,-1.39842587440912,0.05,0.285,0
"Arl4c",0,1.07295801015759,0.309,0.002,0
"Ackr3",0,0.935048232786058,0.183,0.01,0
"Cops8",0,0.490984449476969,0.302,0.038,0
"Col6a3",0,1.16533857104724,0.205,0.057,0
"Lrrfip1",0,-1.54891280510053,0.402,0.597,0
"Ramp1",0,0.597021347447252,0.223,0.016,0
"Ube2f",0,0.535235191059375,0.314,0.03,0
"Klhl30",0,-0.723683985987076,0.01,0.131,0
"Hdac4.1",0,-0.994395971406124,0.065,0.202,0
"Ndufa10",0,0.299401121868195,0.384,0.113,0
"Myeov2",0,1.48214249183538,0.573,0.006,0
"Gpr35",0,0.306901974242767,0.105,0.001,0
"Sept2",0,0.638102658497061,0.428,0.073,0
"Dtymk",0,0.326944669247821,0.237,0.039,0
"Fam174a",0,0.790060333374794,0.354,0.014,0
"St8sia4",0,0.34669493958189,0.117,0.003,0
"D1Ertd622e",0,0.250252577841084,0.151,0.017,0
"Pam",0,0.869932539998347,0.266,0.016,0
"Kdsr",0,-0.901768574551192,0.119,0.186,0
"Vps4b",0,0.297580231934098,0.307,0.067,0
"Tsn",0,0.414793411130634,0.419,0.097,0
"Mki67ip",0,0.433691670733452,0.184,0.012,0
"Ralb",0,0.66355949484531,0.319,0.02,0
"TMEM185B",0,0.267564642058441,0.127,0.005,0
"Ptpn4",0,-0.604698526180851,0.019,0.108,0
"Tmem37",0,0.50006098036216,0.177,0.015,0
"Dbi",0,2.04754073419674,0.655,0.013,0
"Insig2",0,0.457445720651594,0.225,0.023,0
"Actr3",0,1.88875634140658,0.661,0.049,0
"Ccnt2",0,-2.35656817563728,0.196,0.653,0
"Rab3gap1",0,-0.916731284182212,0.129,0.226,0
"R3hdm1",0,-1.25587498998493,0.16,0.321,0
"Cxcr4",0,1.16993696043196,0.277,0.001,0
"Gm15675",0,-0.952433048165354,0.011,0.165,0
"Pfkfb2",0,-1.85700303784393,0.04,0.355,0
"Mapkapk2",0,0.695479726679369,0.373,0.063,0
"Rassf5",0,0.285017791566629,0.116,0.001,0
"5430435G22Rik",0,0.875132993359859,0.285,0.007,0
"Nucks1",0,0.570644961129155,0.411,0.079,0
"Nuak2",0,0.411353243146429,0.153,0.003,0
"Mdm4",0,-0.885001290756263,0.072,0.189,0
"Pik3c2b",0,-0.804657972966114,0.028,0.161,0
"Ppp1r15b",0,0.429689589723358,0.242,0.024,0
"Snrpe",0,1.6952449453837,0.624,0.005,0
"Zbed6",0,-1.28091030204131,0.177,0.351,0
"Prelp",0,0.960275153895709,0.192,0.003,0
"Btg2",0,2.60067302726927,0.65,0.041,0
"Mybph",0,-0.937528830906799,0.011,0.108,0
"Adipor1",0,0.867389089110209,0.508,0.088,0
"Ppp1r12b",0,-2.87315045121502,0.076,0.689,0
"Arl8a",0,0.589235253084604,0.308,0.02,0
"Gm4204",0,0.262000643960184,0.126,0.002,0
"Rnpep",0,0.316910363038694,0.259,0.055,0
"Timm17a",0,0.721049042602643,0.362,0.032,0
"Shisa4",0,-0.815633479026576,0.063,0.175,0
"Csrp1",0,1.0407665838441,0.294,0.005,0
"Cacna1s",0,-2.60438325272144,0.013,0.58,0
"Ptprc",0,1.51535956578555,0.345,0.003,0
"2310009B15Rik",0,0.380578631866325,0.189,0.002,0
"Cfh",0,0.704727479076683,0.179,0.01,0
"Glrx2",0,0.304471294805959,0.281,0.051,0
"Uchl5",0,0.311475468321561,0.189,0.014,0
"Rgs2",0,1.64505527248064,0.358,0.008,0
"Rgs1",0,1.67216066212685,0.232,0,0
"Ptgs2",0,0.808946008363915,0.134,0.001,0
"Prg4",0,0.913804768662346,0.103,0.004,0
"Fam129a",0,0.454746301376916,0.248,0.025,0
"Rgl1",0,0.657864409618128,0.264,0.009,0
"Arpc5",0,1.93375492810164,0.661,0.017,0
"Ncf2",0,0.892677880949964,0.276,0.003,0
"Lamc1",0,0.593755787856886,0.266,0.061,0
"Glul",0,1.06171252383766,0.471,0.1,0
"Ier5",0,2.37748283026846,0.65,0.012,0
"Stx6",0,0.257829043864271,0.15,0.012,0
"Acbd6",0,0.573405518839956,0.291,0.012,0
"Cep350",0,-1.33386368654235,0.158,0.337,0
"Tor1aip2",0,0.251438774862769,0.295,0.075,0
"Gm2000",0,0.835458337553063,0.244,0,0
"Soat1",0,0.658647660633098,0.263,0.004,0
"Tor3a",0,0.392013462656957,0.214,0.024,0
"Angptl1",0,0.810574013320818,0.144,0.008,0
"2810025M15Rik",0,0.629257301595192,0.19,0.001,0
"4930523C07Rik",0,0.602460708367474,0.197,0.008,0
"Mrps14",0,1.05122699801997,0.5,0.031,0
"Cacybp",0,1.04841281095094,0.408,0.006,0
"Gas5",0,1.85667952357336,0.759,0.196,0
"Prdx6",0,1.43476231475247,0.51,0.019,0
"Vamp4",0,0.342065416645856,0.269,0.04,0
"Myoc",0,1.75743677947724,0.134,0.011,0
"Fmo1",0,0.384100119289995,0.124,0.015,0
"Gm26523",0,-0.636764707432969,0.027,0.107,0
"Atp1b1",0,-1.24113939345726,0.039,0.221,0
"Dpt",0,1.57765329356798,0.231,0.006,0
"Tiprl",0,0.354365111608086,0.251,0.036,0
"Dcaf6",0,-1.11016026156643,0.068,0.243,0
"Mpc2",0,1.0178776388911,0.521,0.067,0
"Creg1",0,1.26482646542962,0.457,0.036,0
"Uck2.1",0,0.299128059249749,0.115,0.002,0
"Tmco1",0,0.908877454085337,0.419,0.017,0
"Mgst3",0,0.523524027241219,0.219,0.015,0
"Pbx1",0,-1.4337100062203,0.2,0.412,0
"Uap1",0,1.16804963950064,0.337,0.028,0
"Olfml2b",0,0.529372169391063,0.164,0.004,0
"Fcgr2b",0,0.960421669760161,0.255,0.002,0
"Fcgr4",0,0.57448123846389,0.163,0,0
"Fcgr3",0,1.59121379055789,0.309,0.001,0
"Sdhc",0,0.284385294667868,0.368,0.102,0
"Fcer1g",0,3.88402550096396,0.418,0.003,0
"Adamts4",0,0.644907436811858,0.115,0.002,0
"Ppox",0,-0.528768196501951,0.071,0.133,0
"Ufc1",0,0.807210319177473,0.437,0.038,0
"Pfdn2",0,1.10736744960128,0.504,0.035,0
"Arhgap30",0,0.612394053953162,0.218,0.003,0
"F11r",0,0.480794919939127,0.105,0.005,0
"Ly9",0,0.287498704284139,0.119,0,0
"Slamf7",0,0.329500642842598,0.117,0,0
"Cd48",0,0.937802147036087,0.28,0,0
"Cd84",0,0.748129784034238,0.237,0.004,0
"Dcaf8",0,-0.814148630837197,0.215,0.263,0
"Pea15a",0,0.963824209970579,0.382,0.009,0
"Casq1",0,-2.75657551332802,0.018,0.597,0
"Igsf8",0,0.354213966226546,0.249,0.033,0
"Atp1a2",0,-4.26807724564736,0.1,0.91,0
"Slamf9",0,0.460841595853434,0.124,0,0
"Tagln2",0,2.48262958883585,0.71,0.007,0
"Pyhin1",0,0.471541021731104,0.135,0,0
"AI607873",0,1.31953380364467,0.387,0.009,0
"Ifi204",0,1.18655381647467,0.357,0.005,0
"Mndal",0,1.0133978695811,0.354,0.019,0
"Mnda",0,0.745010806506568,0.238,0.004,0
"Ifi203",0,1.16745701980848,0.373,0.026,0
"Ifi205",0,0.862238902533918,0.161,0.004,0
"Fh1",0,0.33149662977789,0.233,0.034,0
"Cox20",0,0.595951923529069,0.317,0.025,0
"Gm16586",0,-1.27867284113081,0.079,0.291,0
"Hnrnpu",0,-0.608092884478808,0.649,0.587,0
"Cnst",0,-0.689075096062479,0.05,0.144,0
"Adck3",0,-1.65569920858697,0.048,0.354,0
"Psen2",0,0.295909322974151,0.188,0.02,0
"Itpkb",0,0.533957873366547,0.193,0.01,0
"Acbd3",0,0.299972838265704,0.264,0.048,0
"H3f3a",0,3.47340080413855,0.926,0.04,0
"Sde2",0,0.598934606906671,0.359,0.061,0
"Pycr2",0,0.305558029418234,0.162,0.011,0
"Ephx1",0,0.260029877823589,0.117,0.014,0
"Nvl",0,-0.725269483189345,0.077,0.148,0
"Cnih4",0,0.90573354873155,0.413,0.017,0
"Lbr",0,0.281238934482016,0.194,0.053,0
"Srp9",0,1.60522471322358,0.619,0.009,0
"Degs1",0,1.09027805402134,0.461,0.016,0
"Capn2",0,0.693982394837104,0.394,0.052,0
"Marc2",0,0.52774323694161,0.405,0.072,0
"Eprs",0,-0.904132216963731,0.357,0.384,0
"Rrp15",0,0.252512938359687,0.166,0.025,0
"Gpatch2",0,-0.807293359696521,0.07,0.17,0
"Smyd2",0,-0.748162190152464,0.137,0.2,0
"Tatdn3",0,-0.66151845406997,0.046,0.133,0
"Atf3",0,2.40838811237679,0.514,0.017,0
"Nenf",0,1.45169267436472,0.487,0.008,0
"Slc30a1",0,0.27584179746535,0.12,0.005,0
"Rcor3",0,-0.571881101728838,0.073,0.122,0
"Hsd11b1",0,0.685741161123506,0.127,0.001,0
"G0s2",0,0.497722468584259,0.114,0.038,0
"Cd34",0,1.6148616864565,0.316,0.021,0
"A330023F24Rik",0,-1.80244358462891,0.016,0.363,0
"Cr1l",0,0.320808277205491,0.302,0.065,0
"Hspa14",0,0.302226172639305,0.197,0.021,0
"Fam107b",0,0.707165674368213,0.203,0.002,0
"Optn",0,-1.98594900751462,0.05,0.409,0
"Camk1d",0,0.31683763762448,0.15,0.006,0
"Upf2",0,-0.90293046669071,0.163,0.245,0
"Atp5c1",0,1.69728688232676,0.695,0.083,0
"Itih5",0,1.05904521363321,0.206,0.021,0
"Prkcq",0,-0.711775714625145,0.029,0.142,0
"Pfkfb3",0,-2.03462907411188,0.143,0.386,0
"Rbm17",0,0.333727504407837,0.306,0.064,0
"Il15ra",0,-1.27841852593433,0.072,0.284,0
"Rsu1",0,0.270637832965655,0.466,0.153,0
"Vim",0,4.32685210657463,0.848,0.018,0
"Mrc1",0,0.452287403533842,0.184,0.082,0
"Arl5b",0,0.290498025360411,0.172,0.029,0
"Plxdc2",0,0.684797167227514,0.222,0.035,0
"Mllt10",0,-1.0927336972721,0.197,0.312,0
"Commd3",0,0.499754174561251,0.383,0.07,0
"Pip4k2a",0,0.475166438092371,0.224,0.012,0
"Etl4",0,-1.8420380388733,0.082,0.442,0
"Apbb1ip",0,0.688430122404375,0.301,0.011,0
"Abi1",0,0.280743520098856,0.363,0.1,0
"Il1rn",0,1.22057844510242,0.142,0,0
"Ehmt1",0,-0.960331801009358,0.141,0.235,0
"Pnpla7",0,-1.17071348475088,0.105,0.26,0
"Tubb4b",0,1.23679044027679,0.443,0.037,0
"Ssna1",0,0.471009185217542,0.275,0.027,0
"Uap1l1",0,0.543770648904669,0.253,0.019,0
"Entpd2",0,0.808948098053069,0.178,0.015,0
"Npdc1",0,0.521996042225136,0.222,0.023,0
"Edf1",0,1.81813306075586,0.671,0.006,0
"Phpt1",0,0.301986239324893,0.146,0.012,0
"Bmyc",0,0.57913648067685,0.228,0.003,0
"Ubac1",0,-0.713313455661843,0.132,0.199,0
"Dnlz",0,0.380290398179007,0.211,0.014,0
"Notch1",0,0.505413558578633,0.193,0.015,0
"Egfl7",0,1.19689802338176,0.152,0.041,0
"Rpl7a",0,2.61975092561481,0.605,0.012,0
"Surf1",0,0.414377811855371,0.211,0.01,0
"Surf4",0,0.925867053008097,0.41,0.015,0
"Col5a1",0,0.753345436472997,0.189,0.053,0
"Olfm1",0,0.376004080580296,0.168,0.006,0
"Ralgds",0,0.347667799877418,0.179,0.022,0
"Tsc1",0,-1.04730593910702,0.1,0.231,0
"Set",0,1.49352956688926,0.596,0.047,0
"Zer1",0,-0.779902901542064,0.051,0.155,0
"Lrrc8a",0,0.640724948527064,0.207,0.017,0
"Fam73b",0,-0.603503016106966,0.03,0.119,0
"Ier5l",0,0.402021200390074,0.124,0.004,0
"Prrx2",0,0.33630928375434,0.109,0.003,0
"Tor1a",0,0.403988765646902,0.236,0.017,0
"BC005624",0,0.454007749260863,0.305,0.037,0
"Ppapdc3",0,-0.613562404045654,0.036,0.127,0
"Swi5",0,1.43343139436359,0.611,0.044,0
"1110008P14Rik",0,0.482225197513276,0.224,0.004,0
"St6galnac4",0,0.366723542738625,0.209,0.021,0
"Ak1",0,-0.523925124992099,0.096,0.191,0
"Eng",0,1.12307340294178,0.25,0.016,0
"Cdk9",0,0.310807037680634,0.341,0.084,0
"Tor2a",0,0.280648982059548,0.217,0.028,0
"Fam129b",0,0.631759584580695,0.251,0.003,0
"Rpl12",0,2.87401099357155,0.535,0.02,0
"Hspa5",0,3.10794387472126,0.835,0.075,0
"Cep110",0,-1.33666467829044,0.128,0.317,0
"Rab14",0,0.645764517483989,0.584,0.159,0
"Gsn",0,4.92874478035465,0.614,0.03,0
"Stom",0,0.395788921349666,0.177,0.008,0
"Ggta1",0,0.4402995923663,0.168,0.005,0
"Ndufa8",0,1.26220428292837,0.514,0.022,0
"Strbp",0,-1.46774811333596,0.07,0.32,0
"Psmb7",0,1.14069449131169,0.494,0.02,0
"Rpl35",0,3.82540745001299,0.859,0.004,0
"Ppp6c",0,0.439313235760132,0.268,0.028,0
"Arhgap15",0,0.266780721543173,0.135,0.017,0
"Zeb2",0,0.403212697292225,0.545,0.309,0
"Gm13476",0,0.326686034585051,0.157,0.005,0
"Mbd5",0,-0.552703748764513,0.061,0.112,0
"Rnd3",0,0.439378290823449,0.193,0.026,0
"Nmi",0,0.51599149703938,0.212,0.003,0
"Tnfaip6",0,1.80997954611917,0.208,0.001,0
"Rif1",0,-1.38794438577325,0.123,0.32,0
"Neb",0,-7.35666562745508,0.04,0.969,0
"Nr4a2",0,1.15708934365139,0.259,0.009,0
"Gpd2",0,-0.862475080033808,0.137,0.21,0
"Cytip",0,0.909766460877225,0.196,0.001,0
"Tanc1",0,0.305114988028637,0.126,0.018,0
"Cd302",0,1.29966400319279,0.42,0.002,0
"Pla2r1",0,-0.589784115351968,0.04,0.102,0
"Itgb6",0,-1.05329882617725,0.004,0.185,0
"Rbms1",0,0.268636815711112,0.634,0.289,0
"Psmd14",0,0.584175188116938,0.33,0.036,0
"Ifih1",0,0.421098784697904,0.171,0.006,0
"Xirp2",0,-3.34373960682886,0.02,0.704,0
"Cers6",0,0.328603992475168,0.153,0.003,0
"Klhl41",0,-0.731699887853318,0.022,0.145,0
"Fastkd1",0,-0.751556519992575,0.024,0.13,0
"Ssb",0,0.844498381699511,0.56,0.122,0
"Ubr3",0,-2.20135181814358,0.142,0.572,0
"Gorasp2",0,0.393163742040175,0.291,0.042,0
"Slc25a12",0,-0.829059388018937,0.097,0.199,0
"Hat1",0,0.329127718996371,0.182,0.013,0
"Metap1d",0,-1.72771625152807,0.089,0.424,0
"Itga6",0,0.852054683610408,0.22,0.014,0
"Zak",0,-1.87694421331909,0.142,0.483,0
"Ola1",0,0.496988192131675,0.306,0.028,0
"Wipf1",0,0.665394005440749,0.323,0.015,0
"Atp5g3",0,0.896585859800186,0.577,0.134,0
"Lnp",0,-1.12264154700854,0.11,0.258,0
"Hnrnpa3",0,0.346531208345302,0.697,0.361,0
"Nfe2l2",0,0.952709839645233,0.538,0.116,0
"Osbpl6",0,-0.929086282448894,0.023,0.166,0
"Prkra",0,0.273582704849441,0.161,0.008,0
"Fkbp7",0,0.727768220880056,0.232,0.003,0
"Ttn",0,-9.49561527325747,0.041,0.973,0
"Ube2e3",0,0.695495666167522,0.353,0.023,0
"Dnajc10",0,0.322187556580199,0.222,0.028,0
"Zc3h15",0,0.553627083488566,0.393,0.072,0
"Itgav",0,0.283141915194392,0.277,0.064,0
"2700094K13Rik",0,0.668669207164536,0.272,0.001,0
"Serping1",0,2.36986551604446,0.307,0.014,0
"Ube2l6",0,0.487832517268984,0.195,0.001,0
"Timm10",0,0.420475226713005,0.194,0.008,0
"Slc43a3",0,0.832066888036125,0.257,0.024,0
"Ptprj",0,0.489403175663756,0.205,0.005,0
"Fnbp4",0,-1.27978833490373,0.175,0.361,0
"Ptpmt1",0,0.362041418937033,0.291,0.049,0
"Celf1",0,-1.02894946704366,0.303,0.348,0
"Psmc3",0,0.550011790806934,0.499,0.132,0
"Spi1",0,1.44503168313956,0.337,0.001,0
"Pacsin3",0,-2.77519201889511,0.051,0.677,0
"Ambra1",0,-0.594921054132038,0.079,0.141,0
"Mdk",0,0.424642583346818,0.123,0.003,0
"Dgkz",0,-2.38570744417798,0.23,0.689,0
"Creb3l1",0,0.379112428427651,0.152,0.004,0
"Cry2",0,-0.702002276035544,0.068,0.144,0
"Cd82",0,1.0308533770801,0.255,0.007,0
"Hsd17b12",0,0.666859270632558,0.305,0.009,0
"Api5",0,0.401965451774384,0.257,0.03,0
"Cd44",0,1.86316327121239,0.502,0.008,0
"Apip",0,0.28506264673699,0.17,0.009,0
"Nat10",0,-0.615229510859002,0.069,0.133,0
"Lmo2",0,0.813064616443691,0.326,0.009,0
"Fbxo3",0,-0.841913955796672,0.158,0.232,0
"Eif3m",0,1.28030083413398,0.555,0.026,0
"Rcn1",0,0.593734702471545,0.209,0.007,0
"Immp1l",0,0.596150622962315,0.272,0.006,0
"Nop10",0,1.36806615776756,0.524,0.008,0
"Emc4",0,0.601629590899331,0.298,0.013,0
"Emc7",0,0.852608451318708,0.484,0.047,0
"Spred1",0,0.438404817682102,0.251,0.028,0
"Thbs1",0,2.44125630964062,0.337,0.006,0
"Srp14",0,1.57969280994378,0.633,0.017,0
"A430105I19Rik",0,-0.570266840800543,0.015,0.101,0
"Ivd",0,-0.910134366161807,0.094,0.202,0
"Ino80",0,-0.885378410867696,0.131,0.213,0
"Chp1",0,0.345537094453314,0.29,0.056,0
"1700020I14Rik",0,-0.966857465742657,0.318,0.351,0
"Mga",0,-1.40043058591079,0.231,0.4,0
"Ehd4",0,1.01579593087015,0.38,0.032,0
"Tmem87a",0,-1.01931018725419,0.07,0.214,0
"Ganc",0,-1.31513112425213,0.058,0.265,0
"Capn3",0,-1.35572050681751,0.005,0.273,0
"Snap23",0,0.286358151358127,0.353,0.103,0
"Ubr1",0,-0.922310679958777,0.119,0.223,0
"Ccndbp1",0,0.281033927362099,0.191,0.022,0
"Ppip5k1",0,-2.64840748164514,0.036,0.52,0
"Pdia3",0,2.13318446791952,0.694,0.016,0
"Serf2",0,2.75764511265218,0.904,0.161,0
"Mfap1b",0,0.260467117927472,0.154,0.018,0
"B2m",0,4.92237092929158,0.922,0.007,0
"Gatm",0,0.53282174096187,0.149,0.044,0
"Sqrdl",0,0.352561361748585,0.172,0.006,0
"Dut",0,0.360876426556312,0.152,0.005,0
"Fbn1",0,1.20666984628971,0.215,0.029,0
"Eid1",0,0.854336343623023,0.372,0.011,0
"Cops2",0,0.33593273940056,0.273,0.044,0
"Usp50",0,0.310778558089186,0.104,0.003,0
"Trpm7",0,-2.20097948858085,0.244,0.63,0
"Blvra",0,0.507461156203195,0.274,0.021,0
"Stard7",0,-1.45672511279646,0.142,0.372,0
"Dusp2",0,0.857636853543269,0.187,0.005,0
"Mrps5",0,-1.10013008048557,0.187,0.299,0
"1500011K16Rik",0,0.506117977079217,0.264,0.024,0
"Bcl2l11",0,0.464759870340223,0.238,0.043,0
"Zc3h8",0,-0.673599336091253,0.035,0.123,0
"Zc3h6",0,-0.611966687136602,0.051,0.111,0
"Chchd5",0,0.266250839803854,0.135,0.005,0
"Slc20a1",0,-1.45534347358968,0.173,0.363,0
"Il1b",0,2.68382735439648,0.186,0,0
"Sirpa",0,1.4159309493417,0.385,0.007,0
"Snrpb",0,1.54791384852809,0.695,0.073,0
"Cpxm1",0,0.425131203866489,0.114,0.018,0
"Ptpra",0,0.340445258247989,0.338,0.07,0
"Mrps26",0,0.33928552109232,0.265,0.046,0
"Ddrgk1",0,0.523316535772729,0.443,0.102,0
"Cenpb",0,0.724012250383133,0.325,0.005,0
"Prnp",0,0.749460084567332,0.272,0.038,0
"Rassf2",0,0.36007552842362,0.185,0.011,0
"Tmem230",0,0.301232763906885,0.214,0.027,0
"Pcna",0,0.680656688952772,0.264,0.004,0
"Cds2",0,0.282661390708595,0.157,0.026,0
"Gpcpd1",0,-2.83092574503779,0.181,0.71,0
"Mkks",0,0.277711370618855,0.241,0.041,0
"Kif16b",0,-1.31480338517879,0.059,0.265,0
"Snrpb2",0,0.77970314388304,0.384,0.023,0
"Dstn",0,1.47462232731195,0.59,0.062,0
"Rrbp1",0,1.15891226538374,0.679,0.119,0
"Snx5",0,1.30015497399487,0.485,0.057,0
"Gm561",0,0.307742138444666,0.161,0.011,0
"Dtd1",0,0.275384714028155,0.131,0.007,0
"Rin2",0,0.404239592661298,0.201,0.012,0
"Ralgapa2",0,-0.793911639527266,0.053,0.146,0
"Thbd",0,0.904726142831034,0.198,0.005,0
"Cd93",0,1.34114513309634,0.332,0.012,0
"Nxt1",0,0.349195296124214,0.159,0.002,0
"Napb",0,-2.64960394552583,0.015,0.561,0
"Cst3",0,4.58781264299046,0.882,0.027,0
"Abhd12",0,0.847946751278815,0.328,0.013,0
"Fkbp1a",0,1.76389444391513,0.67,0.065,0
"Srxn1",0,0.680136838198757,0.209,0.028,0
"Tcf15",0,1.29520509158472,0.133,0.007,0
"H13",0,0.555964456223673,0.459,0.103,0
"Id1",0,1.65382559713797,0.249,0.01,0
"Bcl2l1",0,0.431587743904123,0.181,0.012,0
"Mylk2",0,-3.93214684059732,0.018,0.808,0
"Pdrg1",0,0.435590332917314,0.235,0.025,0
"Hck",0,0.549736701663418,0.196,0.001,0
"Commd7",0,0.487831984173036,0.284,0.02,0
"Mapre1",0,0.908875793471384,0.552,0.089,0
"Snta1",0,-1.51356814418186,0.098,0.367,0
"Chmp4b",0,1.6466297499651,0.625,0.022,0
"Raly",0,1.24534629806475,0.558,0.036,0
"Eif2s2",0,0.913162934651772,0.669,0.232,0
"Itch",0,-0.928687440596788,0.223,0.278,0
"Dynlrb1",0,1.55343422593986,0.606,0.011,0
