"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nbl1",0,1.31049980627782,0.264,0.015,0
"Minos1",0,1.25900132825044,0.666,0.115,0
"Capzb",0,1.22414004280682,0.706,0.189,0
"Akr7a5",0,0.290921912592485,0.175,0.014,0
"Mrto4",0,0.441448455589271,0.229,0.03,0
"Ubr4",0,-0.862065248857768,0.2,0.246,0
"Padi2",0,-0.887060776746201,0.031,0.159,0
"Sdhb",0,0.951620023265445,0.522,0.081,0
"Mfap2",0,0.641051676056394,0.134,0.002,0
"Necap2",0,0.615584379526349,0.35,0.038,0
"Szrd1",0,0.409952892800961,0.289,0.04,0
"Ddi2",0,-1.1946708860983,0.153,0.293,0
"Efhd2",0,1.75154217496225,0.485,0.003,0
"Tmem51",0,0.357275697602943,0.146,0.001,0
"Pdpn",0,1.50692564008314,0.314,0.005,0
"Dhrs3",0,0.974755512816643,0.383,0.042,0
"Vps13d",0,-0.984509197539587,0.126,0.238,0
"Tnfrsf1b",0,0.863536895715197,0.275,0.002,0
"Mfn2",0,-0.921933872559052,0.107,0.223,0
"2510039O18Rik",0,0.315682393487491,0.192,0.017,0
"Mad2l2",0,0.252269295892364,0.126,0.004,0
"Fbxo6",0,0.326227983324487,0.19,0.014,0
"Srm",0,0.559506361046059,0.233,0.016,0
"Tardbp",0,-0.966479554272464,0.309,0.37,0
"Casz1",0,-1.65875366147617,0.049,0.343,0
"Pgd",0,0.549209281921141,0.322,0.041,0
"Kif1b",0,-2.5532965158323,0.296,0.746,0
"Ctnnbip1",0,0.683536766270479,0.258,0.026,0
"Clstn1",0,0.332147317084078,0.163,0.02,0
"Gpr157",0,-1.20065458529322,0.048,0.225,0
"Eno1",0,0.730777675390007,0.481,0.125,0
"Errfi1",0,1.67036112300115,0.404,0.038,0
"Park7",0,1.08829767653928,0.613,0.126,0
"Per3",0,-1.80135452410983,0.049,0.389,0
"Vamp3",0,0.523479142705945,0.309,0.036,0
"Dnajc11",0,-0.876891901231325,0.128,0.22,0
"Rpl22",0,3.35954219771103,0.899,0.021,0
"A430005L14Rik",0,0.269080306031212,0.165,0.014,0
"Tprgl",0,1.27607534130809,0.489,0.007,0
"Fam213b",0,0.320164595169494,0.174,0.022,0
"Pank4",0,-0.799931119989819,0.042,0.168,0
"Rer1",0,1.20529832413305,0.543,0.025,0
"Ski",0,0.584677926258722,0.351,0.046,0
"2610002J02Rik",0,0.29924885306488,0.16,0.008,0
"Tmem52",0,-0.735635422188884,0.013,0.153,0
"Gnb1",0,1.77039422347036,0.66,0.019,0
"Slc35e2",0,-0.699113380878644,0.046,0.138,0
"Mmp23",0,0.259285467338618,0.107,0.013,0
"Ssu72",0,0.92406201730779,0.454,0.037,0
"Atad3a",0,-1.17471005557544,0.125,0.306,0
"Vwa1",0,0.487042404697688,0.15,0.032,0
"Mrpl20",0,1.16817289531641,0.485,0.005,0
"Ccnl2",0,-1.91462226340439,0.408,0.711,0
"Aurkaip1",0,1.08949775125513,0.46,0.005,0
"Mxra8",0,0.674366007167961,0.234,0.047,0
"Dvl1",0,-1.81582072033219,0.086,0.446,0
"Ube2j2",0,0.517529660407317,0.371,0.06,0
"Sdf4",0,0.854188245077552,0.535,0.089,0
"Agrn",0,-0.471716150242363,0.057,0.104,0
"Isg15",0,1.95912170957943,0.35,0,0
"2310042D19Rik",0,-1.67550121652886,0.007,0.29,0
"Fam133b",0,-2.08802306524735,0.166,0.518,0
"Pex1",0,-0.573873072675278,0.037,0.11,0
"Gatad1",0,0.598609307098253,0.294,0.011,0
"Akap9",0,-2.92968703586257,0.266,0.794,0
"Cyp51",0,0.392549706108904,0.145,0.003,0
"Steap4",0,0.641995267328363,0.126,0.007,0
"Sri",0,1.34018218383904,0.546,0.012,0
"Abcb1b",0,0.318432908455845,0.143,0.019,0
"Abcb4",0,-0.990786439187875,0.016,0.176,0
"Tmem243",0,0.360073936651013,0.149,0.003,0
"Cacna2d1",0,-2.31151314338832,0.082,0.537,0
"Sema3c",0,-0.564213620824704,0.084,0.169,0
"Cd36",0,1.52156030103282,0.324,0.139,0
"Phtf2",0,-1.52274860775441,0.046,0.328,0
"Tmem60",0,0.303851418420536,0.169,0.009,0
"Ptpn12",0,0.522053991013367,0.268,0.034,0
"Fgl2",0,1.3266103207255,0.268,0.004,0
"Dnajc2",0,0.299846993057311,0.254,0.044,0
"Psmc2",0,0.436463678279277,0.375,0.083,0
"Kmt2e",0,-0.96784735979078,0.46,0.468,0
"Tomm7",0,1.87884811932364,0.691,0.002,0
"Abcb8",0,-0.652408805914988,0.053,0.137,0
"Asb10",0,-1.21512954099523,0.009,0.209,0
"Gm10221",0,0.416864713915271,0.14,0.001,0
"Smarcd3",0,-1.20679021038416,0.061,0.286,0
"Rheb",0,0.900843234605954,0.591,0.118,0
"Kmt2c",0,-1.6907978901825,0.228,0.487,0
"Insig1",0,0.562718926296111,0.215,0.014,0
"Rbm33",0,-1.39332620387329,0.145,0.353,0
"Il6",0,1.22114524857373,0.102,0.001,0
"Cenpa",0,0.338727530713276,0.129,0.006,0
"Ost4",0,1.79546204734652,0.653,0.003,0
"Emilin1",0,0.436577036232601,0.181,0.008,0
"Atraid",0,0.721066056928428,0.442,0.073,0
"Trim54",0,-0.656987016533547,0.02,0.156,0
"Gtf3c2",0,-1.03730555361305,0.175,0.284,0
"Snx17",0,0.566672308754097,0.325,0.028,0
"Ppm1g",0,0.478916763352975,0.252,0.016,0
"Mrpl33",0,1.46969179224164,0.631,0.055,0
"Fosl2",0,1.19371400692761,0.406,0.026,0
"Ppp1cb",0,0.763818419313431,0.451,0.078,0
"Ywhah",0,1.48618681689817,0.549,0.008,0
"Ctbp1",0,0.710470678819314,0.438,0.069,0
"Maea",0,0.318932956107498,0.245,0.037,0
"Slbp",0,0.651330558395828,0.324,0.034,0
"Mxd4",0,0.384969108951964,0.353,0.101,0
"Rnf4",0,0.398216572005788,0.287,0.041,0
"Fam193a",0,-1.04395388042895,0.178,0.273,0
"Mfsd10",0,0.368850651833841,0.188,0.007,0
"Dok7",0,-0.859610090175289,0.009,0.158,0
"Lrpap1",0,0.797678698508897,0.406,0.034,0
"Htra3",0,1.06086094966425,0.227,0.035,0
"Ablim2",0,-1.72788136552205,0.006,0.316,0
"Grpel1",0,0.801052368714534,0.366,0.011,0
"D5Ertd579e",0,-0.998958170489981,0.139,0.252,0
"Bloc1s4",0,0.368017924658796,0.173,0.003,0
"Mrfap1",0,1.97375183179358,0.722,0.019,0
"Lyar",0,0.478571309867687,0.252,0.029,0
"Tmem128",0,0.504127458555929,0.265,0.016,0
"Wdr1",0,0.913290591247362,0.423,0.03,0
"Cc2d2a",0,-0.783041566025145,0.052,0.152,0
"Cd38",0,0.444590540464377,0.118,0.003,0
"Qdpr",0,0.394710288634858,0.226,0.017,0
"Lap3",0,0.472891437851309,0.25,0.015,0
"Med28",0,0.974617239122893,0.442,0.017,0
"Ppargc1a",0,-1.77791863171703,0.008,0.299,0
"Sod3",0,0.59107547366731,0.154,0.004,0
"Zcchc4",0,-0.922975594835833,0.04,0.177,0
"Rbpj",0,0.376904443929635,0.346,0.095,0
"Rell1",0,0.375859676545568,0.222,0.036,0
"Pgm1",0,0.257201274127447,0.148,0.017,0
"Tbc1d1",0,-2.43966838352565,0.161,0.545,0
"Klf3",0,0.514284939175173,0.23,0.015,0
"Fam114a1",0,0.280900023749632,0.157,0.013,0
"Rpl9",0,3.76155069980172,0.752,0.019,0
"Ugdh",0,1.00484999822813,0.268,0.036,0
"Smim14",0,0.778744612851326,0.539,0.118,0
"Ube2k",0,0.471552107884486,0.439,0.102,0
"Rbm47",0,0.410741602616964,0.158,0.001,0
"Limch1",0,-1.84724035392102,0.074,0.445,0
"Tmem33",0,0.528670168529856,0.321,0.038,0
"Slc30a9",0,-0.786195862066285,0.164,0.22,0
"Yipf7",0,-0.797860909277844,0.004,0.139,0
"Gnpda2",0,0.275561856370244,0.134,0.009,0
"Commd8",0,0.576374460374292,0.295,0.012,0
"Chic2",0,0.650784953808385,0.471,0.089,0
"Pdgfra",0,0.477609264093272,0.15,0.022,0
"Kdr",0,0.958154597069586,0.131,0.013,0
"Srd5a3",0,0.369745252477,0.192,0.006,0
"Tmem165",0,0.394567282769096,0.315,0.053,0
"Paics",0,0.454234782851724,0.285,0.035,0
"Igfbp7",0,3.64121262269878,0.406,0.008,0
"Utp3",0,0.546150880064575,0.293,0.024,0
"Dck",0,0.295722038142712,0.12,0.003,0
"Slc4a4",0,-1.08766271190313,0.037,0.196,0
"Pf4",0,3.013399156044,0.254,0.001,0
"Cxcl1",0,3.21640641843574,0.283,0.001,0
"Cxcl2",0,3.84270333125688,0.258,0,0
"G3bp2",0,0.328077516967668,0.388,0.105,0
"Naaa",0,0.541581254877787,0.193,0.008,0
"Art3",0,-0.736248443832456,0.073,0.222,0
"Cxcl10",0,1.41018019560443,0.138,0,0
"Scarb2",0,0.469879638926826,0.266,0.026,0
"Ccni",0,0.500050300232204,0.359,0.064,0
"Ccng2",0,0.341146391520522,0.147,0.008,0
"Anxa3",0,1.30409378747398,0.412,0.022,0
"Antxr2",0,0.681784050452216,0.269,0.01,0
"Rasgef1b",0,0.474193735166998,0.159,0.003,0
"Hnrnpd",0,0.431146103315525,0.416,0.107,0
"Hnrnpdl",0,-1.08004740535511,0.531,0.581,0
"Plac8",0,1.93707466190338,0.208,0,0
"Hpse",0,0.25041373634359,0.117,0,0
"Mrps18c",0,0.798713341971987,0.352,0.003,0
"Hsd17b11",0,0.50824726585025,0.229,0.006,0
"Nudt9",0,0.465263117346306,0.258,0.018,0
"Sparcl1",0,2.09556542082116,0.306,0.02,0
"Spp1",0,4.26615121693548,0.303,0.001,0
"BC005561",0,-1.72009168078098,0.203,0.485,0
"D930016D06Rik",0,-1.0631779578724,0.047,0.214,0
"Lrrc8c",0,0.500135276190552,0.151,0.007,0
"Lrrc8d",0,0.268078017124239,0.153,0.015,0
"Tgfbr3",0,0.312946110802445,0.183,0.037,0
"Rpl5",0,3.30091365901647,0.886,0.029,0
"Tmed5",0,0.771236643318018,0.463,0.075,0
"Dr1",0,0.291173065213922,0.166,0.01,0
"Atp5k",0,1.32347668521128,0.559,0.069,0
"Dgkq",0,-0.603658885582387,0.033,0.118,0
"Crlf2",0,0.962727608887873,0.36,0.003,0
"Gm15446",0,-1.00716020121872,0.024,0.156,0
"Fbrsl1",0,-0.965236850528605,0.095,0.221,0
"Hscb",0,0.321895305686179,0.16,0.003,0
"Tpst2",0,0.601009363200354,0.324,0.035,0
"Myo18b",0,-2.40943054404424,0.007,0.539,0
"Cmklr1",0,0.347242777106449,0.165,0.003,0
"Iscu",0,0.944123882997791,0.455,0.034,0
"Tmem119",0,0.284452768019411,0.114,0.001,0
"Selplg",0,0.964829461781298,0.275,0,0
"Coro1c",0,0.689482399090599,0.324,0.013,0
"Acacb",0,-2.10193111949072,0.017,0.454,0
"Kctd10",0,0.538507459752046,0.212,0.006,0
"Gltp",0,1.16546088917414,0.406,0.002,0
"Ankrd13a",0,0.413517029696157,0.21,0.01,0
"Oasl2",0,0.617496735045078,0.218,0.003,0
"Pop5",0,0.544698777880669,0.256,0.013,0
"Rnf10",0,0.447815199299091,0.394,0.089,0
"Dynll1",0,2.88791601933989,0.84,0.011,0
"Srsf9",0,0.409742053920289,0.406,0.093,0
"Triap1",0,0.401041193424107,0.197,0.004,0
"Cox6a1",0,2.2330412565674,0.755,0.014,0
"Pxn",0,-1.17662832633576,0.292,0.419,0
"Rplp0",0,4.7219860684705,0.95,0.011,0
"Gcn1l1",0,-0.820637148920763,0.142,0.212,0
"Rab35",0,0.433328764794443,0.236,0.016,0
"Suds3",0,0.291354450059555,0.286,0.064,0
"Taok3",0,0.326542862631781,0.291,0.06,0
"Pebp1",0,1.62272996717001,0.609,0.01,0
"Wsb2",0,0.276621162171318,0.281,0.057,0
"Nos1",0,-1.05134218695172,0.005,0.17,0
"Ddx54",0,0.381205726903163,0.231,0.024,0
"Oas1a",0,0.291912774718394,0.123,0,0
"Rpl6",0,3.5980465022945,0.824,0.028,0
"Gm15800",0,-0.501730030396618,0.059,0.106,0
"Trafd1",0,0.341097140732833,0.285,0.071,0
"Erp29",0,1.40408155126016,0.56,0.059,0
"Aldh2",0,1.73887987918778,0.615,0.017,0
"Atxn2",0,-1.2019255312093,0.18,0.317,0
"Sh2b3",0,0.368508908222592,0.202,0.024,0
"Ppp1cc",0,0.930752728351912,0.504,0.07,0
"Hvcn1",0,0.280025187974025,0.112,0,0
"Pptc7",0,-1.03113918740853,0.105,0.223,0
"Vps29",0,1.09760855582629,0.477,0.018,0
"Arpc3",0,2.64134225807767,0.78,0.007,0
"Atp2a2",0,-0.31412860631739,0.356,0.074,0
"P2rx4",0,0.706742692987675,0.298,0.016,0
"Orai1",0,0.34266337252335,0.238,0.043,0
"Psmd9",0,0.313216026908039,0.208,0.019,0
"Bcl7a",0,-0.517752670594038,0.05,0.107,0
"Clip1",0,-3.04664569574478,0.253,0.77,0
"Denr",0,0.820234219396861,0.369,0.02,0
"Vps37b",0,0.95368993200163,0.217,0.006,0
"Arl6ip4",0,0.31221920473167,0.239,0.036,0
"Pitpnm2",0,-0.832364550099788,0.04,0.169,0
"Cdk2ap1",0,0.392325426350651,0.196,0.009,0
"Sbno1",0,-0.901374878315369,0.308,0.329,0
"Rilpl2",0,1.17868200860586,0.333,0.002,0
"Rilpl1",0,-1.836658805472,0.096,0.425,0
"Tmed2",0,1.66555079578244,0.687,0.055,0
"Ddx55",0,-0.76826224386885,0.081,0.16,0
"Scarb1",0,0.685555553715451,0.197,0.015,0
"Ubc",0,3.85299243352651,0.937,0.113,0
"Ran",0,1.79118214780413,0.666,0.067,0
"Sfswap",0,-0.954188696368405,0.115,0.233,0
"Cct6a",0,0.28771116905273,0.189,0.036,0
"Phkg1",0,-3.76776536682911,0.019,0.811,0
"Chchd2",0,3.12800769191368,0.916,0.04,0
"Gusb",0,1.04999837819649,0.39,0.016,0
"Asl",0,0.292176559107842,0.16,0.008,0
"Tpst1",0,0.502634226649879,0.212,0.008,0
"Tmem248",0,0.282184654772124,0.227,0.037,0
"Sbds",0,0.831336489372054,0.39,0.032,0
"Ncf1",0,0.69839991806937,0.211,0.001,0
"Lat2",0,0.730412857257569,0.238,0.014,0
"Eif4h",0,1.01910847310294,0.533,0.062,0
"Mlxipl",0,-3.02338764152579,0.007,0.687,0
"Bcl7b",0,0.298109439205025,0.245,0.042,0
"Baz1b",0,-1.30504684225235,0.258,0.397,0
"Por",0,0.816583929465917,0.348,0.038,0
"Tmem120a",0,0.312324038354423,0.179,0.014,0
"Mdh2",0,1.13865311039153,0.577,0.092,0
"Hspb1",0,3.23742111088297,0.408,0.044,0
"Rasa4",0,-1.07696928257589,0.156,0.293,0
"Polr2j",0,0.837690589904483,0.378,0.004,0
"Fis1",0,1.32818393181008,0.56,0.024,0
"Znhit1",0,0.533221760620121,0.31,0.032,0
"Plod3",0,0.315039270184776,0.233,0.029,0
"Ap1s1",0,0.559824012396117,0.277,0.005,0
"Serpine1",0,0.689522132091613,0.141,0.007,0
"Pop7",0,0.348443228991533,0.176,0.002,0
"Gigyf1",0,-1.70946494712145,0.129,0.427,0
"Gnb2",0,2.0057452008547,0.761,0.061,0
"Mospd3",0,0.342880400462495,0.179,0.009,0
"Pcolce",0,1.77810461427938,0.271,0.032,0
"Ppp1r35",0,0.321811377988271,0.157,0.004,0
"Pilra",0,0.330319295305617,0.106,0,0
"Cops6",0,0.842788735178768,0.397,0.015,0
"Lamtor4",0,1.14308630251562,0.467,0.018,0
"Fam20c",0,0.300919709217711,0.142,0.009,0
"Zfand2a",0,0.361358636995384,0.167,0.016,0
"Mafk",0,0.533839289070344,0.265,0.04,0
"Eif3b",0,0.569389118876124,0.356,0.06,0
"Chst12",0,0.317830894059291,0.15,0.001,0
"Lfng",0,0.403737444383574,0.144,0.002,0
"Ttyh3",0,0.306037106130906,0.162,0.008,0
"Gna12",0,0.534120565240262,0.235,0.003,0
"Actb",0,3.49396729945677,0.968,0.497,0
"Fscn1",0,0.780478880684937,0.207,0.003,0
"Kdelr2",0,1.28448384464234,0.443,0.007,0
"Daglb",0,0.302402543507725,0.213,0.039,0
"Rac1",0,2.0629971295029,0.732,0.024,0
"Cyth3",0,0.340872613625406,0.187,0.021,0
"Ccz1",0,0.256486202394085,0.228,0.038,0
"Bri3",0,2.16681075863545,0.684,0.026,0
"Arpc1a",0,0.890660109595719,0.442,0.036,0
"Arpc1b",0,2.95185831284728,0.798,0.024,0
"Pdap1",0,0.892547566966036,0.445,0.049,0
"Bud31",0,0.892959027878664,0.398,0.014,0
"Atp5j2",0,2.18022219097156,0.757,0.035,0
"Rpl21",0,4.08019475222163,0.946,0.03,0
"Gtf3a",0,0.407879860041849,0.233,0.016,0
"Polr1d",0,1.73744534553667,0.656,0.009,0
"Flt1",0,1.3239046760629,0.154,0.024,0
"Pomp",0,1.82334970550176,0.649,0.005,0
"Ubl3",0,1.0095908990174,0.483,0.044,0
"Katnal1",0,-1.33961366983085,0.043,0.251,0
"Hmgb1",0,1.77608632458815,0.731,0.112,0
"Alox5ap",0,1.85593125427329,0.353,0,0
"Medag",0,0.512239524557925,0.186,0.022,0
"Hsph1",0,1.30797165679183,0.311,0.049,0
"Fry",0,-1.06334346579161,0.075,0.26,0
"N4bp2l2",0,-1.32786271447993,0.287,0.436,0
"Samd9l",0,0.486258885856844,0.19,0.009,0
"Gng11",0,2.17876541278492,0.351,0.01,0
"Bet1",0,0.29425423480871,0.255,0.04,0
"Col1a2",0,2.07175217555712,0.269,0.07,0
"Sgce",0,0.457072747460742,0.177,0.013,0
"Pon2",0,0.654586915039976,0.325,0.02,0
"Pdk4",0,-1.00519726050646,0.028,0.155,0
"Shfm1",0,2.87594323386193,0.844,0.006,0
"Rpa3",0,0.304328071592992,0.156,0.009,0
"Ndufa4",0,2.34273027956424,0.747,0.018,0
"Phf14",0,-1.06381252429648,0.19,0.287,0
"2610001J05Rik",0,0.808285816251889,0.374,0.015,0
"Ppp1r3a",0,-1.81057384986713,0.01,0.368,0
"Foxp2",0,-0.639576967514739,0.021,0.101,0
"Mdfic",0,0.851199673225363,0.344,0.01,0
"Tes",0,0.331136294229212,0.117,0.001,0
"Cav2",0,1.35755601053662,0.233,0.004,0
"Cav1",0,2.25893983664464,0.323,0.012,0
"Capza2",0,1.25633233748129,0.69,0.144,0
"Naa38",0,0.59114725404888,0.275,0.008,0
"Tspan12",0,0.363996319387189,0.108,0.011,0
"Cped1",0,-2.55327145390598,0.137,0.65,0
"Fam3c",0,0.557395830499594,0.257,0.006,0
"Ndufa5",0,1.24201092734599,0.502,0.026,0
"Asb15",0,-0.706288143744026,0.002,0.104,0
"Lmod2",0,-1.34232317149882,0.009,0.179,0
"Arf5",0,2.14084532026902,0.755,0.018,0
"Rbm28",0,-1.4153640691362,0.201,0.387,0
"Impdh1",0,0.25537952264957,0.129,0.014,0
"Hilpda",0,0.803731330247174,0.218,0.004,0
"Calu",0,0.848713577947829,0.396,0.061,0
"Flnc",0,-2.44503735189157,0.145,0.548,0
"Atp6v1f",0,1.83606167918325,0.651,0.003,0
"Irf5",0,0.625474392334629,0.239,0.006,0
"Mest",0,0.815317345429628,0.119,0.011,0
"AB041803",0,-1.41114952794907,0.097,0.291,0
"Mkln1",0,-1.56585358296639,0.337,0.528,0
"Podxl",0,0.70297020584095,0.1,0.009,0
"Exoc4",0,-0.927968982077583,0.183,0.252,0
"Akr1b3",0,0.906802603482941,0.462,0.07,0
"Akr1b8",0,0.254386341816643,0.128,0.003,0
"Cald1",0,0.866477741953232,0.346,0.066,0
"Cnot4",0,-1.13016751226508,0.298,0.371,0
"1810058I24Rik",0,1.23330159460405,0.487,0.008,0
"Mtpn",0,0.819997761510393,0.448,0.047,0
"Trim24",0,-1.4654815077562,0.108,0.338,0
"Zc3hav1",0,0.923756067461319,0.364,0.015,0
"Ubn2",0,-2.28896122224819,0.262,0.673,0
"1110001J03Rik",0,0.598746376743448,0.263,0.011,0
"Luc7l2",0,-3.70713734164917,0.593,0.973,0
"Tbxas1",0,0.376447922245351,0.155,0.002,0
"Parp12",0,0.281902769377507,0.161,0.016,0
"Mkrn1",0,0.864501083815581,0.373,0.009,0
"Ndufb2",0,0.75008837833471,0.468,0.08,0
"Mrps33",0,0.991342028071816,0.474,0.031,0
"Clcn1",0,-2.70391688706378,0.002,0.622,0
"Zyx",0,0.90961316690226,0.394,0.027,0
"Pdia4",0,0.698830867687396,0.302,0.008,0
"Zfp956",0,-0.64517245977256,0.01,0.111,0
"Krba1",0,-2.09538843509512,0.013,0.458,0
"Rarres2",0,1.59484680682491,0.254,0.003,0
"Gimap6",0,0.964457704817459,0.154,0.01,0
"Tmem176b",0,1.77286389051831,0.4,0.002,0
"Tmem176a",0,1.24949442192959,0.297,0.001,0
"Gpnmb",0,1.94512747371638,0.238,0.003,0
"Malsu1",0,0.27387501019921,0.225,0.039,0
"Cycs",0,1.19860281425157,0.508,0.078,0
"Cbx3",0,0.66374102050179,0.282,0.019,0
"Snx10",0,0.409920298659101,0.24,0.031,0
"Skap2",0,0.73436889432498,0.302,0.009,0
"Hoxa7",0,-0.657544800573627,0.082,0.155,0
"Tax1bp1",0,0.6291356630089,0.572,0.184,0
"Gars",0,0.564380913582855,0.258,0.017,0
"Crhr2",0,-1.02929923603998,0.003,0.19,0
"Aqp1",0,3.14780078654232,0.17,0.02,0
"Lsm5",0,0.808689174677631,0.351,0.008,0
"Fkbp9",0,0.820786405331709,0.27,0.021,0
"Abcg2",0,0.310817078851291,0.129,0.031,0
"Hpgds",0,0.398184958314204,0.147,0.003,0
"Gng12",0,0.870812193053392,0.385,0.009,0
"Gadd45a",0,1.00205925220414,0.263,0.019,0
"Serbp1",0,0.876350193867323,0.719,0.268,0
"Smyd1",0,-1.17317754130261,0.012,0.238,0
"Krcc1",0,0.592705448504389,0.368,0.047,0
"Chmp3",0,0.458362426690455,0.373,0.067,0
"Reep1",0,-1.10773351040162,0.008,0.202,0
"Mrpl35",0,0.45523706138767,0.26,0.018,0
"Tmem150a",0,-1.48027907983939,0.082,0.339,0
"Vamp5",0,-1.06998313396557,0.153,0.29,0
"Vamp8",0,1.69084447378794,0.552,0.007,0
"Capg",0,2.05070540733155,0.541,0.004,0
"Tgoln1",0,1.01659975496142,0.455,0.034,0
"Tmsb10",0,3.97335941598328,0.846,0.005,0
"Pole4",0,0.797096024518512,0.347,0.013,0
"Hk2",0,-4.28991119370861,0.231,0.703,0
"Dok1",0,0.315143802438586,0.168,0.006,0
"Aup1",0,0.316188832698966,0.342,0.087,0
"Mthfd2",0,0.443091137996208,0.137,0.006,0
"Mob1a",0,0.746543771736104,0.352,0.017,0
"Bola3",0,0.638190786204346,0.296,0.028,0
"Tex261",0,0.492530343298247,0.37,0.056,0
"Nagk",0,0.276364918257329,0.189,0.018,0
"Zfml",0,-1.38677664783163,0.209,0.393,0
"Dysf",0,-0.662812385037999,0.048,0.16,0
"Spr",0,0.53922410070254,0.251,0.008,0
"Cct7",0,1.30163238192888,0.504,0.021,0
"Dusp11",0,-1.40904241029647,0.354,0.51,0
"Snrpg",0,1.41225642580828,0.483,0.002,0
"Tia1",0,-2.36403980009223,0.14,0.604,0
"Pcbp1",0,1.61556156972681,0.635,0.017,0
"Mxd1",0,0.72597724712988,0.173,0.019,0
"Snrnp27",0,0.348995310957489,0.347,0.074,0
"Anxa4",0,0.768911919026858,0.349,0.018,0
"Nfu1",0,0.504017111232438,0.274,0.017,0
"Antxr1",0,0.388862936597453,0.147,0.009,0
"Arhgap25",0,0.322920721881945,0.127,0.002,0
"Rab43",0,0.432822067402496,0.231,0.023,0
"Isy1",0,0.295053743509159,0.18,0.022,0
"Cnbp",0,1.43056383575453,0.772,0.19,0
"Rab7",0,0.927677472251489,0.643,0.166,0
"Rpn1",0,0.676542859200679,0.399,0.062,0
"Ruvbl1",0,0.361137368173693,0.203,0.022,0
"Sec61a1",0,0.33494977385358,0.361,0.088,0
"Kbtbd12",0,-1.89719231154236,0.002,0.393,0
"Mgll",0,0.898001687627614,0.172,0.047,0
"Podxl2",0,-0.47273386598909,0.042,0.105,0
"Zxdc",0,-0.686273869117671,0.074,0.141,0
"Klf15",0,-0.552286348090607,0.023,0.103,0
"Slc41a3",0,-0.845943473707037,0.091,0.191,0
"Nup210",0,-0.695107431451225,0.033,0.142,0
"Fbln2",0,1.44923691560123,0.285,0.028,0
"Chchd4",0,0.273684607278828,0.151,0.014,0
"Lsm3",0,0.558714310353597,0.279,0.011,0
"Arl6ip5",0,1.1950560077209,0.523,0.043,0
"Lmod3",0,-0.822488708482378,0.014,0.144,0
"Rybp",0,0.403189440656836,0.182,0.008,0
"Pdzrn3",0,-0.732636531886882,0.045,0.132,0
"Bhlhe40",0,0.469284959748595,0.353,0.129,0
"Arl8b",0,0.573393296182419,0.308,0.021,0
"Edem1",0,0.529243902770034,0.296,0.03,0
"Camk1",0,0.704396268320638,0.372,0.045,0
"Arpc4",0,1.35819294968066,0.516,0.008,0
"Jagn1",0,0.293951495265073,0.178,0.014,0
"Emc3",0,0.535413349926867,0.312,0.027,0
"Brk1",0,1.60194332852132,0.613,0.011,0
"Sec13",0,0.584613891499767,0.342,0.033,0
"Pparg",0,0.275563677086015,0.105,0.002,0
"Raf1",0,-0.924605639087628,0.265,0.325,0
"Rpl32",0,4.99436970816131,0.969,0.011,0
"Plxnd1",0,0.27085603173554,0.227,0.047,0
"Tmcc1",0,-0.998943985866816,0.12,0.238,0
"Rassf4",0,0.509398992450282,0.184,0.008,0
"Cxcl12",0,1.96101856413163,0.313,0.024,0
"Hnrnpf",0,2.24665645858138,0.774,0.028,0
"Erc1",0,-0.784206394210496,0.1,0.183,0
"Rad52",0,-0.509090461069248,0.03,0.1,0
"Wnk1",0,-1.03610679178438,0.534,0.571,0
"Gm26591",0,-0.522316381360193,0.043,0.101,0
"Kdm5a",0,-1.0365687970581,0.267,0.335,0
"Il17ra",0,0.534045543014571,0.22,0.006,0
"Cecr2",0,-0.652070830561022,0.022,0.118,0
"Atp6v1e1",0,1.05907409013645,0.457,0.025,0
"Mical3",0,-1.29923039609792,0.031,0.259,0
"Mical3.1",0,-0.850663849075354,0.01,0.147,0
"Usp18",0,0.349011859587249,0.12,0.002,0
"M6pr",0,0.896846005863077,0.419,0.033,0
"Mfap5",0,2.01016044348234,0.211,0.022,0
"Apobec1",0,0.622041733917288,0.236,0.008,0
"C3ar1",0,1.2041585029782,0.273,0.001,0
"Clec4a1",0,0.657396001401088,0.185,0.002,0
"Clec4a3",0,0.87066797506337,0.23,0,0
"Clec4a2",0,0.920379536431972,0.225,0.001,0
"Clec4n",0,0.888352531759155,0.151,0,0
"Clec4d",0,1.27394140121454,0.19,0,0
"Clec4e",0,1.53356648322698,0.12,0,0
"C1ra",0,0.709967387837692,0.184,0.004,0
"C1s",0,0.841974759672294,0.198,0.025,0
"Emg1",0,0.793019440962538,0.433,0.048,0
"Phb2",0,0.588383738562812,0.483,0.116,0
"Ptpn6",0,0.845500339705423,0.265,0.001,0
"Grcc10",0,0.652038006462766,0.256,0.007,0
"Spsb2",0,0.276656119087424,0.152,0.004,0
"Tpi1",0,0.66287416969651,0.495,0.192,0
"Ptms",0,1.86077056830758,0.647,0.035,0
"Mlf2",0,0.860819456309582,0.459,0.052,0
"Cops7a",0,0.304855492306983,0.233,0.037,0
"Acrbp",0,-0.534540120791367,0.025,0.101,0
"Gapdh",0,2.20507926556394,0.76,0.173,0
"Mrpl51",0,0.571996103719415,0.358,0.053,0
"Tapbpl",0,0.277802648131265,0.114,0.004,0
"Ltbr",0,0.344470917217333,0.229,0.026,0
"Tnfrsf1a",0,1.18861500145783,0.473,0.014,0
