"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","is.trascr.factor","is.surface.protein"
"Reep5.6",6.21873363606612e-128,0.36497951340557,0.62,0.195,1.75697881419776e-123,"11","Reep5",FALSE,FALSE
"Txndc17.7",6.6428043862192e-128,0.419738875163328,0.721,0.252,1.87679152323851e-123,"11","Txndc17",FALSE,FALSE
"Tsn.4",1.16632989345055e-127,0.478075008988671,0.744,0.274,3.29523184796584e-123,"11","Tsn",FALSE,FALSE
"Cbx5.2",1.24947821479196e-127,0.349111147028444,0.62,0.199,3.53015080025172e-123,"11","Cbx5",FALSE,FALSE
"Slirp.5",1.53023721032471e-127,0.41933911818384,0.71,0.249,4.32337919033041e-123,"11","Slirp",FALSE,FALSE
"Uqcr11.7",4.33421467693674e-127,0.562265217480393,0.868,0.433,1.22454567267494e-122,"11","Uqcr11",FALSE,FALSE
"Cox7b.8",1.07475807859792e-126,0.409507411135392,0.835,0.376,3.03651399946269e-122,"11","Cox7b",FALSE,FALSE
"Srp68",2.562547767512e-126,0.287997456623258,0.529,0.151,7.23996620755165e-122,"11","Srp68",FALSE,FALSE
"Ndufa9.3",3.26058649757248e-126,0.314360195849742,0.584,0.18,9.21213503159153e-122,"11","Ndufa9",FALSE,FALSE
"Sumo3.2",3.53485974502149e-126,0.308581878314635,0.638,0.201,9.98703923760922e-122,"11","Sumo3",FALSE,FALSE
"Cox6b1.5",4.13159187749677e-126,0.623710245282205,0.883,0.471,1.16729865314916e-121,"11","Cox6b1",FALSE,FALSE
"Map2k2.4",4.69009643991087e-126,0.579329830459179,0.791,0.337,1.32509294716802e-121,"11","Map2k2",FALSE,FALSE
"Supt4a.6",5.18177043308576e-126,0.35969753559004,0.669,0.222,1.46400560045972e-121,"11","Supt4a",FALSE,FALSE
"Gm9843.6",1.00935498074191e-125,0.548473821109999,0.502,0.147,2.85173062709013e-121,"11","Gm9843",FALSE,FALSE
"Rps27a.10",1.14860198120313e-125,0.69615170401628,0.922,0.599,3.24514517749319e-121,"11","Rps27a",FALSE,FALSE
"Prmt1.9",1.62070866346871e-125,0.647773844901227,0.821,0.372,4.57898818689815e-121,"11","Prmt1",FALSE,FALSE
"Psme2.6",1.97559922405665e-125,0.277110369005415,0.569,0.168,5.58166048772725e-121,"11","Psme2",FALSE,FALSE
"Acp1.6",3.06976257199548e-125,0.345837169090983,0.643,0.207,8.67300019465882e-121,"11","Acp1",FALSE,FALSE
"Mif.9",5.51546098116213e-125,0.671109430018343,0.865,0.4,1.55828319100774e-120,"11","Mif",FALSE,FALSE
"Nme1.9",5.75141219187858e-125,0.648863570969028,0.816,0.348,1.62494648657145e-120,"11","Nme1",FALSE,FALSE
"Pepd.4",7.61795490680376e-125,0.344320599899861,0.48,0.135,2.15230079981927e-120,"11","Pepd",FALSE,FALSE
"Eef1a1.10",2.36687998319479e-124,0.754925360538333,0.923,0.538,6.68714601652025e-120,"11","Eef1a1",FALSE,FALSE
"Ndufb9.6",2.42619724352629e-124,0.447598425377171,0.843,0.397,6.85473507213482e-120,"11","Ndufb9",FALSE,FALSE
"Clic1.8",3.66860051318269e-124,0.472017408328961,0.633,0.214,1.03648970298951e-119,"11","Clic1",FALSE,TRUE
"Hspa4l.1",6.28692052555148e-124,0.254978331511509,0.431,0.11,1.77624365608406e-119,"11","Hspa4l",FALSE,FALSE
"Itm2b.8",9.84750240497708e-124,0.755380836410165,0.881,0.449,2.78221485447818e-119,"11","Itm2b",FALSE,FALSE
"Ilk.4",1.90528752150031e-123,0.328583708245864,0.61,0.192,5.38300883449482e-119,"11","Ilk",FALSE,FALSE
"Ly6e.7",3.132004328867e-123,0.300455811778909,0.465,0.124,8.84885183034793e-119,"11","Ly6e",FALSE,FALSE
"Cwc15.5",3.30342122607888e-123,0.390209208880655,0.708,0.249,9.33315599004067e-119,"11","Cwc15",FALSE,FALSE
"Tmem147.2",3.9249129821574e-123,0.374624432531656,0.682,0.234,1.10890566484893e-118,"11","Tmem147",FALSE,FALSE
"Pebp1.9",5.96589474958362e-123,0.614853239090112,0.866,0.431,1.68554424359986e-118,"11","Pebp1",FALSE,FALSE
"Lsm4.8",6.98155531576299e-123,0.48737225673222,0.742,0.288,1.97249882336252e-118,"11","Lsm4",FALSE,FALSE
"Rps10-ps1.4",7.18683291628712e-123,0.279860232174917,0.336,0.075,2.0304959038386e-118,"11","Rps10-ps1",FALSE,FALSE
"Spcs2.9",7.29455715599741e-123,0.457806150469541,0.731,0.274,2.06093123328395e-118,"11","Spcs2",FALSE,FALSE
"Rpl10a.10",2.96648469741846e-122,0.707890541856579,0.928,0.602,8.38120921561636e-118,"11","Rpl10a",FALSE,FALSE
"Edf1.10",4.34185626991191e-122,0.604178277616587,0.85,0.396,1.22670465193821e-117,"11","Edf1",FALSE,FALSE
"Cct2.10",4.77357763233474e-122,0.5989004822219,0.819,0.357,1.34867888846353e-117,"11","Cct2",FALSE,FALSE
"Cox7c.7",4.93959964444731e-122,0.530476322574622,0.91,0.553,1.3955850875457e-117,"11","Cox7c",FALSE,FALSE
"mt-Co2.8",4.94960149081797e-122,0.941902784451672,0.922,0.586,1.3984109092008e-117,"11","mt-Co2",FALSE,FALSE
"Lamtor2.2",5.84527861115464e-122,0.26123675264544,0.6,0.184,1.65146656600952e-117,"11","Lamtor2",FALSE,FALSE
"Smarcc1.5",8.70038533144162e-122,0.353328395010327,0.618,0.198,2.4581198676922e-117,"11","Smarcc1",FALSE,FALSE
"Itpa.2",1.70926099850054e-121,0.261968166310128,0.517,0.149,4.82917509906358e-117,"11","Itpa",FALSE,FALSE
"Ptov1.8",2.0451107796789e-121,0.455319060647962,0.754,0.277,5.7780514858268e-117,"11","Ptov1",FALSE,FALSE
"Cox7a2.5",2.0879007419554e-121,0.63900366998124,0.873,0.489,5.89894596624658e-117,"11","Cox7a2",FALSE,FALSE
"Ppp1ca.9",2.4535229621962e-121,0.563901252095005,0.816,0.35,6.93193842509293e-117,"11","Ppp1ca",FALSE,FALSE
"D17Wsu104e.6",2.71037386334058e-121,0.343113968029804,0.644,0.21,7.65761927609613e-117,"11","D17Wsu104e",FALSE,FALSE
"Phb2.9",4.28753971140425e-121,0.557890445391501,0.822,0.356,1.21135859466304e-116,"11","Phb2",FALSE,TRUE
"Srp9.7",4.77058392099715e-121,0.549523557479737,0.78,0.332,1.34783307519932e-116,"11","Srp9",FALSE,FALSE
"Uqcrh.7",5.28588845767708e-121,0.639218725822295,0.912,0.542,1.49342206594751e-116,"11","Uqcrh",FALSE,FALSE
"Fh1.3",6.84929372622635e-121,0.282663041223055,0.561,0.171,1.93513095647073e-116,"11","Fh1",FALSE,FALSE
"Npm3.9",8.02418473657286e-121,0.421401418130774,0.76,0.273,2.26707291362393e-116,"11","Npm3",FALSE,FALSE
"Ndufa8.3",8.4873403240327e-121,0.27715888017822,0.729,0.261,2.39792826174896e-116,"11","Ndufa8",FALSE,FALSE
"Pcbp4.5",8.70613960602769e-121,0.401093912622607,0.625,0.208,2.459745622891e-116,"11","Pcbp4",FALSE,FALSE
"Atxn10.6",1.44422304058413e-120,0.307466556982337,0.599,0.188,4.08036335656233e-116,"11","Atxn10",FALSE,FALSE
"Sox9.6",2.36595870232709e-120,0.265673723860187,0.409,0.103,6.68454312168474e-116,"11","Sox9",TRUE,FALSE
"Cox6c.4",4.37127681547871e-120,0.462009801060961,0.915,0.547,1.2350168386772e-115,"11","Cox6c",FALSE,FALSE
"Efhd2.3",5.29759239085333e-120,0.27319913377658,0.515,0.15,1.49672877818779e-115,"11","Efhd2",FALSE,FALSE
"Btf3l4.2",7.30853438844429e-120,0.289955042293428,0.631,0.203,2.06488022076716e-115,"11","Btf3l4",FALSE,FALSE
"Bri3.6",8.64045502247832e-120,0.465493731401376,0.759,0.293,2.4411877575008e-115,"11","Bri3",FALSE,FALSE
"Vps29.3",1.03560766365153e-119,0.296433697482109,0.595,0.188,2.92590233211466e-115,"11","Vps29",FALSE,FALSE
"Dctpp1.3",1.53655915950792e-119,0.308202905966074,0.545,0.164,4.34124059335772e-115,"11","Dctpp1",FALSE,FALSE
"Atox1.7",2.65871163702359e-119,0.405698272328935,0.698,0.249,7.51165798808275e-115,"11","Atox1",FALSE,FALSE
"Emc10.7",4.2698651450217e-119,0.340226931802916,0.607,0.197,1.20636499942298e-114,"11","Emc10",FALSE,FALSE
"Ago2.1",6.00392202728286e-119,0.33661041312094,0.605,0.196,1.69628809036823e-114,"11","Ago2",FALSE,FALSE
"Gadd45g.5",6.36251091128395e-119,0.520990842671176,0.618,0.21,1.79760020776505e-114,"11","Gadd45g",FALSE,FALSE
"Rpsa.10",1.06154475715931e-118,0.706837311982508,0.927,0.59,2.9991824024022e-114,"11","Rpsa",FALSE,FALSE
"Mef2a.8",1.06810301458335e-118,0.62397502050386,0.674,0.26,3.01771144710234e-114,"11","Mef2a",TRUE,FALSE
"Igf2r.4",1.18124479764819e-118,0.277746764868264,0.514,0.147,3.33737092679542e-114,"11","Igf2r",FALSE,TRUE
"Rpl28.10",1.82714161600604e-118,0.665523563636409,0.917,0.59,5.16222320770185e-114,"11","Rpl28",FALSE,FALSE
"Pdcl3",1.90457642640214e-118,0.351910158808056,0.638,0.215,5.38099977751397e-114,"11","Pdcl3",FALSE,FALSE
"Arl4c.5",1.90787782345615e-118,0.282415317168181,0.347,0.081,5.39032721461067e-114,"11","Arl4c",FALSE,FALSE
"Aurkaip1.6",3.62080093016377e-118,0.394030346649869,0.684,0.242,1.02298488679917e-113,"11","Aurkaip1",FALSE,FALSE
"Uqcrq.6",3.6802694265952e-118,0.393487303538356,0.858,0.432,1.03978652109594e-113,"11","Uqcrq",FALSE,FALSE
"Smarcb1.2",5.4498680352825e-118,0.254683024224106,0.537,0.159,1.53975121600837e-113,"11","Smarcb1",FALSE,FALSE
"Cct8.10",5.8542471196002e-118,0.600129362144979,0.811,0.361,1.65400043870065e-113,"11","Cct8",FALSE,FALSE
"Smarca4.2",7.76582025263109e-118,0.256760290073044,0.569,0.176,2.19407719597586e-113,"11","Smarca4",FALSE,FALSE
"Mrpl28.4",8.27366367242228e-118,0.345208409688214,0.626,0.207,2.33755819736947e-113,"11","Mrpl28",FALSE,FALSE
"Commd3.4",1.02008151722694e-117,0.393107682498626,0.693,0.246,2.88203631062126e-113,"11","Commd3",FALSE,FALSE
"Sec61b.7",1.09213223126166e-117,0.402031966460218,0.749,0.275,3.08560119298356e-113,"11","Sec61b",FALSE,FALSE
"Npm1.10",1.2493806657505e-117,0.590463206650787,0.923,0.517,3.52987519494489e-113,"11","Npm1",FALSE,FALSE
"Apex1.4",7.59927823037462e-117,0.315017928816484,0.633,0.203,2.14702407842774e-112,"11","Apex1",FALSE,FALSE
"Sf3b5.7",8.21996587219471e-117,0.335344147466212,0.657,0.221,2.32238695787117e-112,"11","Sf3b5",FALSE,FALSE
"Ufm1.5",9.01832388326466e-117,0.266902182260091,0.558,0.17,2.54794704673877e-112,"11","Ufm1",FALSE,FALSE
"Spcs1.9",1.04782413801971e-116,0.493750856938239,0.775,0.311,2.96041753714707e-112,"11","Spcs1",FALSE,FALSE
"Thop1.2",1.15749216322837e-116,0.251304457618556,0.471,0.132,3.27026260876911e-112,"11","Thop1",FALSE,FALSE
"Ssr2.10",1.56719408653826e-116,0.407174151257657,0.721,0.261,4.42779345269655e-112,"11","Ssr2",FALSE,TRUE
"Pdap1.9",2.32293947740383e-116,0.535974176211484,0.809,0.336,6.56300090550904e-112,"11","Pdap1",FALSE,FALSE
"Mrpl33.5",3.65996414416683e-116,0.523746094582602,0.803,0.345,1.03404966965146e-111,"11","Mrpl33",FALSE,FALSE
"Surf4.4",8.30489244407399e-116,0.298612434735608,0.553,0.172,2.34638126222422e-111,"11","Surf4",FALSE,FALSE
"Ndufb5.5",1.40453913955876e-115,0.375512448364256,0.832,0.371,3.96824443099537e-111,"11","Ndufb5",FALSE,FALSE
"Erp29.1",2.48496072593493e-115,0.282256931698799,0.613,0.197,7.02075953898397e-111,"11","Erp29",FALSE,FALSE
"Scand1.5",2.97812645129703e-115,0.304720531218224,0.617,0.201,8.41410066284949e-111,"11","Scand1",FALSE,FALSE
"Mrpl13.5",6.90208627950111e-115,0.250236827280542,0.56,0.174,1.95004643654745e-110,"11","Mrpl13",FALSE,FALSE
"Hspe1.9",7.16584575970319e-115,0.525052242067123,0.881,0.473,2.02456640248894e-110,"11","Hspe1",FALSE,FALSE
"Selt.3",1.50380661699881e-114,0.315593218918906,0.657,0.224,4.24870483500673e-110,"11","Selt",FALSE,FALSE
"0610009D07Rik.10",1.9071861947841e-114,0.380779951416484,0.713,0.253,5.38837315612351e-110,"11","0610009D07Rik",FALSE,FALSE
"Psmb5.9",2.71615446483347e-114,0.518944059887336,0.778,0.317,7.673951209494e-110,"11","Psmb5",FALSE,FALSE
"Cox5a.6",2.94446548405233e-114,0.39522192251164,0.858,0.424,8.31899833209305e-110,"11","Cox5a",FALSE,FALSE
"Guk1.1",2.99367910078558e-114,0.28951825549816,0.605,0.197,8.45804156344949e-110,"11","Guk1",FALSE,FALSE
"Srp14.7",3.11437973937785e-114,0.495856920451613,0.808,0.346,8.79905707766424e-110,"11","Srp14",FALSE,FALSE
"Eif3l.10",3.39259583762189e-114,0.414851297696649,0.757,0.287,9.58510102003313e-110,"11","Eif3l",FALSE,FALSE
"Glo1.1",3.65468375071357e-114,0.273251783639271,0.617,0.201,1.03255780008911e-109,"11","Glo1",FALSE,FALSE
"Derl1.2",4.21995096114041e-114,0.270784080710813,0.594,0.191,1.192262745051e-109,"11","Derl1",FALSE,FALSE
"Eif4e2.5",4.30751726909824e-114,0.413060989282174,0.7,0.261,1.21700285403833e-109,"11","Eif4e2",FALSE,FALSE
"Rps10.10",8.03471369996108e-114,0.661109014835008,0.914,0.573,2.27004766165e-109,"11","Rps10",FALSE,FALSE
"Akr1b3.9",1.12673854280698e-113,0.64249278918318,0.856,0.416,3.18337440499256e-109,"11","Akr1b3",FALSE,FALSE
"Taf9.1.7",1.18792904464421e-113,0.344955072940526,0.71,0.251,3.35625592983328e-109,"11","Taf9.1",FALSE,FALSE
"Mbd3.4",1.39205101213669e-113,0.379339704832143,0.674,0.241,3.93296172458979e-109,"11","Mbd3",FALSE,FALSE
"Psmb1.10",2.24641171800332e-113,0.580269436693807,0.827,0.395,6.34678702687478e-109,"11","Psmb1",FALSE,FALSE
"Uqcrc2.4",2.69067119313824e-113,0.464470387269092,0.749,0.305,7.60195332197348e-109,"11","Uqcrc2",FALSE,FALSE
"Mrpl38.2",3.03575625570823e-113,0.309045167083965,0.633,0.213,8.57692214925246e-109,"11","Mrpl38",FALSE,FALSE
"Uqcrfs1.4",3.09844680368625e-113,0.421279269595624,0.799,0.354,8.75404175445476e-109,"11","Uqcrfs1",FALSE,FALSE
"Fkbp1a.9",9.52411355978553e-113,0.560759824176552,0.863,0.404,2.6908478040462e-108,"11","Fkbp1a",FALSE,FALSE
"Zmat2.1",1.76529281562632e-112,0.309847647855266,0.646,0.217,4.98748179198904e-108,"11","Zmat2",FALSE,FALSE
"Hsbp1.5",2.10298744867417e-112,0.441032878684309,0.773,0.31,5.94157043873913e-108,"11","Hsbp1",FALSE,FALSE
"Commd1.4",2.26823188135359e-112,0.30449369418671,0.625,0.208,6.40843553438829e-108,"11","Commd1",FALSE,FALSE
"Sptan1.2",4.82001097566041e-112,0.256558688034188,0.522,0.155,1.36179770095334e-107,"11","Sptan1",FALSE,FALSE
"Txnl4a.4",6.14582380620404e-112,0.274029576189011,0.564,0.177,1.73637959996683e-107,"11","Txnl4a",FALSE,FALSE
"Mrps14.6",6.2803171314433e-112,0.411400842034104,0.741,0.285,1.77437799914668e-107,"11","Mrps14",FALSE,FALSE
"Prkcsh.4",9.82865920844555e-112,0.250004338024017,0.485,0.141,2.77689108616212e-107,"11","Prkcsh",FALSE,TRUE
"Rpl27-ps3.1",1.27525835833419e-111,0.255867564213577,0.473,0.136,3.60298743980158e-107,"11","Rpl27-ps3",FALSE,FALSE
"Krtcap2.10",1.53246266703128e-111,0.409804201228954,0.757,0.285,4.32966677316347e-107,"11","Krtcap2",FALSE,FALSE
"Mrpl17.6",1.60149251333864e-111,0.373876537641899,0.692,0.247,4.52469679793565e-107,"11","Mrpl17",FALSE,FALSE
"Snx1.4",2.02637415211248e-111,0.285816004691223,0.597,0.192,5.72511489196339e-107,"11","Snx1",FALSE,FALSE
"Prdx3.3",2.16570763641283e-111,0.264088293661609,0.61,0.199,6.11877378515718e-107,"11","Prdx3",FALSE,FALSE
"Lap3.4",2.53733773298247e-111,0.276441158598034,0.568,0.178,7.16874029699538e-107,"11","Lap3",FALSE,FALSE
"Rpl3.10",2.73078844473531e-111,0.667569736617934,0.927,0.53,7.71529659291066e-107,"11","Rpl3",FALSE,TRUE
"H19.7",6.22807908125958e-111,0.368556769511134,0.478,0.144,1.75961918282827e-106,"11","H19",FALSE,FALSE
"Suclg1.4",7.80978474579974e-111,0.360202912738268,0.71,0.265,2.2064984842308e-106,"11","Suclg1",FALSE,FALSE
"Clns1a.2",9.33537715752166e-111,0.262479367017652,0.561,0.175,2.6375241083146e-106,"11","Clns1a",FALSE,FALSE
"Gnb1.8",1.80040352565935e-110,0.408545758031682,0.762,0.292,5.08668008104537e-106,"11","Gnb1",FALSE,FALSE
"Snrpd2.10",2.11587957521561e-110,0.542968286846711,0.827,0.369,5.97799456385665e-106,"11","Snrpd2",FALSE,TRUE
"mt-Nd5.8",2.3853708878804e-110,0.59837608125999,0.832,0.386,6.73938836952848e-106,"11","mt-Nd5",FALSE,FALSE
"Atp5j2.6",2.97659210645203e-110,0.387387907941726,0.871,0.445,8.40976567835891e-106,"11","Atp5j2",FALSE,FALSE
"Hsd17b10.4",3.30264609584697e-110,0.306996392080207,0.656,0.225,9.33096601459644e-106,"11","Hsd17b10",FALSE,FALSE
"Ndufs5.4",5.98147467627752e-110,0.391642353795395,0.825,0.366,1.68994604028869e-105,"11","Ndufs5",FALSE,FALSE
"Eif4ebp1.8",7.39060410782471e-110,0.384012655272849,0.746,0.286,2.08806737858371e-105,"11","Eif4ebp1",FALSE,FALSE
"Fkbp3.5",8.47930594502848e-110,0.479113814485332,0.777,0.319,2.3956583086489e-105,"11","Fkbp3",FALSE,FALSE
"Ndufb7.3",1.07436340683104e-109,0.377886410831684,0.767,0.324,3.03539893331972e-105,"11","Ndufb7",FALSE,FALSE
"Cox14",1.1334580410106e-109,0.280559943163766,0.734,0.272,3.20235900326726e-105,"11","Cox14",FALSE,FALSE
"Nono.8",1.93574958555437e-109,0.350363390094355,0.713,0.26,5.46907330406676e-105,"11","Nono",FALSE,FALSE
"Atp5b.6",2.11348392193656e-109,0.642891033063953,0.935,0.699,5.97122612464737e-105,"11","Atp5b",FALSE,FALSE
"2410015M20Rik.7",2.63913568810077e-109,0.430085977399462,0.78,0.313,7.4563500595911e-105,"11","2410015M20Rik",FALSE,FALSE
"Sec11a.7",4.20886610675444e-109,0.322159271984299,0.697,0.244,1.18913094114133e-104,"11","Sec11a",FALSE,FALSE
"Rras2.3",5.27153212599198e-109,0.289117969116322,0.511,0.155,1.48936597155651e-104,"11","Rras2",FALSE,FALSE
"mt-Nd1.8",6.06339693230297e-109,0.754377253866039,0.914,0.576,1.71309153528356e-104,"11","mt-Nd1",FALSE,FALSE
"Med28.5",1.25715113929865e-108,0.353543754616098,0.662,0.234,3.55182911386047e-104,"11","Med28",FALSE,FALSE
"Rtn4.8",2.117635797025e-108,0.628519509382903,0.899,0.529,5.98295641733472e-104,"11","Rtn4",FALSE,FALSE
"Polr2k.6",2.25014021686968e-108,0.318795820422683,0.682,0.242,6.35732115472192e-104,"11","Polr2k",FALSE,FALSE
"Pcbp1.10",2.73052271877122e-108,0.51913531889679,0.821,0.368,7.71454583734431e-104,"11","Pcbp1",TRUE,TRUE
"Rps11.10",2.89492859338868e-108,0.626305597937204,0.923,0.594,8.17904175490103e-104,"11","Rps11",FALSE,FALSE
"Dnajb11.4",3.86864063274323e-108,0.255089790078923,0.574,0.184,1.09300703796894e-103,"11","Dnajb11",FALSE,FALSE
"Shfm1.9",3.91941802583249e-108,0.57509295131776,0.858,0.444,1.10735317483845e-103,"11","Shfm1",FALSE,FALSE
"Ruvbl1.6",3.99625628054483e-108,0.29292706813489,0.607,0.199,1.12906228694233e-103,"11","Ruvbl1",FALSE,FALSE
"Gnb2l1.10",6.15770108928312e-108,0.664983499637795,0.912,0.58,1.73973528875516e-103,"11","Gnb2l1",FALSE,TRUE
"Tmed9.8",6.25985120472367e-108,0.481326853708213,0.806,0.342,1.76859576087058e-103,"11","Tmed9",FALSE,TRUE
"Dync1li1.2",7.03509626424147e-108,0.263582941282352,0.555,0.176,1.98762574753614e-103,"11","Dync1li1",FALSE,FALSE
"Calr.9",8.21136607650728e-108,0.498804677434609,0.848,0.372,2.3199572575956e-103,"11","Calr",FALSE,FALSE
"Wdr89.7",8.73614354007771e-108,0.295672744921745,0.664,0.231,2.46822263437816e-103,"11","Wdr89",FALSE,FALSE
"Mdh2.6",1.05594786566158e-107,0.556345587913972,0.845,0.427,2.98336950485367e-103,"11","Mdh2",FALSE,FALSE
"H3f3a.10",1.48860740891461e-107,0.597997918363453,0.902,0.534,4.20576251240645e-103,"11","H3f3a",FALSE,FALSE
"Rps9.10",2.0775188806722e-107,0.639973777315878,0.927,0.599,5.86961409356318e-103,"11","Rps9",FALSE,FALSE
"Ssu72.3",2.57768132984532e-107,0.290859576948937,0.639,0.219,7.282723061212e-103,"11","Ssu72",FALSE,FALSE
"Rapsn.4",3.33968894736025e-107,0.327155179445759,0.599,0.199,9.43562318297691e-103,"11","Rapsn",FALSE,FALSE
"Atp13a3.3",3.47577196853883e-107,0.297413518470623,0.573,0.187,9.82009854271275e-103,"11","Atp13a3",FALSE,TRUE
"Tmem70.2",3.73309871915711e-107,0.287465399473588,0.538,0.173,1.05471238112346e-102,"11","Tmem70",FALSE,FALSE
"Fam96b.4",4.88067153965553e-107,0.326889507427207,0.604,0.206,1.37893613009888e-102,"11","Fam96b",FALSE,FALSE
"Cox7a2l.8",6.22666124129813e-107,0.581135958923223,0.861,0.441,1.75921860050396e-102,"11","Cox7a2l",FALSE,FALSE
"Smdt1.5",7.10305234445416e-107,0.460886579328743,0.791,0.349,2.00682537887863e-102,"11","Smdt1",FALSE,FALSE
"Macf1.7",9.21462953973567e-107,0.500645257115627,0.648,0.237,2.60340928386152e-102,"11","Macf1",FALSE,FALSE
"Gapdh.5",1.28068961221882e-106,0.365642256204505,0.917,0.575,3.61833236140183e-102,"11","Gapdh",FALSE,TRUE
"Cnih4.6",1.28154694314992e-106,0.333359047842451,0.564,0.187,3.62075457848147e-102,"11","Cnih4",FALSE,FALSE
"Acsl3.1",3.2564435105879e-106,0.321174088372496,0.542,0.171,9.200429850464e-102,"11","Acsl3",FALSE,FALSE
"Gtf2h5.6",3.58373571887067e-106,0.410390283378818,0.718,0.281,1.01251285265253e-101,"11","Gtf2h5",FALSE,FALSE
"Dag1.8",5.7865618189823e-106,0.361804680837866,0.638,0.219,1.63487731071707e-101,"11","Dag1",FALSE,TRUE
"Psmc3.5",6.16192735221462e-106,0.499444602293182,0.817,0.361,1.7409293348212e-101,"11","Psmc3",FALSE,FALSE
"Rpl10-ps3.7",6.19901117282511e-106,0.347569560612341,0.424,0.119,1.75140662665828e-101,"11","Rpl10-ps3",FALSE,FALSE
"Ndufb6.4",8.69420123385408e-106,0.430598664297648,0.757,0.312,2.45637267460079e-101,"11","Ndufb6",FALSE,FALSE
"mt-Atp6.8",9.39745541410359e-106,0.75607153361538,0.92,0.593,2.65506307814669e-101,"11","mt-Atp6",FALSE,FALSE
"Ndufs6.2",1.26213636425382e-105,0.340572876011431,0.754,0.307,3.56591386992631e-101,"11","Ndufs6",FALSE,FALSE
"Ctnnb1.8",1.28033786785691e-105,0.37931648846757,0.711,0.268,3.61733857805612e-101,"11","Ctnnb1",TRUE,FALSE
"Dars.3",1.61699015373569e-105,0.325822210562953,0.667,0.236,4.56848228134945e-101,"11","Dars",FALSE,FALSE
"Pdia6.7",2.04575472236445e-105,0.401428925272368,0.736,0.287,5.77987081709629e-101,"11","Pdia6",FALSE,FALSE
"BC056474.7",2.42398420245424e-105,0.336610571457478,0.67,0.236,6.84848256719397e-101,"11","BC056474",FALSE,FALSE
"Fam162a.6",2.47437929650692e-105,0.368346447456003,0.682,0.248,6.990863826421e-101,"11","Fam162a",FALSE,FALSE
"Rpl19.10",2.78010934611629e-105,0.630665643806782,0.92,0.595,7.85464293558236e-101,"11","Rpl19",FALSE,FALSE
"Gm10175.6",2.80142240730304e-105,0.566765184555684,0.842,0.418,7.91485872735327e-101,"11","Gm10175",FALSE,FALSE
"2700060E02Rik.8",3.62375754649474e-105,0.46289785477433,0.817,0.348,1.02382021961116e-100,"11","2700060E02Rik",FALSE,FALSE
"Ergic3.6",3.97719097030051e-105,0.318425541956689,0.662,0.234,1.123675764839e-100,"11","Ergic3",FALSE,FALSE
"Aimp1.3",4.46618922048501e-105,0.364299569476906,0.723,0.27,1.26183244046363e-100,"11","Aimp1",FALSE,FALSE
"Psmc1.4",4.8583163875293e-105,0.363151938630858,0.667,0.243,1.37262012896865e-100,"11","Psmc1",FALSE,FALSE
"Cacybp.6",5.34536111831456e-105,0.431541867098063,0.724,0.283,1.51022487675741e-100,"11","Cacybp",FALSE,FALSE
"Eif3f.8",6.10204425874248e-105,0.577348995162865,0.879,0.465,1.72401056442251e-100,"11","Eif3f",FALSE,FALSE
"Cox5b.5",7.2708230333055e-105,0.468199757352412,0.866,0.46,2.0542256315998e-100,"11","Cox5b",FALSE,FALSE
"Arpc4.4",1.3706422811947e-104,0.264255193402834,0.599,0.197,3.87247563705939e-100,"11","Arpc4",FALSE,FALSE
"Ndufa11.3",1.7288911816181e-104,0.309508224502547,0.739,0.293,4.88463625542562e-100,"11","Ndufa11",FALSE,FALSE
"Atp5d.5",2.69504604830491e-104,0.553191790120135,0.866,0.507,7.61431360027586e-100,"11","Atp5d",FALSE,FALSE
"Rps15a.10",3.27009583325757e-104,0.63126724743728,0.923,0.599,9.23900175770261e-100,"11","Rps15a",FALSE,TRUE
"Pfdn4.5",3.43683548627104e-104,0.273483752890323,0.612,0.205,9.71009129936157e-100,"11","Pfdn4",FALSE,FALSE
"Psma5.10",3.80425115937379e-104,0.425779826879617,0.768,0.311,1.07481508005788e-99,"11","Psma5",FALSE,FALSE
"Atp5j.6",4.2952603703643e-104,0.337223407326656,0.871,0.477,1.21353991243903e-99,"11","Atp5j",FALSE,FALSE
