"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Col6a2.1",0,0.664168574415314,0.92,0.88,0,"FAPs (Pro-remodeling)","Col6a2"
"Ank2.1",0,0.663267218942874,0.548,0.308,0,"FAPs (Pro-remodeling)","Ank2"
"Matn2.1",0,0.655894818182917,0.465,0.237,0,"FAPs (Pro-remodeling)","Matn2"
"Itih5.1",0,0.654657829075032,0.794,0.721,0,"FAPs (Pro-remodeling)","Itih5"
"1500015O10Rik.1",0,0.644060700480429,0.227,0.104,0,"FAPs (Pro-remodeling)","1500015O10Rik"
"Ctsk.1",0,0.639936237417379,0.758,0.647,0,"FAPs (Pro-remodeling)","Ctsk"
"Igsf10.1",0,0.639844621150759,0.466,0.231,0,"FAPs (Pro-remodeling)","Igsf10"
"Lhfp.1",0,0.636610607231764,0.789,0.627,0,"FAPs (Pro-remodeling)","Lhfp"
"Fibin.1",0,0.636570119228273,0.333,0.129,0,"FAPs (Pro-remodeling)","Fibin"
"Col8a1.1",0,0.635414810349936,0.413,0.247,0,"FAPs (Pro-remodeling)","Col8a1"
"Dcn.1",0,0.634425721380071,0.999,0.999,0,"FAPs (Pro-remodeling)","Dcn"
"Mafb.1",0,0.630912065475879,0.548,0.368,0,"FAPs (Pro-remodeling)","Mafb"
"Btg2.1",0,0.629535531835448,0.692,0.585,0,"FAPs (Pro-remodeling)","Btg2"
"Clec11a.1",0,0.623520183404018,0.336,0.123,0,"FAPs (Pro-remodeling)","Clec11a"
"Lifr.1",0,0.621326928905889,0.449,0.256,0,"FAPs (Pro-remodeling)","Lifr"
"Cpe.1",0,0.621242650172597,0.15,0.036,0,"FAPs (Pro-remodeling)","Cpe"
"Col5a2.1",0,0.61773469448349,0.871,0.824,0,"FAPs (Pro-remodeling)","Col5a2"
"Atp1a2.1",0,0.613421481673739,0.257,0.049,0,"FAPs (Pro-remodeling)","Atp1a2"
"Tgfbi.1",0,0.612712595124583,0.658,0.487,0,"FAPs (Pro-remodeling)","Tgfbi"
"Col6a1.1",0,0.611716233814568,0.944,0.913,0,"FAPs (Pro-remodeling)","Col6a1"
"Col1a2.1",0,0.609659714229842,0.979,0.975,0,"FAPs (Pro-remodeling)","Col1a2"
"Scarf2.1",0,0.606944095897272,0.547,0.299,0,"FAPs (Pro-remodeling)","Scarf2"
"Nfib.1",0,0.60435326289944,0.839,0.738,0,"FAPs (Pro-remodeling)","Nfib"
"Tcf4.1",0,0.600206429479293,0.815,0.713,0,"FAPs (Pro-remodeling)","Tcf4"
"Sept4.1",0,0.599528391866615,0.335,0.084,0,"FAPs (Pro-remodeling)","Sept4"
"AW112010.1",0,0.59820375342759,0.583,0.453,0,"FAPs (Pro-remodeling)","AW112010"
"Fam198b.1",0,0.59452100048824,0.418,0.209,0,"FAPs (Pro-remodeling)","Fam198b"
"Bmper.1",0,0.592870452673481,0.439,0.213,0,"FAPs (Pro-remodeling)","Bmper"
"Meox2.1",0,0.584803180123392,0.556,0.391,0,"FAPs (Pro-remodeling)","Meox2"
"Spon1.1",0,0.582778408199035,0.276,0.08,0,"FAPs (Pro-remodeling)","Spon1"
"Eva1b.1",0,0.563830031838138,0.62,0.42,0,"FAPs (Pro-remodeling)","Eva1b"
"Tmem119.1",0,0.550215160522708,0.417,0.198,0,"FAPs (Pro-remodeling)","Tmem119"
"Cdh11.1",0,0.5465179591016,0.307,0.126,0,"FAPs (Pro-remodeling)","Cdh11"
"Ecm2.1",0,0.545625418395117,0.582,0.393,0,"FAPs (Pro-remodeling)","Ecm2"
"Adh1.1",0,0.540329515046514,0.339,0.165,0,"FAPs (Pro-remodeling)","Adh1"
"Ifngr1.1",0,0.537394070905283,0.734,0.638,0,"FAPs (Pro-remodeling)","Ifngr1"
"KCTD12.1",0,0.535953059752402,0.509,0.344,0,"FAPs (Pro-remodeling)","KCTD12"
"Cd302.1",0,0.52881294346232,0.863,0.79,0,"FAPs (Pro-remodeling)","Cd302"
"Plod1.1",0,0.528621170461582,0.521,0.338,0,"FAPs (Pro-remodeling)","Plod1"
"Ggt5.1",0,0.526436769103226,0.389,0.18,0,"FAPs (Pro-remodeling)","Ggt5"
"Bicc1.1",0,0.525641055981961,0.745,0.627,0,"FAPs (Pro-remodeling)","Bicc1"
"Tsc22d1.1",0,0.524445478822405,0.624,0.484,0,"FAPs (Pro-remodeling)","Tsc22d1"
"Lsamp.1",0,0.52179977603283,0.285,0.08,0,"FAPs (Pro-remodeling)","Lsamp"
"Sema5a.1",0,0.512690251721427,0.307,0.097,0,"FAPs (Pro-remodeling)","Sema5a"
"Emp1.1",0,0.508668224779372,0.884,0.778,0,"FAPs (Pro-remodeling)","Emp1"
"Anxa5.1",0,0.501816408624692,0.956,0.896,0,"FAPs (Pro-remodeling)","Anxa5"
"Serpinf1.1",0,0.501288079205613,0.98,0.962,0,"FAPs (Pro-remodeling)","Serpinf1"
"Col5a3.1",0,0.49708506903945,0.774,0.689,0,"FAPs (Pro-remodeling)","Col5a3"
"App.1",0,0.496544112601756,0.875,0.808,0,"FAPs (Pro-remodeling)","App"
"Col3a1.1",0,0.495115946953318,0.97,0.971,0,"FAPs (Pro-remodeling)","Col3a1"
"Ltbp4.1",0,0.49501055024992,0.758,0.644,0,"FAPs (Pro-remodeling)","Ltbp4"
"Boc.1",0,0.492761093008616,0.346,0.167,0,"FAPs (Pro-remodeling)","Boc"
"Itgbl1.1",0,0.484176535478829,0.386,0.223,0,"FAPs (Pro-remodeling)","Itgbl1"
"Cd63.1",0,0.483165173969499,0.981,0.967,0,"FAPs (Pro-remodeling)","Cd63"
"Mxra8.1",0,0.481812292726152,0.816,0.743,0,"FAPs (Pro-remodeling)","Mxra8"
"Pcolce.1",0,0.479068029800868,0.961,0.91,0,"FAPs (Pro-remodeling)","Pcolce"
"Col18a1.1",0,0.476348439693237,0.362,0.212,0,"FAPs (Pro-remodeling)","Col18a1"
"Emilin1.1",0,0.47497211749408,0.47,0.286,0,"FAPs (Pro-remodeling)","Emilin1"
"Scn7a.1",0,0.474277644424327,0.557,0.395,0,"FAPs (Pro-remodeling)","Scn7a"
"Gfra1.1",0,0.468043066959598,0.256,0.084,0,"FAPs (Pro-remodeling)","Gfra1"
"Sepp1.1",0,0.467215109631629,0.922,0.872,0,"FAPs (Pro-remodeling)","Sepp1"
"Mmp2.1",0,0.465267892368875,0.921,0.898,0,"FAPs (Pro-remodeling)","Mmp2"
"F2r.1",0,0.464154301945774,0.318,0.145,0,"FAPs (Pro-remodeling)","F2r"
"Prrx2.1",0,0.462748908802008,0.517,0.32,0,"FAPs (Pro-remodeling)","Prrx2"
"Rhoj.1",0,0.459375892625753,0.806,0.724,0,"FAPs (Pro-remodeling)","Rhoj"
"Tmem204.1",0,0.458470201742312,0.27,0.07,0,"FAPs (Pro-remodeling)","Tmem204"
"Dio2.1",0,0.456659359145541,0.211,0.067,0,"FAPs (Pro-remodeling)","Dio2"
"Clmp.1",0,0.456093737272338,0.641,0.502,0,"FAPs (Pro-remodeling)","Clmp"
"Ndrg2.1",0,0.454929245574769,0.327,0.142,0,"FAPs (Pro-remodeling)","Ndrg2"
"Mrc2.1",0,0.450896192769136,0.581,0.465,0,"FAPs (Pro-remodeling)","Mrc2"
"Adam19.1",0,0.439511349056108,0.396,0.241,0,"FAPs (Pro-remodeling)","Adam19"
"Cxcl16.1",0,0.439226188667478,0.376,0.178,0,"FAPs (Pro-remodeling)","Cxcl16"
"Gng11.1",0,0.439186972128932,0.659,0.534,0,"FAPs (Pro-remodeling)","Gng11"
"Gnb4.1",0,0.43735159702689,0.416,0.242,0,"FAPs (Pro-remodeling)","Gnb4"
"Cd81.1",0,0.437006141607837,0.965,0.943,0,"FAPs (Pro-remodeling)","Cd81"
"Mme.1",0,0.430240190249507,0.27,0.118,0,"FAPs (Pro-remodeling)","Mme"
"Clec1a.1",0,0.429824227427766,0.237,0.082,0,"FAPs (Pro-remodeling)","Clec1a"
"Col27a1.1",0,0.425852907513382,0.334,0.17,0,"FAPs (Pro-remodeling)","Col27a1"
"Rcn3.1",0,0.420818138798755,0.826,0.75,0,"FAPs (Pro-remodeling)","Rcn3"
"Pdgfra.1",0,0.413970962767684,0.769,0.669,0,"FAPs (Pro-remodeling)","Pdgfra"
"C2.1",0,0.408482257600493,0.228,0.103,0,"FAPs (Pro-remodeling)","C2"
"Entpd2",0,0.408255906571173,0.836,0.747,0,"FAPs (Pro-remodeling)","Entpd2"
"Sept11.1",0,0.404290100821199,0.49,0.351,0,"FAPs (Pro-remodeling)","Sept11"
"Rgs10.1",0,0.402620279179127,0.423,0.265,0,"FAPs (Pro-remodeling)","Rgs10"
"Ppap2a.1",0,0.400701417264704,0.434,0.267,0,"FAPs (Pro-remodeling)","Ppap2a"
"Vcam1.1",0,0.400219590279957,0.332,0.193,0,"FAPs (Pro-remodeling)","Vcam1"
"Arhgap24.1",0,0.399374962468461,0.41,0.257,0,"FAPs (Pro-remodeling)","Arhgap24"
"Gaa.1",0,0.393314003772571,0.521,0.383,0,"FAPs (Pro-remodeling)","Gaa"
"Tril.1",0,0.392220344044872,0.361,0.213,0,"FAPs (Pro-remodeling)","Tril"
"Auts2.1",0,0.389426218821446,0.503,0.361,0,"FAPs (Pro-remodeling)","Auts2"
"Fmo1.1",0,0.378521669779769,0.332,0.165,0,"FAPs (Pro-remodeling)","Fmo1"
"0610007N19Rik.1",0,0.37622628095594,0.635,0.525,0,"FAPs (Pro-remodeling)","0610007N19Rik"
"Slc50a1.1",0,0.373277842141825,0.602,0.473,0,"FAPs (Pro-remodeling)","Slc50a1"
"Igsf3.1",0,0.37059176263576,0.349,0.183,0,"FAPs (Pro-remodeling)","Igsf3"
"Kcnk2.1",0,0.365411869614506,0.176,0.05,0,"FAPs (Pro-remodeling)","Kcnk2"
"Mbnl2.1",0,0.364812707727585,0.688,0.58,0,"FAPs (Pro-remodeling)","Mbnl2"
"Itm2c.1",0,0.364100930518295,0.764,0.688,0,"FAPs (Pro-remodeling)","Itm2c"
"Wfdc1.1",0,0.363159777995109,0.161,0.045,0,"FAPs (Pro-remodeling)","Wfdc1"
"Fkbp7.1",0,0.361227134197055,0.724,0.634,0,"FAPs (Pro-remodeling)","Fkbp7"
"Spats2l.1",0,0.359835707127176,0.345,0.195,0,"FAPs (Pro-remodeling)","Spats2l"
"Deptor.1",0,0.352304119018267,0.282,0.14,0,"FAPs (Pro-remodeling)","Deptor"
"Wbp5.1",0,0.340250332231862,0.796,0.702,0,"FAPs (Pro-remodeling)","Wbp5"
"Ctsz.1",0,0.336069138431865,0.835,0.773,0,"FAPs (Pro-remodeling)","Ctsz"
"Sertad4.1",0,0.331261630162091,0.287,0.148,0,"FAPs (Pro-remodeling)","Sertad4"
"Tspan11.1",0,0.330497092771171,0.242,0.102,0,"FAPs (Pro-remodeling)","Tspan11"
"Pappa.1",0,0.304805805384344,0.151,0.038,0,"FAPs (Pro-remodeling)","Pappa"
"Fscn1.1",0,0.302830244529471,0.401,0.231,0,"FAPs (Pro-remodeling)","Fscn1"
"Ifitm2.1",0,0.302034195633035,0.975,0.961,0,"FAPs (Pro-remodeling)","Ifitm2"
"Dact3.1",0,0.301735679385851,0.268,0.138,0,"FAPs (Pro-remodeling)","Dact3"
"Epha4.1",0,0.297586391789962,0.183,0.047,0,"FAPs (Pro-remodeling)","Epha4"
"Serpinh1.1",0,0.283761677713826,0.964,0.95,0,"FAPs (Pro-remodeling)","Serpinh1"
"Cntfr.1",0,0.275750219429369,0.139,0.039,0,"FAPs (Pro-remodeling)","Cntfr"
"Acp5.1",0,0.273044167469411,0.195,0.075,0,"FAPs (Pro-remodeling)","Acp5"
"P2ry1.1",0,0.271931583436529,0.129,0.025,0,"FAPs (Pro-remodeling)","P2ry1"
"Ednra.1",0,0.25373161845746,0.162,0.046,0,"FAPs (Pro-remodeling)","Ednra"
"Rpl7",0,-0.252777882691535,0.976,0.99,0,"FAPs (Pro-remodeling)","Rpl7"
"Pacsin2.1",0,-0.259833968797815,0.242,0.387,0,"FAPs (Pro-remodeling)","Pacsin2"
"Lmnb1",0,-0.260283971859014,0.08,0.211,0,"FAPs (Pro-remodeling)","Lmnb1"
"Eef1a1",0,-0.26730080814064,0.994,0.998,0,"FAPs (Pro-remodeling)","Eef1a1"
"Rps27a",0,-0.26871184360017,0.989,0.996,0,"FAPs (Pro-remodeling)","Rps27a"
"Rpl36a",0,-0.272707500254748,0.966,0.984,0,"FAPs (Pro-remodeling)","Rpl36a"
"Gpr64.1",0,-0.272783631763731,0.023,0.148,0,"FAPs (Pro-remodeling)","Gpr64"
"Hs3st1.1",0,-0.273122596572738,0.033,0.135,0,"FAPs (Pro-remodeling)","Hs3st1"
"Gpr1.1",0,-0.273518866446515,0.003,0.111,0,"FAPs (Pro-remodeling)","Gpr1"
"Cd200.1",0,-0.275865118292712,0.08,0.191,0,"FAPs (Pro-remodeling)","Cd200"
"Adamtsl5.1",0,-0.276062219089992,0.166,0.292,0,"FAPs (Pro-remodeling)","Adamtsl5"
"Rpl36.1",0,-0.27610341286821,0.975,0.987,0,"FAPs (Pro-remodeling)","Rpl36"
"Rpl13a",0,-0.277136824214919,0.988,0.996,0,"FAPs (Pro-remodeling)","Rpl13a"
"Rps2",0,-0.278221059371842,0.97,0.982,0,"FAPs (Pro-remodeling)","Rps2"
"Cdc20",0,-0.27935534288342,0.022,0.107,0,"FAPs (Pro-remodeling)","Cdc20"
"Eef2.1",0,-0.279513529676639,0.93,0.954,0,"FAPs (Pro-remodeling)","Eef2"
"Ppp2r2b.1",0,-0.281369763068811,0.035,0.156,0,"FAPs (Pro-remodeling)","Ppp2r2b"
"Sdk1.1",0,-0.281472185000621,0.077,0.215,0,"FAPs (Pro-remodeling)","Sdk1"
"Rps24",0,-0.283501494829769,0.986,0.995,0,"FAPs (Pro-remodeling)","Rps24"
"Clip4.1",0,-0.283553848219044,0.069,0.194,0,"FAPs (Pro-remodeling)","Clip4"
"Gap43.1",0,-0.283727525561156,0.009,0.117,0,"FAPs (Pro-remodeling)","Gap43"
"Adora2b.1",0,-0.284679011146799,0.086,0.198,0,"FAPs (Pro-remodeling)","Adora2b"
"Rpl3",0,-0.287398244222429,0.969,0.98,0,"FAPs (Pro-remodeling)","Rpl3"
"RPL24.1",0,-0.288739341365626,0.927,0.957,0,"FAPs (Pro-remodeling)","RPL24"
"Rpl37.1",0,-0.292667157456757,0.982,0.992,0,"FAPs (Pro-remodeling)","Rpl37"
"Rps3",0,-0.293513381688833,0.976,0.987,0,"FAPs (Pro-remodeling)","Rps3"
"Rpl32",0,-0.294070519043768,0.986,0.992,0,"FAPs (Pro-remodeling)","Rpl32"
"Rab32.1",0,-0.294623430556074,0.118,0.264,0,"FAPs (Pro-remodeling)","Rab32"
"Rps19",0,-0.295450080982293,0.99,0.994,0,"FAPs (Pro-remodeling)","Rps19"
"Edem2.1",0,-0.296131500521197,0.18,0.324,0,"FAPs (Pro-remodeling)","Edem2"
"Ackr2.1",0,-0.299732437436688,0.013,0.136,0,"FAPs (Pro-remodeling)","Ackr2"
"Rpl18a",0,-0.3025017913451,0.989,0.994,0,"FAPs (Pro-remodeling)","Rpl18a"
"Rcan2.1",0,-0.302507291547246,0.061,0.203,0,"FAPs (Pro-remodeling)","Rcan2"
"Rpl5",0,-0.302738260859966,0.93,0.964,0,"FAPs (Pro-remodeling)","Rpl5"
"Ccnb2",0,-0.303117093158651,0.042,0.124,0,"FAPs (Pro-remodeling)","Ccnb2"
"Rps18",0,-0.303373128702523,0.98,0.99,0,"FAPs (Pro-remodeling)","Rps18"
"Rps23",0,-0.304009372688506,0.991,0.996,0,"FAPs (Pro-remodeling)","Rps23"
"Ftl1.1",0,-0.306245000702766,0.988,0.99,0,"FAPs (Pro-remodeling)","Ftl1"
"Rpl29",0,-0.308477528203117,0.912,0.937,0,"FAPs (Pro-remodeling)","Rpl29"
"Serpinb1a.1",0,-0.309609384482489,0.197,0.339,0,"FAPs (Pro-remodeling)","Serpinb1a"
"Naca",0,-0.310163161801681,0.934,0.959,0,"FAPs (Pro-remodeling)","Naca"
"Rps4x.1",0,-0.311149229324647,0.99,0.995,0,"FAPs (Pro-remodeling)","Rps4x"
"Stxbp6.1",0,-0.312518158026746,0.13,0.294,0,"FAPs (Pro-remodeling)","Stxbp6"
"Fkbp1a",0,-0.316475495840042,0.803,0.864,0,"FAPs (Pro-remodeling)","Fkbp1a"
"Mki67",0,-0.317688433110432,0.015,0.112,0,"FAPs (Pro-remodeling)","Mki67"
"Kcnk5.1",0,-0.31792145067391,0.028,0.176,0,"FAPs (Pro-remodeling)","Kcnk5"
"Myl6.1",0,-0.320924099169011,0.938,0.968,0,"FAPs (Pro-remodeling)","Myl6"
"Pygl.1",0,-0.321067730108625,0.151,0.29,0,"FAPs (Pro-remodeling)","Pygl"
"Fgf18.1",0,-0.321306528843942,0.154,0.295,0,"FAPs (Pro-remodeling)","Fgf18"
"Sema3b.1",0,-0.322233760821272,0.062,0.185,0,"FAPs (Pro-remodeling)","Sema3b"
"Edn1.1",0,-0.322316028371093,0.032,0.125,0,"FAPs (Pro-remodeling)","Edn1"
"Pgd.1",0,-0.327552486526259,0.273,0.432,0,"FAPs (Pro-remodeling)","Pgd"
"Efhd2.1",0,-0.328281537233863,0.24,0.398,0,"FAPs (Pro-remodeling)","Efhd2"
"Pts.1",0,-0.328718354336978,0.177,0.324,0,"FAPs (Pro-remodeling)","Pts"
"Rap1b.1",0,-0.329252851079721,0.744,0.822,0,"FAPs (Pro-remodeling)","Rap1b"
"Pdgfc.1",0,-0.330515136817607,0.021,0.152,0,"FAPs (Pro-remodeling)","Pdgfc"
"Glce.1",0,-0.331908485791621,0.15,0.289,0,"FAPs (Pro-remodeling)","Glce"
"Rps14.1",0,-0.334921755001973,0.991,0.996,0,"FAPs (Pro-remodeling)","Rps14"
"Rhoc.1",0,-0.335075432611878,0.763,0.83,0,"FAPs (Pro-remodeling)","Rhoc"
"Clip1.1",0,-0.335470954175277,0.303,0.445,0,"FAPs (Pro-remodeling)","Clip1"
"Cdca3",0,-0.335925123574676,0.022,0.125,0,"FAPs (Pro-remodeling)","Cdca3"
"Rpl41.1",0,-0.336110712142738,0.992,0.997,0,"FAPs (Pro-remodeling)","Rpl41"
"Ybx1",0,-0.339380503169663,0.906,0.929,0,"FAPs (Pro-remodeling)","Ybx1"
"Irak3.1",0,-0.342657686858796,0.253,0.391,0,"FAPs (Pro-remodeling)","Irak3"
"Rpl14",0,-0.345045501723927,0.977,0.985,0,"FAPs (Pro-remodeling)","Rpl14"
"Tmem43.1",0,-0.345194544337753,0.317,0.47,0,"FAPs (Pro-remodeling)","Tmem43"
"Trip10.1",0,-0.345245317130568,0.385,0.531,0,"FAPs (Pro-remodeling)","Trip10"
"Tubb4a.1",0,-0.345759064009761,0.022,0.163,0,"FAPs (Pro-remodeling)","Tubb4a"
"Rpl35a.1",0,-0.346909810591414,0.989,0.995,0,"FAPs (Pro-remodeling)","Rpl35a"
"Rpl31.1",0,-0.348219576107769,0.945,0.97,0,"FAPs (Pro-remodeling)","Rpl31"
"Chp1.1",0,-0.349123538809282,0.368,0.523,0,"FAPs (Pro-remodeling)","Chp1"
"Rps26.1",0,-0.349813083627514,0.905,0.944,0,"FAPs (Pro-remodeling)","Rps26"
"Pvr.1",0,-0.351191885110389,0.187,0.333,0,"FAPs (Pro-remodeling)","Pvr"
"Nckap1.1",0,-0.351230950178361,0.387,0.528,0,"FAPs (Pro-remodeling)","Nckap1"
"Gpx4.1",0,-0.352762747485597,0.868,0.915,0,"FAPs (Pro-remodeling)","Gpx4"
"Ntn1.1",0,-0.352789854154321,0.281,0.44,0,"FAPs (Pro-remodeling)","Ntn1"
"Blvrb.1",0,-0.353049712539079,0.539,0.672,0,"FAPs (Pro-remodeling)","Blvrb"
"Rap1a.1",0,-0.355308748760469,0.707,0.799,0,"FAPs (Pro-remodeling)","Rap1a"
"Ildr2.1",0,-0.355892684384384,0.05,0.183,0,"FAPs (Pro-remodeling)","Ildr2"
"Carhsp1.1",0,-0.356031470735423,0.405,0.561,0,"FAPs (Pro-remodeling)","Carhsp1"
"Tns1.1",0,-0.357526271935553,0.361,0.502,0,"FAPs (Pro-remodeling)","Tns1"
"Il13ra1.1",0,-0.358383945162159,0.32,0.471,0,"FAPs (Pro-remodeling)","Il13ra1"
"Rps5.1",0,-0.35886822513753,0.986,0.993,0,"FAPs (Pro-remodeling)","Rps5"
"Slc4a4.1",0,-0.359984686475628,0.111,0.257,0,"FAPs (Pro-remodeling)","Slc4a4"
"Chst1.1",0,-0.361190378177064,0.018,0.169,0,"FAPs (Pro-remodeling)","Chst1"
"Rpl36al",0,-0.361311351009381,0.865,0.92,0,"FAPs (Pro-remodeling)","Rpl36al"
"Rps17",0,-0.363209681893606,0.963,0.982,0,"FAPs (Pro-remodeling)","Rps17"
"Rps6",0,-0.363822379058313,0.973,0.986,0,"FAPs (Pro-remodeling)","Rps6"
"Rpl4.1",0,-0.36452731817867,0.955,0.973,0,"FAPs (Pro-remodeling)","Rpl4"
"Clic1",0,-0.36556732849391,0.738,0.805,0,"FAPs (Pro-remodeling)","Clic1"
"Rhoa.1",0,-0.368829932850869,0.865,0.912,0,"FAPs (Pro-remodeling)","Rhoa"
"Duox1.1",0,-0.3714967813269,0.02,0.177,0,"FAPs (Pro-remodeling)","Duox1"
"Gm20204.1",0,-0.371825262113454,0.121,0.24,0,"FAPs (Pro-remodeling)","Gm20204"
"Rplp2.1",0,-0.373543917163852,0.971,0.989,0,"FAPs (Pro-remodeling)","Rplp2"
"Sfrp4.1",0,-0.374681751100777,0.193,0.42,0,"FAPs (Pro-remodeling)","Sfrp4"
"Tspo.1",0,-0.379360790846868,0.769,0.841,0,"FAPs (Pro-remodeling)","Tspo"
"Has2.1",0,-0.380215814649849,0.205,0.349,0,"FAPs (Pro-remodeling)","Has2"
"Rps25.1",0,-0.380843397604565,0.968,0.984,0,"FAPs (Pro-remodeling)","Rps25"
"Dbi.1",0,-0.38107942646775,0.728,0.804,0,"FAPs (Pro-remodeling)","Dbi"
"Rhoq.1",0,-0.381138401855447,0.446,0.579,0,"FAPs (Pro-remodeling)","Rhoq"
"Dcbld2.1",0,-0.382415838581659,0.349,0.507,0,"FAPs (Pro-remodeling)","Dcbld2"
"Rps3a1.1",0,-0.383051455724185,0.98,0.993,0,"FAPs (Pro-remodeling)","Rps3a1"
"Rarres2.1",0,-0.3838835133389,0.867,0.92,0,"FAPs (Pro-remodeling)","Rarres2"
"Rpl13.1",0,-0.384892791715039,0.995,0.998,0,"FAPs (Pro-remodeling)","Rpl13"
"Islr2.1",0,-0.385202014623151,0.061,0.208,0,"FAPs (Pro-remodeling)","Islr2"
"Pgf.1",0,-0.386662863342304,0.104,0.223,0,"FAPs (Pro-remodeling)","Pgf"
"Ptprj.1",0,-0.391488472344147,0.085,0.271,0,"FAPs (Pro-remodeling)","Ptprj"
"Rpl37a.1",0,-0.392356864300585,0.993,0.997,0,"FAPs (Pro-remodeling)","Rpl37a"
"Tubb6",0,-0.392477609312112,0.542,0.669,0,"FAPs (Pro-remodeling)","Tubb6"
"Ebf1.1",0,-0.39571743677446,0.889,0.928,0,"FAPs (Pro-remodeling)","Ebf1"
"Sirpa.1",0,-0.396395562982804,0.297,0.467,0,"FAPs (Pro-remodeling)","Sirpa"
"Rorb.1",0,-0.396571578231075,0.019,0.171,0,"FAPs (Pro-remodeling)","Rorb"
"Fam167a.1",0,-0.397441950230265,0.01,0.172,0,"FAPs (Pro-remodeling)","Fam167a"
"Itgb7.1",0,-0.400395376526354,0.009,0.106,0,"FAPs (Pro-remodeling)","Itgb7"
"Rpl21.1",0,-0.400873694082421,0.974,0.986,0,"FAPs (Pro-remodeling)","Rpl21"
"Ube2c",0,-0.408533339031022,0.017,0.109,0,"FAPs (Pro-remodeling)","Ube2c"
"Ptgs1.1",0,-0.40962626738699,0.074,0.22,0,"FAPs (Pro-remodeling)","Ptgs1"
"Plac9b.1",0,-0.410508905988398,0.176,0.318,0,"FAPs (Pro-remodeling)","Plac9b"
"Bmp2.1",0,-0.412538314973643,0.194,0.331,0,"FAPs (Pro-remodeling)","Bmp2"
"Actg1",0,-0.414484800654155,0.96,0.974,0,"FAPs (Pro-remodeling)","Actg1"
"Top2a",0,-0.415945890294122,0.02,0.108,0,"FAPs (Pro-remodeling)","Top2a"
"Osr2.1",0,-0.417856128716709,0.238,0.39,0,"FAPs (Pro-remodeling)","Osr2"
"Gda.1",0,-0.41817957033772,0.125,0.298,0,"FAPs (Pro-remodeling)","Gda"
"Sytl2.1",0,-0.421676441139138,0.036,0.215,0,"FAPs (Pro-remodeling)","Sytl2"
"Cd47.1",0,-0.422878274332604,0.857,0.916,0,"FAPs (Pro-remodeling)","Cd47"
"Rhou.1",0,-0.423217883047923,0.106,0.273,0,"FAPs (Pro-remodeling)","Rhou"
"Rps11.1",0,-0.431453566573087,0.978,0.99,0,"FAPs (Pro-remodeling)","Rps11"
"Smim14.1",0,-0.43337060474438,0.765,0.851,0,"FAPs (Pro-remodeling)","Smim14"
"Rps15.1",0,-0.433703030811661,0.981,0.994,0,"FAPs (Pro-remodeling)","Rps15"
"Mt2.1",0,-0.434363853816627,0.755,0.893,0,"FAPs (Pro-remodeling)","Mt2"
"Figf.1",0,-0.438194019846921,0.119,0.283,0,"FAPs (Pro-remodeling)","Figf"
"Cenpa",0,-0.440663570564139,0.032,0.118,0,"FAPs (Pro-remodeling)","Cenpa"
"Vat1.1",0,-0.441247279317299,0.563,0.709,0,"FAPs (Pro-remodeling)","Vat1"
"Nptn.1",0,-0.446021494809061,0.617,0.74,0,"FAPs (Pro-remodeling)","Nptn"
"Rpl35.1",0,-0.446124230069977,0.913,0.951,0,"FAPs (Pro-remodeling)","Rpl35"
"Flnb.1",0,-0.446939992684613,0.184,0.39,0,"FAPs (Pro-remodeling)","Flnb"
"Trio.1",0,-0.448796554127443,0.268,0.425,0,"FAPs (Pro-remodeling)","Trio"
"Ahnak2.1",0,-0.451037400599871,0.435,0.563,0,"FAPs (Pro-remodeling)","Ahnak2"
"Rbpj.1",0,-0.453664835118958,0.361,0.535,0,"FAPs (Pro-remodeling)","Rbpj"
"Ehd1.1",0,-0.458351347780321,0.415,0.598,0,"FAPs (Pro-remodeling)","Ehd1"
"Ebf2.1",0,-0.459527489237641,0.488,0.625,0,"FAPs (Pro-remodeling)","Ebf2"
"Mrpl33.1",0,-0.459824854547546,0.722,0.828,0,"FAPs (Pro-remodeling)","Mrpl33"
"Txn1.1",0,-0.468078683470946,0.913,0.95,0,"FAPs (Pro-remodeling)","Txn1"
"Plat.1",0,-0.470165283089785,0.546,0.685,0,"FAPs (Pro-remodeling)","Plat"
"Kif2a.1",0,-0.478196018210902,0.297,0.478,0,"FAPs (Pro-remodeling)","Kif2a"
"Engase.1",0,-0.47826837230447,0.09,0.241,0,"FAPs (Pro-remodeling)","Engase"
"Olfml2a.1",0,-0.480699002171207,0.054,0.218,0,"FAPs (Pro-remodeling)","Olfml2a"
"Ahnak.1",0,-0.48083001015268,0.894,0.949,0,"FAPs (Pro-remodeling)","Ahnak"
"Ckb.1",0,-0.481103767300507,0.453,0.594,0,"FAPs (Pro-remodeling)","Ckb"
"Atp2b1.1",0,-0.482558593162359,0.499,0.655,0,"FAPs (Pro-remodeling)","Atp2b1"
"Adamtsl4.1",0,-0.482660567154151,0.106,0.297,0,"FAPs (Pro-remodeling)","Adamtsl4"
"Nova1.1",0,-0.482970882386126,0.204,0.397,0,"FAPs (Pro-remodeling)","Nova1"
"Rock2.1",0,-0.483638667859283,0.543,0.688,0,"FAPs (Pro-remodeling)","Rock2"
"Nhsl1.1",0,-0.485249438424135,0.097,0.283,0,"FAPs (Pro-remodeling)","Nhsl1"
