"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Serbp1",0,0.973485875844709,0.975,0.749,0,"FAPs (Adipogenic)","Serbp1"
"Sec61b",0,0.96854385046432,0.985,0.806,0,"FAPs (Adipogenic)","Sec61b"
"Knstrn",0,0.963959148239601,0.703,0.017,0,"FAPs (Adipogenic)","Knstrn"
"Ltbp2.1",0,0.961661384961022,0.663,0.119,0,"FAPs (Adipogenic)","Ltbp2"
"Cdk4",0,0.956690652713301,0.942,0.514,0,"FAPs (Adipogenic)","Cdk4"
"Nhp2",0,0.956563146634077,0.876,0.366,0,"FAPs (Adipogenic)","Nhp2"
"Cox5a",0,0.953844052590752,0.966,0.642,0,"FAPs (Adipogenic)","Cox5a"
"Loxl3.1",0,0.95143492123716,0.877,0.354,0,"FAPs (Adipogenic)","Loxl3"
"Rrm1",0,0.950802229994693,0.77,0.112,0,"FAPs (Adipogenic)","Rrm1"
"Tubb6.1",0,0.949186553270145,0.937,0.565,0,"FAPs (Adipogenic)","Tubb6"
"Cfl1",0,0.947971818122463,0.991,0.87,0,"FAPs (Adipogenic)","Cfl1"
"Cenpm",0,0.945048083646051,0.801,0.026,0,"FAPs (Adipogenic)","Cenpm"
"Ccnb1",0,0.941994213264237,0.574,0.007,0,"FAPs (Adipogenic)","Ccnb1"
"Pfn1.1",0,0.940255839181388,0.992,0.889,0,"FAPs (Adipogenic)","Pfn1"
"Snrpe.1",0,0.938161914739018,0.974,0.666,0,"FAPs (Adipogenic)","Snrpe"
"Actg1.1",0,0.936126154984047,0.996,0.962,0,"FAPs (Adipogenic)","Actg1"
"Eef1b2.1",0,0.932936559894607,0.993,0.888,0,"FAPs (Adipogenic)","Eef1b2"
"Ssrp1",0,0.932776497045613,0.906,0.375,0,"FAPs (Adipogenic)","Ssrp1"
"Ube2s.1",0,0.923107605673017,0.93,0.588,0,"FAPs (Adipogenic)","Ube2s"
"Hnrnpab",0,0.921766157786717,0.961,0.61,0,"FAPs (Adipogenic)","Hnrnpab"
"Atp5g1",0,0.919871626875196,0.967,0.716,0,"FAPs (Adipogenic)","Atp5g1"
"Tpi1",0,0.90988656264334,0.938,0.549,0,"FAPs (Adipogenic)","Tpi1"
"Lig1",0,0.905630601328618,0.703,0.07,0,"FAPs (Adipogenic)","Lig1"
"Lsm4",0,0.895334069561087,0.945,0.484,0,"FAPs (Adipogenic)","Lsm4"
"Tagln",0,0.894184998863063,0.365,0.061,0,"FAPs (Adipogenic)","Tagln"
"Tacc3",0,0.893342556346857,0.718,0.026,0,"FAPs (Adipogenic)","Tacc3"
"H2afv",0,0.891368481924028,0.941,0.585,0,"FAPs (Adipogenic)","H2afv"
"Dctpp1",0,0.878210331744376,0.792,0.192,0,"FAPs (Adipogenic)","Dctpp1"
"Rps2.1",0,0.875854047795395,0.999,0.973,0,"FAPs (Adipogenic)","Rps2"
"Cenpw",0,0.87325726124861,0.784,0.047,0,"FAPs (Adipogenic)","Cenpw"
"Actn1.2",0,0.872052958473796,0.85,0.25,0,"FAPs (Adipogenic)","Actn1"
"Anln",0,0.871540009325778,0.637,0.011,0,"FAPs (Adipogenic)","Anln"
"Hmgn1",0,0.870149756264484,0.981,0.778,0,"FAPs (Adipogenic)","Hmgn1"
"Lmnb1.1",0,0.869289650202417,0.755,0.091,0,"FAPs (Adipogenic)","Lmnb1"
"Ptma",0,0.868287844576027,0.999,0.98,0,"FAPs (Adipogenic)","Ptma"
"Tcp1",0,0.865502100122869,0.938,0.534,0,"FAPs (Adipogenic)","Tcp1"
"Rpsa",0,0.863445572722923,0.999,0.965,0,"FAPs (Adipogenic)","Rpsa"
"Hdgf",0,0.858125245068468,0.951,0.58,0,"FAPs (Adipogenic)","Hdgf"
"Dek",0,0.848011912758974,0.916,0.483,0,"FAPs (Adipogenic)","Dek"
"P4hb.1",0,0.847107831920578,0.984,0.777,0,"FAPs (Adipogenic)","P4hb"
"RP23-45G16.5",0,0.843531888661399,0.631,0.025,0,"FAPs (Adipogenic)","RP23-45G16.5"
"Fkbp11.1",0,0.839107486102131,0.866,0.349,0,"FAPs (Adipogenic)","Fkbp11"
"Lsm5",0,0.832783341212576,0.919,0.365,0,"FAPs (Adipogenic)","Lsm5"
"Srm",0,0.832008211787797,0.828,0.422,0,"FAPs (Adipogenic)","Srm"
"Lsm2",0,0.831857625911954,0.86,0.259,0,"FAPs (Adipogenic)","Lsm2"
"Kpnb1",0,0.831570019759816,0.897,0.369,0,"FAPs (Adipogenic)","Kpnb1"
"Tagln2.1",0,0.828365497314376,0.982,0.766,0,"FAPs (Adipogenic)","Tagln2"
"Alyref",0,0.822748149090712,0.901,0.391,0,"FAPs (Adipogenic)","Alyref"
"Cdkn3",0,0.822510912087833,0.609,0.013,0,"FAPs (Adipogenic)","Cdkn3"
"Ppp1ca",0,0.810792105311583,0.966,0.689,0,"FAPs (Adipogenic)","Ppp1ca"
"Tubb2a",0,0.808191537353878,0.93,0.534,0,"FAPs (Adipogenic)","Tubb2a"
"Snrpf.1",0,0.807535783872557,0.966,0.68,0,"FAPs (Adipogenic)","Snrpf"
"Mrpl18",0,0.802022372073628,0.887,0.378,0,"FAPs (Adipogenic)","Mrpl18"
"Nudt21",0,0.801473649429412,0.902,0.349,0,"FAPs (Adipogenic)","Nudt21"
"Sf3b5",0,0.798309478670234,0.955,0.56,0,"FAPs (Adipogenic)","Sf3b5"
"Mcm5",0,0.798039420993329,0.635,0.033,0,"FAPs (Adipogenic)","Mcm5"
"Fscn1.2",0,0.796018977494114,0.867,0.326,0,"FAPs (Adipogenic)","Fscn1"
"Manf",0,0.79584617156589,0.967,0.738,0,"FAPs (Adipogenic)","Manf"
"Gmnn",0,0.794770478504038,0.643,0.025,0,"FAPs (Adipogenic)","Gmnn"
"Fkbp10.2",0,0.790456282252644,0.935,0.502,0,"FAPs (Adipogenic)","Fkbp10"
"Cav1.1",0,0.78960414685571,0.879,0.402,0,"FAPs (Adipogenic)","Cav1"
"Hist1h2ap",0,0.784127479855313,0.287,0.004,0,"FAPs (Adipogenic)","Hist1h2ap"
"Hsp90b1",0,0.782855377419084,0.989,0.886,0,"FAPs (Adipogenic)","Hsp90b1"
"Mxd3",0,0.782081747230771,0.589,0.005,0,"FAPs (Adipogenic)","Mxd3"
"Ppp1r14b.2",0,0.781368079003535,0.937,0.613,0,"FAPs (Adipogenic)","Ppp1r14b"
"Timm13",0,0.779044437076505,0.953,0.618,0,"FAPs (Adipogenic)","Timm13"
"Rps27l.1",0,0.777502590635272,0.979,0.837,0,"FAPs (Adipogenic)","Rps27l"
"Il1rl1",0,0.775737626633741,0.332,0.039,0,"FAPs (Adipogenic)","Il1rl1"
"Siva1.1",0,0.775723542581323,0.904,0.411,0,"FAPs (Adipogenic)","Siva1"
"Rpl10a",0,0.775602567350901,0.997,0.97,0,"FAPs (Adipogenic)","Rpl10a"
"Erp29",0,0.772917049371427,0.963,0.604,0,"FAPs (Adipogenic)","Erp29"
"Txn1.2",0,0.771969442783986,0.993,0.921,0,"FAPs (Adipogenic)","Txn1"
"Ssr4.1",0,0.769774479069056,0.981,0.788,0,"FAPs (Adipogenic)","Ssr4"
"Gins2",0,0.769665438813736,0.707,0.061,0,"FAPs (Adipogenic)","Gins2"
"Vdac1",0,0.766088550338132,0.94,0.503,0,"FAPs (Adipogenic)","Vdac1"
"Ckap2",0,0.762242400347191,0.588,0.017,0,"FAPs (Adipogenic)","Ckap2"
"Pmf1",0,0.760177061232675,0.731,0.04,0,"FAPs (Adipogenic)","Pmf1"
"Pdia6.1",0,0.755834529613521,0.979,0.781,0,"FAPs (Adipogenic)","Pdia6"
"Angptl4.2",0,0.755301261202203,0.817,0.279,0,"FAPs (Adipogenic)","Angptl4"
"Gnb2l1",0,0.754405700496621,0.995,0.929,0,"FAPs (Adipogenic)","Gnb2l1"
"Pdap1",0,0.75410889426983,0.938,0.529,0,"FAPs (Adipogenic)","Pdap1"
"Pbk",0,0.752867702933811,0.566,0.003,0,"FAPs (Adipogenic)","Pbk"
"Uqcrq",0,0.751338747295483,0.971,0.701,0,"FAPs (Adipogenic)","Uqcrq"
"Atpif1",0,0.747876029202472,0.975,0.715,0,"FAPs (Adipogenic)","Atpif1"
"Uhrf1",0,0.74770621791231,0.593,0.022,0,"FAPs (Adipogenic)","Uhrf1"
"Ddah1.1",0,0.747255462434203,0.477,0.079,0,"FAPs (Adipogenic)","Ddah1"
"Gpx7",0,0.74697854010768,0.934,0.537,0,"FAPs (Adipogenic)","Gpx7"
"Idh2.1",0,0.745435809102662,0.871,0.337,0,"FAPs (Adipogenic)","Idh2"
"Ssr2.1",0,0.74447201657864,0.956,0.691,0,"FAPs (Adipogenic)","Ssr2"
"Tm4sf1.2",0,0.744280831907438,0.917,0.549,0,"FAPs (Adipogenic)","Tm4sf1"
"Rangap1",0,0.742256736989413,0.774,0.122,0,"FAPs (Adipogenic)","Rangap1"
"Rfc2",0,0.742094253469587,0.775,0.17,0,"FAPs (Adipogenic)","Rfc2"
"Ndufa4",0,0.740291831275151,0.98,0.801,0,"FAPs (Adipogenic)","Ndufa4"
"Cct2",0,0.738456141574598,0.916,0.535,0,"FAPs (Adipogenic)","Cct2"
"Mlec.1",0,0.736307267513388,0.934,0.478,0,"FAPs (Adipogenic)","Mlec"
"Rps3.1",0,0.735234852353933,0.997,0.979,0,"FAPs (Adipogenic)","Rps3"
"Dnajc9",0,0.733848435703834,0.775,0.126,0,"FAPs (Adipogenic)","Dnajc9"
"Surf4",0,0.733779550261914,0.956,0.589,0,"FAPs (Adipogenic)","Surf4"
"Lsm6",0,0.732860112444604,0.911,0.398,0,"FAPs (Adipogenic)","Lsm6"
"Mcm6",0,0.732620536560892,0.633,0.102,0,"FAPs (Adipogenic)","Mcm6"
"Cct3",0,0.730814146437947,0.886,0.478,0,"FAPs (Adipogenic)","Cct3"
"Psma7",0,0.730640479442104,0.967,0.733,0,"FAPs (Adipogenic)","Psma7"
"Cacybp",0,0.730357811220558,0.886,0.439,0,"FAPs (Adipogenic)","Cacybp"
"Prmt1",0,0.729211373553216,0.868,0.428,0,"FAPs (Adipogenic)","Prmt1"
"Mdh2",0,0.727629537125478,0.941,0.608,0,"FAPs (Adipogenic)","Mdh2"
"Atp5o",0,0.72749892397166,0.966,0.707,0,"FAPs (Adipogenic)","Atp5o"
"Ckap2l",0,0.726726224444881,0.565,0.007,0,"FAPs (Adipogenic)","Ckap2l"
"Rpl36al.1",0,0.726472376067008,0.989,0.877,0,"FAPs (Adipogenic)","Rpl36al"
"Serpinh1.2",0,0.725592493054614,0.997,0.958,0,"FAPs (Adipogenic)","Serpinh1"
"Ap1s1",0,0.722089312742751,0.878,0.317,0,"FAPs (Adipogenic)","Ap1s1"
"Plk1",0,0.721087015685668,0.51,0.004,0,"FAPs (Adipogenic)","Plk1"
"Atp5b",0,0.715245359197495,0.979,0.845,0,"FAPs (Adipogenic)","Atp5b"
"Ywhah",0,0.714975824902488,0.94,0.541,0,"FAPs (Adipogenic)","Ywhah"
"Reep5",0,0.714446193239418,0.979,0.809,0,"FAPs (Adipogenic)","Reep5"
"Rpl3.1",0,0.714057344459497,0.996,0.972,0,"FAPs (Adipogenic)","Rpl3"
"Ddx39",0,0.710612904412758,0.747,0.177,0,"FAPs (Adipogenic)","Ddx39"
"Abracl",0,0.708510112753587,0.919,0.457,0,"FAPs (Adipogenic)","Abracl"
"Mcm3",0,0.706444126132699,0.542,0.059,0,"FAPs (Adipogenic)","Mcm3"
"Banf1",0,0.705807601951872,0.916,0.438,0,"FAPs (Adipogenic)","Banf1"
"Rpl14.1",0,0.704834303724524,0.998,0.978,0,"FAPs (Adipogenic)","Rpl14"
"Phb2",0,0.704493067157033,0.919,0.534,0,"FAPs (Adipogenic)","Phb2"
"Rps17.1",0,0.703864229025698,0.996,0.968,0,"FAPs (Adipogenic)","Rps17"
"Ssr1",0,0.703770995238715,0.962,0.612,0,"FAPs (Adipogenic)","Ssr1"
"Lsm3",0,0.701955911963902,0.879,0.317,0,"FAPs (Adipogenic)","Lsm3"
"Impdh2",0,0.701478218915198,0.908,0.477,0,"FAPs (Adipogenic)","Impdh2"
"C1qbp",0,0.701354727370279,0.849,0.439,0,"FAPs (Adipogenic)","C1qbp"
"Cald1.1",0,0.701352191579816,0.98,0.802,0,"FAPs (Adipogenic)","Cald1"
"Emilin1.2",0,0.696549210483896,0.87,0.393,0,"FAPs (Adipogenic)","Emilin1"
"Tmem14c",0,0.694501397808988,0.938,0.555,0,"FAPs (Adipogenic)","Tmem14c"
"Psma4",0,0.694142247351314,0.958,0.648,0,"FAPs (Adipogenic)","Psma4"
"Adam12.1",0,0.693040507059574,0.795,0.184,0,"FAPs (Adipogenic)","Adam12"
"Hat1",0,0.692006477448128,0.711,0.156,0,"FAPs (Adipogenic)","Hat1"
"Tmem97",0,0.690683986381791,0.762,0.21,0,"FAPs (Adipogenic)","Tmem97"
"Slc25a4",0,0.687821211194614,0.984,0.883,0,"FAPs (Adipogenic)","Slc25a4"
"Nasp",0,0.685867429790055,0.807,0.293,0,"FAPs (Adipogenic)","Nasp"
"Gm10175",0,0.683696545789891,0.958,0.671,0,"FAPs (Adipogenic)","Gm10175"
"Hnrnpd",0,0.681752715296494,0.878,0.424,0,"FAPs (Adipogenic)","Hnrnpd"
"Snrpd2",0,0.680997520164166,0.962,0.662,0,"FAPs (Adipogenic)","Snrpd2"
"Mrpl17",0,0.680984201208723,0.893,0.418,0,"FAPs (Adipogenic)","Mrpl17"
"Lyar",0,0.679156439503023,0.804,0.28,0,"FAPs (Adipogenic)","Lyar"
"Kif20a",0,0.679155971350859,0.566,0.007,0,"FAPs (Adipogenic)","Kif20a"
"Ostc",0,0.676873322740189,0.974,0.728,0,"FAPs (Adipogenic)","Ostc"
"Nudt4.1",0,0.676622947694969,0.915,0.46,0,"FAPs (Adipogenic)","Nudt4"
"Calm3.1",0,0.676466997614145,0.969,0.642,0,"FAPs (Adipogenic)","Calm3"
"Hnrnpa2b1",0,0.675264468521923,0.981,0.842,0,"FAPs (Adipogenic)","Hnrnpa2b1"
"Cnn2",0,0.674656325483893,0.708,0.233,0,"FAPs (Adipogenic)","Cnn2"
"Prrx2.2",0,0.673504563393698,0.875,0.438,0,"FAPs (Adipogenic)","Prrx2"
"Rpl32.1",0,0.671401332304712,1,0.987,0,"FAPs (Adipogenic)","Rpl32"
"Mrpl51",0,0.67082180577181,0.909,0.418,0,"FAPs (Adipogenic)","Mrpl51"
"Rpn1",0,0.669816620078514,0.941,0.579,0,"FAPs (Adipogenic)","Rpn1"
"Wisp1.1",0,0.668188344283516,0.606,0.16,0,"FAPs (Adipogenic)","Wisp1"
"Atp5g3",0,0.66777241661597,0.952,0.628,0,"FAPs (Adipogenic)","Atp5g3"
"Aprt.2",0,0.667665440470707,0.903,0.516,0,"FAPs (Adipogenic)","Aprt"
"Hdlbp.1",0,0.66732327827965,0.959,0.641,0,"FAPs (Adipogenic)","Hdlbp"
"Rpl18",0,0.66412520441378,0.999,0.979,0,"FAPs (Adipogenic)","Rpl18"
"Cct7",0,0.661432991368547,0.898,0.523,0,"FAPs (Adipogenic)","Cct7"
"Nans",0,0.656700312247443,0.856,0.303,0,"FAPs (Adipogenic)","Nans"
"Rfc5",0,0.655917905396112,0.704,0.063,0,"FAPs (Adipogenic)","Rfc5"
"Pabpc1",0,0.654152458585159,0.988,0.853,0,"FAPs (Adipogenic)","Pabpc1"
"Pa2g4",0,0.652173163211732,0.854,0.396,0,"FAPs (Adipogenic)","Pa2g4"
"Rpl8",0,0.651855816600569,0.998,0.983,0,"FAPs (Adipogenic)","Rpl8"
"Cct5",0,0.651193543444318,0.938,0.626,0,"FAPs (Adipogenic)","Cct5"
"Fam64a",0,0.6489391855097,0.491,0.002,0,"FAPs (Adipogenic)","Fam64a"
"Mrpl20",0,0.648660324386328,0.915,0.529,0,"FAPs (Adipogenic)","Mrpl20"
"Rps6.1",0,0.648618382771291,0.998,0.976,0,"FAPs (Adipogenic)","Rps6"
"Spc25",0,0.645929456834989,0.52,0.007,0,"FAPs (Adipogenic)","Spc25"
"Prdx4.2",0,0.643740489904,0.947,0.621,0,"FAPs (Adipogenic)","Prdx4"
"Nusap1",0,0.642849405613721,0.391,0.01,0,"FAPs (Adipogenic)","Nusap1"
"Rps20",0,0.641939003972615,0.999,0.983,0,"FAPs (Adipogenic)","Rps20"
"Bcat1",0,0.639320132692169,0.665,0.105,0,"FAPs (Adipogenic)","Bcat1"
"Anxa2.2",0,0.638070692841698,0.99,0.91,0,"FAPs (Adipogenic)","Anxa2"
"Slc25a3",0,0.637991857318431,0.981,0.829,0,"FAPs (Adipogenic)","Slc25a3"
"Cmc2",0,0.637074225593029,0.783,0.169,0,"FAPs (Adipogenic)","Cmc2"
"Fam162a",0,0.636873927891282,0.893,0.467,0,"FAPs (Adipogenic)","Fam162a"
"Eny2",0,0.636578357727809,0.946,0.555,0,"FAPs (Adipogenic)","Eny2"
"Gspt1",0,0.636238579015013,0.861,0.389,0,"FAPs (Adipogenic)","Gspt1"
"Kif23",0,0.634922579950891,0.46,0.003,0,"FAPs (Adipogenic)","Kif23"
"Arpc1b",0,0.634726349782164,0.989,0.891,0,"FAPs (Adipogenic)","Arpc1b"
"Cct8",0,0.632923768513685,0.92,0.557,0,"FAPs (Adipogenic)","Cct8"
"Snrpa1",0,0.632221951897621,0.816,0.277,0,"FAPs (Adipogenic)","Snrpa1"
"Atp5a1",0,0.63146257755816,0.971,0.771,0,"FAPs (Adipogenic)","Atp5a1"
"Eif3i",0,0.62839255223253,0.946,0.638,0,"FAPs (Adipogenic)","Eif3i"
"Mcm7",0,0.628290039195569,0.616,0.089,0,"FAPs (Adipogenic)","Mcm7"
"Ube2m",0,0.627762962614621,0.871,0.421,0,"FAPs (Adipogenic)","Ube2m"
"Serp1.1",0,0.627748271320937,0.955,0.624,0,"FAPs (Adipogenic)","Serp1"
"Col12a1.1",0,0.62620100215804,0.758,0.275,0,"FAPs (Adipogenic)","Col12a1"
"Rcn1.1",0,0.626090213217099,0.948,0.611,0,"FAPs (Adipogenic)","Rcn1"
"Maged1.1",0,0.624512436571658,0.948,0.617,0,"FAPs (Adipogenic)","Maged1"
"Btf3",0,0.623604993153031,0.99,0.921,0,"FAPs (Adipogenic)","Btf3"
"Tubb2b",0,0.62355646583024,0.747,0.257,0,"FAPs (Adipogenic)","Tubb2b"
"Eif6",0,0.621901935096805,0.903,0.501,0,"FAPs (Adipogenic)","Eif6"
"Psmb4",0,0.621675834380543,0.964,0.681,0,"FAPs (Adipogenic)","Psmb4"
"Cd44",0,0.621668878543483,0.905,0.474,0,"FAPs (Adipogenic)","Cd44"
"Atp5f1",0,0.620752763642584,0.974,0.771,0,"FAPs (Adipogenic)","Atp5f1"
"Anp32e.1",0,0.620331675938621,0.854,0.322,0,"FAPs (Adipogenic)","Anp32e"
"Ak2",0,0.620165340216395,0.832,0.325,0,"FAPs (Adipogenic)","Ak2"
"Ap2m1",0,0.619381565922934,0.956,0.638,0,"FAPs (Adipogenic)","Ap2m1"
"Nudcd2",0,0.619038000808279,0.874,0.347,0,"FAPs (Adipogenic)","Nudcd2"
"Aurkb",0,0.618731775324343,0.49,0.007,0,"FAPs (Adipogenic)","Aurkb"
"Gm10073",0,0.615894463855823,0.876,0.427,0,"FAPs (Adipogenic)","Gm10073"
"Mrps16",0,0.61585176065932,0.911,0.462,0,"FAPs (Adipogenic)","Mrps16"
"Ngfrap1.1",0,0.61526230764413,0.828,0.304,0,"FAPs (Adipogenic)","Ngfrap1"
"Txnl1",0,0.613994011500899,0.906,0.509,0,"FAPs (Adipogenic)","Txnl1"
"Rad21",0,0.612293324983638,0.8,0.296,0,"FAPs (Adipogenic)","Rad21"
"Limd2.1",0,0.611526167539035,0.737,0.17,0,"FAPs (Adipogenic)","Limd2"
"Clic1.1",0,0.610918634647639,0.972,0.749,0,"FAPs (Adipogenic)","Clic1"
"Psmb2",0,0.609534699395389,0.952,0.668,0,"FAPs (Adipogenic)","Psmb2"
"Tomm20",0,0.60923061036727,0.952,0.665,0,"FAPs (Adipogenic)","Tomm20"
"Pole3",0,0.608992365068079,0.83,0.245,0,"FAPs (Adipogenic)","Pole3"
"Ube2l3",0,0.60883765919844,0.927,0.527,0,"FAPs (Adipogenic)","Ube2l3"
"Naa50",0,0.606901168103994,0.886,0.434,0,"FAPs (Adipogenic)","Naa50"
"Ap2s1",0,0.605042044501468,0.937,0.507,0,"FAPs (Adipogenic)","Ap2s1"
"Mbd3",0,0.60459971117982,0.914,0.459,0,"FAPs (Adipogenic)","Mbd3"
"Phgdh",0,0.604547120547852,0.715,0.2,0,"FAPs (Adipogenic)","Phgdh"
"Diap3",0,0.603465156601583,0.573,0.014,0,"FAPs (Adipogenic)","Diap3"
"Mrpl12",0,0.602112196846444,0.828,0.367,0,"FAPs (Adipogenic)","Mrpl12"
"Swi5",0,0.601804236554322,0.978,0.797,0,"FAPs (Adipogenic)","Swi5"
"Serpine1.2",0,0.601753399492063,0.642,0.252,0,"FAPs (Adipogenic)","Serpine1"
"Prdx5",0,0.600909352890159,0.959,0.706,0,"FAPs (Adipogenic)","Prdx5"
"D17Wsu104e.1",0,0.599780408182487,0.926,0.551,0,"FAPs (Adipogenic)","D17Wsu104e"
"Taf10",0,0.599669748280457,0.868,0.402,0,"FAPs (Adipogenic)","Taf10"
"Sae1",0,0.597074595888521,0.848,0.315,0,"FAPs (Adipogenic)","Sae1"
"Myh9.1",0,0.596829349836713,0.821,0.35,0,"FAPs (Adipogenic)","Myh9"
"Rps27a.1",0,0.596374812221244,0.999,0.991,0,"FAPs (Adipogenic)","Rps27a"
"Npm3",0,0.596177657255556,0.851,0.365,0,"FAPs (Adipogenic)","Npm3"
"Vars",0,0.595276929697181,0.751,0.173,0,"FAPs (Adipogenic)","Vars"
"Ddb1",0,0.595122316894281,0.933,0.499,0,"FAPs (Adipogenic)","Ddb1"
"Rplp0",0,0.594367485675582,0.997,0.981,0,"FAPs (Adipogenic)","Rplp0"
"Hells",0,0.594333794553753,0.494,0.037,0,"FAPs (Adipogenic)","Hells"
"Eif3c",0,0.594303400575868,0.927,0.557,0,"FAPs (Adipogenic)","Eif3c"
"Tmem176a.2",0,0.592928654572461,0.741,0.272,0,"FAPs (Adipogenic)","Tmem176a"
"Postn.2",0,0.592631090898312,0.858,0.391,0,"FAPs (Adipogenic)","Postn"
"Eif1ax",0,0.591970110404965,0.91,0.478,0,"FAPs (Adipogenic)","Eif1ax"
"Eif4ebp1",0,0.590479454490663,0.881,0.45,0,"FAPs (Adipogenic)","Eif4ebp1"
"Wbp5.2",0,0.590409182214916,0.975,0.758,0,"FAPs (Adipogenic)","Wbp5"
"Hnrnpu",0,0.590404206026496,0.954,0.675,0,"FAPs (Adipogenic)","Hnrnpu"
"Gars",0,0.589682304177328,0.826,0.341,0,"FAPs (Adipogenic)","Gars"
"Mrpl42",0,0.589661364783616,0.904,0.466,0,"FAPs (Adipogenic)","Mrpl42"
"Anapc15",0,0.586700878360772,0.718,0.095,0,"FAPs (Adipogenic)","Anapc15"
"Exosc8",0,0.586673773989117,0.768,0.207,0,"FAPs (Adipogenic)","Exosc8"
"Kif11",0,0.584746835962252,0.451,0.005,0,"FAPs (Adipogenic)","Kif11"
"Hn1l",0,0.583961967943294,0.707,0.102,0,"FAPs (Adipogenic)","Hn1l"
"Rexo2",0,0.583506816108018,0.939,0.616,0,"FAPs (Adipogenic)","Rexo2"
"Rpsa-ps10",0,0.583021875074057,0.721,0.233,0,"FAPs (Adipogenic)","Rpsa-ps10"
"Haus7",0,0.580168273174109,0.695,0.108,0,"FAPs (Adipogenic)","Haus7"
"Sec61g",0,0.576950979998362,0.99,0.9,0,"FAPs (Adipogenic)","Sec61g"
"Sec61a1",0,0.575493065122201,0.94,0.531,0,"FAPs (Adipogenic)","Sec61a1"
"Pebp1",0,0.573876848011224,0.97,0.754,0,"FAPs (Adipogenic)","Pebp1"
"Wdr1",0,0.573428963210183,0.881,0.371,0,"FAPs (Adipogenic)","Wdr1"
"Tmem167.1",0,0.573361706969801,0.973,0.666,0,"FAPs (Adipogenic)","Tmem167"
"Incenp",0,0.572887311327296,0.502,0.023,0,"FAPs (Adipogenic)","Incenp"
"Hif1a",0,0.571967192306139,0.909,0.47,0,"FAPs (Adipogenic)","Hif1a"
"Prdx2",0,0.570320787368015,0.97,0.74,0,"FAPs (Adipogenic)","Prdx2"
"2810025M15Rik",0,0.56968655753708,0.742,0.147,0,"FAPs (Adipogenic)","2810025M15Rik"
"Efemp2",0,0.56963346891363,0.949,0.613,0,"FAPs (Adipogenic)","Efemp2"
"Galk1",0,0.569229359930462,0.776,0.28,0,"FAPs (Adipogenic)","Galk1"
"Ipo5",0,0.568618851045244,0.781,0.26,0,"FAPs (Adipogenic)","Ipo5"
"Ubl4",0,0.567043985676576,0.819,0.275,0,"FAPs (Adipogenic)","Ubl4"
"Arhgdia",0,0.565978688619616,0.961,0.704,0,"FAPs (Adipogenic)","Arhgdia"
"Tma7",0,0.564708886861049,0.97,0.716,0,"FAPs (Adipogenic)","Tma7"
"Srp9",0,0.564343881038587,0.962,0.684,0,"FAPs (Adipogenic)","Srp9"
"Dhfr",0,0.564199491794058,0.605,0.07,0,"FAPs (Adipogenic)","Dhfr"
"Cct4",0,0.564164296660934,0.937,0.601,0,"FAPs (Adipogenic)","Cct4"
"Nedd8",0,0.562867908767584,0.967,0.737,0,"FAPs (Adipogenic)","Nedd8"
"Calm1.2",0,0.562702482293925,0.993,0.901,0,"FAPs (Adipogenic)","Calm1"
"Ndufab1",0,0.562338793491116,0.916,0.572,0,"FAPs (Adipogenic)","Ndufab1"
"Ube2i",0,0.559515075255992,0.927,0.578,0,"FAPs (Adipogenic)","Ube2i"
"Mad2l1",0,0.559387916227216,0.627,0.025,0,"FAPs (Adipogenic)","Mad2l1"
"Cdkn2c",0,0.558782360616661,0.516,0.089,0,"FAPs (Adipogenic)","Cdkn2c"
"Pgp",0,0.558357025890696,0.79,0.268,0,"FAPs (Adipogenic)","Pgp"
"1810009A15Rik",0,0.556988806179064,0.81,0.269,0,"FAPs (Adipogenic)","1810009A15Rik"
"Nuf2",0,0.556777727055236,0.555,0.003,0,"FAPs (Adipogenic)","Nuf2"
"Tomm40",0,0.556037566503408,0.771,0.284,0,"FAPs (Adipogenic)","Tomm40"
"Hist1h1b",0,0.555684506171443,0.196,0.001,0,"FAPs (Adipogenic)","Hist1h1b"
"Rpl19",0,0.554762282463486,0.998,0.984,0,"FAPs (Adipogenic)","Rpl19"
"Eif2s1",0,0.554632874005614,0.812,0.334,0,"FAPs (Adipogenic)","Eif2s1"
"Taf9.1",0,0.55447449084547,0.862,0.369,0,"FAPs (Adipogenic)","Taf9.1"
"Psmd7",0,0.553895085807752,0.918,0.572,0,"FAPs (Adipogenic)","Psmd7"
"Mrpl14",0,0.553308624225989,0.895,0.443,0,"FAPs (Adipogenic)","Mrpl14"
"Rps11.2",0,0.55207153618132,0.998,0.981,0,"FAPs (Adipogenic)","Rps11"
"Dbf4",0,0.551564611670425,0.567,0.031,0,"FAPs (Adipogenic)","Dbf4"
"Eif4e2",0,0.549517194926705,0.894,0.452,0,"FAPs (Adipogenic)","Eif4e2"
"Hnrnpf",0,0.548021745073742,0.967,0.772,0,"FAPs (Adipogenic)","Hnrnpf"
"Rps19.1",0,0.547780423336482,0.999,0.991,0,"FAPs (Adipogenic)","Rps19"
"Tcf19",0,0.547706771009232,0.552,0.043,0,"FAPs (Adipogenic)","Tcf19"
"Rpl5.1",0,0.547265271891155,0.994,0.938,0,"FAPs (Adipogenic)","Rpl5"
"Fkbp3",0,0.546770866039682,0.877,0.463,0,"FAPs (Adipogenic)","Fkbp3"
