"x"
"Gm26206"
"Xkr4"
"Gm1992"
"Gm22848"
"Rp1"
"Sox17"
"Gm22307"
"Gm25493"
"Mrpl15"
"Lypla1"
"Tcea1"
"Gm6104"
"Rgs20"
"Gm16041"
"Atp6v1h"
"Oprk1"
"Gm22463"
"Npbwr1"
"Rb1cc1"
"4732440D04Rik"
"4732440D04Rik.1"
"Fam150a"
"St18"
"Pcmtd1"
"Gm23274"
"Gm26901"
"Sntg1"
"Gm23358"
"Gm24276"
"Gm24765"
"Rrs1"
"Adhfe1"
"2610203C22Rik"
"3110035E14Rik"
"Mybl1"
"Vcpip1"
"1700034P13Rik"
"Sgk3"
"Gm22607"
"Mcmdc2"
"Snhg6"
"Snord87"
"Tcf24"
"Gm10567"
"Ppp1r42"
"Gm15818"
"Gm24674"
"Cops5"
"Cspp1"
"Arfgef1"
"Gm26348"
"Cpa6"
"Gm25253"
"Gm22963"
"Prex2"
"Gm24173"
"A830018L16Rik"
"A830018L16Rik.1"
"Gm22633"
"mmu-mir-6341"
"Gm17644"
"Sulf1"
"Slco5a1"
"Gm5250"
"Prdm14"
"Ncoa2"
"AC121538.1"
"Gm23169"
"Tram1"
"Lactb2"
"Xkr9"
"Gm26273"
"Gm25491"
"Eya1"
"Gm22616"
"Msc"
"Gm9947"
"Trpa1"
"Gm26345"
"Kcnb2"
"Gm25227"
"Kcnb2.1"
"Gm25168"
"Terf1"
"Sbspon"
"Gm23259"
"4930444P10Rik"
"Rpl7"
"Rdh10"
"Stau2"
"Gm7568"
"Ube2w"
"Tceb1"
"D030040B21Rik"
"Tmem70"
"Ly96"
"Gm5828"
"Jph1"
"Gdap1"
"Gm25166"
"Pi15"
"Gm16070"
"Crispld1"
"Crisp4"
"Defb18"
"Defb41"
"Gm15386"
"Gm24075"
"Gm15825"
"Tfap2d"
"Tfap2b"
"Gm24633"
"Gm25568"
"Pkhd1"
"4930486I03Rik"
"Gm24162"
"Mir206"
"Mir133b"
"Il17a"
"Il17f"
"Mcm3"
"Gm24723"
"6720483E21Rik"
"Paqr8"
"Gm24171"
"Efhc1"
"Tram2"
"Tmem14a"
"Gsta3"
"Gm7094"
"Khdc1a"
"Khdc1c"
"Khdc1b"
"Kcnq5"
"Gm26580"
"Rims1"
"4933415F23Rik"
"Gm24176"
"Gm6420"
"Mir30a"
"Gm27028"
"Mir30c-2"
"Ogfrl1"
"B3gat2"
"Smap1"
"1110058L19Rik"
"Gm26524"
"Fam135a"
"Col9a1"
"Col19a1"
"Gm26418"
"Gm10222"
"Lmbrd1"
"Bai3"
"Gm22260"
"Gm25294"
"Gm9884"
"Gm24064"
"4931408C20Rik"
"n-R5s209"
"Gm597"
"Gm25586"
"Gm22679"
"Gm23785"
"mmu-mir-6342"
"Gm23771"
"AC132241.1"
"Gm9898"
"Phf3"
"Ptp4a1"
"Gm5698"
"Gm5699"
"5S-rRNA"
"4931428L18Rik"
"Lgsn"
"Pih1d3"
"Gm26145"
"Gm6489"
"Gm23032"
"Khdrbs2"
"Gm25814"
"Gm5415"
"Gm24732"
"Gm23024"
"Gm24901"
"Gm25792"
"Gm23453"
"Prim2"
"1700001G17Rik"
"Rab23"
"Bag2"
"Zfp451"
"Bend6"
"Dst"
"Gm23792"
"Gm26788"
"D630036G22Rik"
"Mir5103"
"Ccdc115"
"Imp4"
"Ptpn18"
"Prss39"
"Cfc1"
"Prss40"
"1700101I19Rik"
"Amer3"
"Arhgef4"
"Fam168b"
"Plekhb2"
"Gm25096"
"Gm25634"
"Hs6st1"
"Uggt1"
"mmu-mir-6897"
"Neurl3"
"Arid5a"
"Kansl3"
"mmu-mir-6898"
"Lman2l"
"Cnnm4"
"Cnnm3"
"Ankrd23"
"Ankrd39"
"Sema4c"
"D430040D24Rik"
"Fam178b"
"Gm24133"
"Cox5b"
"Actr1b"
"Zap70"
"Tmem131"
"n-R5s210"
"Vwa3b"
"Vwa3b.1"
"Cnga3"
"Inpp4a"
"4930439A04Rik"
"Coa5"
"Unc50"
"Mgat4a"
"2010300C02Rik"
"4930556I23Rik"
"Tsga10"
"Gm26805"
"Lipt1"
"Mitd1"
"Mrpl30"
"Lyg2"
"Gm15457"
"Lyg1"
"Gm23409"
"Txndc9"
"Eif5b"
"Rev1"
"Aff3"
"Gm16150"
"Gm16151"
"Gm16152"
"Lonrf2"
"Chst10"
"Nms"
"Pdcl3"
"mmu-mir-6349"
"Npas2"
"Rpl31"
"Tbc1d8"
"Gm24826"
"Cnot11"
"Gm15832"
"Snord89"
"Rnf149"
"Gm23722"
"Creg2"
"D930019O06Rik"
"Rfx8"
"Gm3646"
"Map4k4"
"Gm16894"
"Il1r2"
"Il1r1"
"Il1rl2"
"Il1rl1"
"Il18r1"
"Il18rap"
"Slc9a4"
"Slc9a2"
"Mfsd9"
"Tmem182"
"Gm9915"
"2610017I09Rik"
"Gm20646"
"Pou3f3"
"2610207O16Rik"
"Mrps9"
"Gm23126"
"Gpr45"
"Gpr45.1"
"Gm24001"
"Tgfbrap1"
"8430432A02Rik"
"AI597479"
"Fhl2"
"Nck2"
"1500015O10Rik"
"Uxs1"
"Gm26352"
"Gm24180"
"Tpp2"
"Mettl21c"
"Gm8251"
"Tex30"
"Kdelc1"
"Bivm"
"Ercc5"
"Mettl21e"
"Gulp1"
"Col3a1"
"Col5a2"
"Gm23216"
"Gm23974"
"Gm23984"
"Wdr75"
"Gm5269"
"Slc40a1"
"Rpl23a-ps1"
"Gm4776"
"Dnah7b"
"n-R5s211"
"Dnah7c"
"Slc39a10"
"mmu-mir-6350"
"Gm22419"
"Gm23829"
"Gm23240"
"Gm22693"
"C230029F24Rik"
"PCGEM1"
"Gm25843"
"Tmeff2"
"Gm25736"
"Sdpr"
"Nabp1"
"Myo1b"
"SNORA7"
"Gm8420"
"Stat4"
"Gm3940"
"Stat1"
"Gls"
"Gm23460"
"Nab1"
"Tmem194b"
"Mfsd6"
"Inpp1"
"Hibch"
"1700019D03Rik"
"Mstn"
"Gm24349"
"1700019A02Rik"
"Pms1"
"Ormdl1"
"Osgepl1"
"Asnsd1"
"Dnah7a"
"Gm25240"
"Stk17b"
"Hecw2"
"mmu-mir-7681"
"Gm24251"
"Gm25829"
"Ccdc150"
"Gtf3c3"
"Pgap1"
"Ankrd44"
"Gm24053"
"Sf3b1"
"Coq10b"
"Hspd1"
"Hspe1"
"Mob4"
"Rftn2"
"Gm10561"
"Mars2"
"Boll"
"Plcl1"
"Hsfy2"
"Satb2"
"9130024F11Rik"
"Gm23943"
"4930558J18Rik"
"1700066M21Rik"
"Tyw5"
"9430016H08Rik"
"Gm22371"
"Gm24014"
"Spats2l"
"Gm17234"
"Kctd18"
"Sgol2"
"Aox1"
"Aox3"
"Gm24548"
"Aox4"
"Gm15759"
"Aox2"
"Bzw1"
"Clk1"
"Ppil3"
"Nif3l1"
"Orc2"
"Gm23966"
"Gm15834"
"Fam126b"
"Ndufb3"
"Gm10068"
"Als2cr12"
"Cflar"
"Casp8"
"Trak2"
"Stradb"
"Als2cr11"
"Als2cr11.1"
"Gm25502"
"Tmem237"
"G730003C15Rik"
"Mpp4"
"Als2"
"Cdk15"
"Fzd7"
"Gm26813"
"Gm973"
"Gm24545"
"Sumo1"
"Nop58"
"Snord70"
"Gm26293"
"Gm26287"
"Snord11"
"Bmpr2"
"Fam117b"
"Ica1l"
"Wdr12"
"Carf"
"Nbeal1"
"Cyp20a1"
"Abi2"
"Raph1"
"Gm23762"
"Cd28"
"Gm11579"
"2310016D23Rik"
"Ctla4"
"Icos"
"Gm11587"
"9530026F06Rik"
"Gm11588"
"Gm25839"
"4930587A21Rik"
"Pard3b"
"4930448K12Rik"
